"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RGS10",0,1.31443926865071,0.894,0.329,0,"0","RGS10"
"PDE3B",0,1.26339248173306,0.918,0.561,0,"0","PDE3B"
"BACH2",0,1.11042669947708,0.961,0.653,0,"0","BACH2"
"LEF1",0,1.05748889325212,0.988,0.812,0,"0","LEF1"
"FAM241A",0,1.00039496191399,0.753,0.389,0,"0","FAM241A"
"LDLRAD4",0,0.943998808851708,0.475,0.195,0,"0","LDLRAD4"
"SELL",0,0.936369503920192,0.963,0.632,0,"0","SELL"
"ZNF536",0,0.927697887973074,0.403,0.107,0,"0","ZNF536"
"RALGPS2",0,0.927680280468672,0.762,0.317,0,"0","RALGPS2"
"ITGA1",0,0.91363271402345,0.818,0.51,0,"0","ITGA1"
"SATB1",0,0.896721150920155,0.976,0.817,0,"0","SATB1"
"CTPS1",0,0.882064155166261,0.711,0.373,0,"0","CTPS1"
"TLE4",0,0.868408101346425,0.746,0.464,0,"0","TLE4"
"CCR7",0,0.866697617744184,0.811,0.437,0,"0","CCR7"
"SCML4",0,0.846208381881954,0.962,0.812,0,"0","SCML4"
"TXK",0,0.780567555474004,0.763,0.447,0,"0","TXK"
"AFF3",0,0.771056982160223,0.952,0.807,0,"0","AFF3"
"CSTA",5.54582692539861e-296,0.763267196831574,0.719,0.405,9.140631938442e-292,"0","CSTA"
"TGFBR2",1.29355365304147e-268,0.741670390829331,0.833,0.658,2.13203513094295e-264,"0","TGFBR2"
"FOXP1",3.27148839854999e-256,0.651225442656868,0.92,0.79,5.39206717849009e-252,"0","FOXP1"
"KANK1",6.22057943845531e-238,0.58285206089225,0.256,0.077,1.0252759030462e-233,"0","KANK1"
"ATP8A1",3.80354107581812e-236,0.597227037803052,0.889,0.738,6.26899640116343e-232,"0","ATP8A1"
"CDC42BPA",4.58059324038878e-224,0.641479355422362,0.358,0.145,7.54973377880879e-220,"0","CDC42BPA"
"SSH2",6.94250164903209e-219,0.517126993600263,0.969,0.913,1.14426312179347e-214,"0","SSH2"
"PRKCE",8.9432446062075e-219,0.603291255456804,0.89,0.735,1.47402557599512e-214,"0","PRKCE"
"ARSB",3.27888313931496e-209,0.711456685942383,0.579,0.345,5.40425519021892e-205,"0","ARSB"
"TRIM22",2.67756666661051e-207,0.571489698187946,0.862,0.721,4.41316537990744e-203,"0","TRIM22"
"SSBP2",1.24860087835635e-199,0.733319251915513,0.589,0.348,2.05794396770694e-195,"0","SSBP2"
"STMN1",1.00672347988082e-194,0.609992738189086,0.794,0.617,1.65928163953957e-190,"0","STMN1"
"TBC1D5",6.96444351154962e-190,0.469417085021573,0.99,0.969,1.14787957957361e-185,"0","TBC1D5"
"MAML3",2.89861729840904e-186,0.664347480900561,0.565,0.318,4.77750103123778e-182,"0","MAML3"
"PLAC8",2.54669709773912e-176,0.405623660707925,0.971,0.937,4.19746615649362e-172,"0","PLAC8"
"CLEC2D",5.05963333268534e-174,0.474152478315576,0.93,0.857,8.33928765893197e-170,"0","CLEC2D"
"CAMK4",2.023651845252e-155,0.43829255701644,0.956,0.907,3.33538297134434e-151,"0","CAMK4"
"OPRM1",2.56023272325062e-151,0.527942051550944,0.495,0.292,4.21977557446168e-147,"0","OPRM1"
"CD52",1.04069673694088e-149,0.543029893845675,0.695,0.505,1.71527636182596e-145,"0","CD52"
"TLE1",4.96745707107329e-142,0.459173693084434,0.332,0.16,8.18736274454299e-138,"0","TLE1"
"ATP10A",1.33655976986239e-140,0.534576544205263,0.709,0.495,2.20291781268719e-136,"0","ATP10A"
"USP12",1.62419659596191e-139,0.511702215957124,0.533,0.341,2.67700082946441e-135,"0","USP12"
"CD84",3.15827695971621e-136,0.507230504132157,0.569,0.387,5.20547208500426e-132,"0","CD84"
"RCAN3",2.25615537572896e-133,0.457980065030507,0.76,0.603,3.71859529027647e-129,"0","RCAN3"
"TNFSF8",1.16001333864434e-132,0.531754463451494,0.655,0.479,1.9119339847536e-128,"0","TNFSF8"
"CARMIL1",3.64745568670703e-132,0.553429533399513,0.388,0.207,6.01173646283052e-128,"0","CARMIL1"
"PDSS1",1.02937957127335e-129,0.483188448138613,0.377,0.203,1.69662340937274e-125,"0","PDSS1"
"RASGRP1",3.66151616143838e-127,0.505630492802734,0.735,0.594,6.03491093728273e-123,"0","RASGRP1"
"FBXW7",5.41204150834231e-125,0.513270266792077,0.834,0.725,8.9201268140498e-121,"0","FBXW7"
"ERRFI1",7.90318856467143e-124,0.443002660454449,0.308,0.154,1.30260353922915e-119,"0","ERRFI1"
"PRKCQ",1.1542482498816e-123,0.439181166511625,0.885,0.798,1.90243196545485e-119,"0","PRKCQ"
"VPS54",2.17939409058147e-122,0.503626228633576,0.597,0.432,3.59207734009638e-118,"0","VPS54"
"KCNQ5",1.31536407478959e-119,0.506106226391946,0.793,0.622,2.16798306806821e-115,"0","KCNQ5"
"TMEM71",5.42298642044101e-119,0.454560360335224,0.449,0.275,8.93816621817087e-115,"0","TMEM71"
"GYG1",2.12642290553413e-115,0.385858035866648,0.32,0.166,3.50477023290135e-111,"0","GYG1"
"ERBIN",5.74996492459386e-112,0.398271603351607,0.918,0.867,9.4770921887156e-108,"0","ERBIN"
"TCF7",1.61216110770838e-111,0.43767651901173,0.666,0.513,2.65716393772496e-107,"0","TCF7"
"SCMH1",2.24866720517761e-111,0.501887684878493,0.524,0.35,3.70625328757373e-107,"0","SCMH1"
"SRPK2",3.38407842814662e-110,0.446401061265049,0.721,0.586,5.57763806527126e-106,"0","SRPK2"
"CDCA7L",9.54308334580448e-110,0.42002002420796,0.393,0.224,1.5728909970555e-105,"0","CDCA7L"
"IL21R",9.646346355834e-108,0.393432004572699,0.378,0.219,1.58991080636856e-103,"0","IL21R"
"PSEN2",2.35177953526635e-107,0.357654502478686,0.299,0.151,3.876203030026e-103,"0","PSEN2"
"TMEM154",1.07308243249533e-106,0.459525416935505,0.566,0.411,1.7686544652388e-102,"0","TMEM154"
"CCDC57",2.83339516054893e-100,0.414556464955444,0.396,0.246,4.67000190361675e-96,"0","CCDC57"
"MLLT3",6.35434642350286e-100,0.421884864991394,0.858,0.77,1.04732337752174e-95,"0","MLLT3"
"WRNIP1",2.08360474472926e-99,0.405074637525945,0.648,0.508,3.43419734026276e-95,"0","WRNIP1"
"LNPEP",4.06823486564336e-97,0.436793527934162,0.644,0.503,6.70526470555338e-93,"0","LNPEP"
"NCALD",1.10957721553476e-95,0.492654381652017,0.465,0.306,1.82880516664439e-91,"0","NCALD"
"CEMIP2",7.14304643918017e-94,0.367633833265193,0.257,0.128,1.17731691410568e-89,"0","CEMIP2"
"EPB41",4.87857153814708e-93,0.315651484271368,0.959,0.929,8.04086160917402e-89,"0","EPB41"
"CRLF3",1.2260398397374e-91,0.346155481900775,0.845,0.774,2.02075886385518e-87,"0","CRLF3"
"TRAT1",5.43135596214797e-88,0.346060747079721,0.64,0.468,8.95196089681229e-84,"0","TRAT1"
"ALPK2",1.77247934711926e-85,0.395181273635508,0.433,0.281,2.92140045992196e-81,"0","ALPK2"
"ZBTB20",5.49430255166968e-85,0.445050985920535,0.692,0.552,9.05570946566197e-81,"0","ZBTB20"
"TSPAN5",7.06027579288378e-84,0.395356427194328,0.647,0.493,1.1636746561831e-79,"0","TSPAN5"
"MACF1",4.03158824823644e-83,0.268410341440535,0.984,0.969,6.6448637507433e-79,"0","MACF1"
"SLC12A2",6.24863379520953e-83,0.442982958906056,0.422,0.285,1.02989982212643e-78,"0","SLC12A2"
"CAMK1D",1.59763201064907e-79,0.39249541643507,0.835,0.753,2.6332170799518e-75,"0","CAMK1D"
"TNRC6C",2.78204561083078e-79,0.354772679468251,0.772,0.665,4.5853675757713e-75,"0","TNRC6C"
"HADH",7.26405624731013e-79,0.34910881688273,0.393,0.254,1.19726175068166e-74,"0","HADH"
"SLC25A12",8.91274084117949e-79,0.392221152998475,0.607,0.477,1.4689979454432e-74,"0","SLC25A12"
"ARRDC3",1.24917785931663e-78,0.400127207842203,0.51,0.378,2.05889494772568e-74,"0","ARRDC3"
"LTB",5.59923471779725e-78,0.267694071758663,0.989,0.972,9.22865866187343e-74,"0","LTB"
"NAA16",3.95252232754532e-77,0.335542627852874,0.77,0.671,6.51454730026019e-73,"0","NAA16"
"STK17B",1.33013162601243e-76,0.375564453144652,0.744,0.659,2.19232294599368e-72,"0","STK17B"
"NAPEPLD",2.29550970424164e-75,0.468231355881126,0.682,0.578,3.78345909453107e-71,"0","NAPEPLD"
"TOP2B",9.01170717428148e-75,0.377687424130641,0.737,0.647,1.48530957646507e-70,"0","TOP2B"
"ANKH",1.3713606587678e-74,0.393021533700004,0.657,0.549,2.26027663778109e-70,"0","ANKH"
"IGF1R",9.83359884778508e-74,0.36334192350215,0.315,0.18,1.62077376209194e-69,"0","IGF1R"
"CERS6",1.90241969223117e-71,0.406162409196945,0.456,0.319,3.13556813673541e-67,"0","CERS6"
"RNF130",4.21775975812256e-71,0.377153664158764,0.836,0.773,6.9517116333376e-67,"0","RNF130"
"AP1B1",4.79517680348663e-71,0.336977731481214,0.324,0.202,7.90341040750666e-67,"0","AP1B1"
"ZNF827",6.1362816356894e-70,0.328776523011418,0.297,0.176,1.01138193919433e-65,"0","ZNF827"
"TMEM156",3.46895695890639e-69,0.355121638853313,0.738,0.645,5.7175348596695e-65,"0","TMEM156"
"RASSF3",6.49186473805216e-68,0.418702678513692,0.597,0.489,1.06998914612576e-63,"0","RASSF3"
"UBN2",2.42982637350522e-67,0.410339362903302,0.444,0.32,4.0048398288113e-63,"0","UBN2"
"NR3C2",1.89143815563652e-66,0.387814023398705,0.556,0.419,3.11746836812012e-62,"0","NR3C2"
"TPST1",3.60813363134551e-66,0.421429571890177,0.302,0.186,5.94692585118367e-62,"0","TPST1"
"SIPA1L1",9.65035163894404e-66,0.336530753035987,0.283,0.17,1.59057095713076e-61,"0","SIPA1L1"
"PIK3R1",4.42306170521111e-65,0.341194404489191,0.713,0.629,7.29009030252895e-61,"0","PIK3R1"
"TAB2",6.06897065592747e-65,0.334656525131309,0.747,0.66,1.00028774350997e-60,"0","TAB2"
"ADD3",1.4063134010689e-63,0.304291183644765,0.841,0.784,2.31788574764176e-59,"0","ADD3"
"AKAP11",2.00765045732248e-63,0.328375798688221,0.375,0.255,3.30900948375892e-59,"0","AKAP11"
"ITPKB",6.38600086602132e-63,0.338205604335367,0.716,0.634,1.05254066273763e-58,"0","ITPKB"
"KIF16B",1.58591295150634e-60,0.387041900771247,0.431,0.311,2.61390172667275e-56,"0","KIF16B"
"DTHD1",9.69834254853355e-60,0.337094908731835,0.37,0.249,1.5984808188493e-55,"0","DTHD1"
"THEMIS",1.03748488104059e-59,0.349824153886397,0.776,0.684,1.70998258093109e-55,"0","THEMIS"
"ATM",1.15758708438397e-59,0.392891827681812,0.46,0.346,1.90793503248167e-55,"0","ATM"
"UBE2H",1.62384358787903e-59,0.353303249963862,0.685,0.595,2.67641900154221e-55,"0","UBE2H"
"MGAT4A",1.75110386361784e-59,0.307319842059808,0.678,0.581,2.88616938801492e-55,"0","MGAT4A"
"ARID1B",1.94890293974515e-58,0.315731208425709,0.796,0.723,3.21218182528795e-54,"0","ARID1B"
"CHD7",1.96986280190507e-58,0.351545490762897,0.596,0.49,3.24672787009994e-54,"0","CHD7"
"DENND5B",4.58983340624653e-58,0.344335185294018,0.572,0.453,7.56496342017553e-54,"0","DENND5B"
"IKZF3",1.41824784214705e-57,0.415578803216859,0.473,0.359,2.33755609342677e-53,"0","IKZF3"
"SBF2",1.51632646887934e-57,0.342222437049558,0.438,0.312,2.49920928600693e-53,"0","SBF2"
"BCL11B",3.31845271954821e-57,0.302233981627454,0.834,0.788,5.46947377235936e-53,"0","BCL11B"
"PDK1",4.28027803005221e-57,0.372172539692518,0.537,0.428,7.05475424913205e-53,"0","PDK1"
"STRADA",9.57990597794081e-57,0.33428487011422,0.438,0.326,1.5789601032842e-52,"0","STRADA"
"DGKD",1.53410414186704e-55,0.339800773286936,0.418,0.309,2.52851044662526e-51,"0","DGKD"
"TFDP2",1.1026404776776e-54,0.326362203818515,0.376,0.261,1.81737203530821e-50,"0","TFDP2"
"DCLK2",1.60913035207843e-54,0.365121328289097,0.377,0.267,2.65216864629567e-50,"0","DCLK2"
"CHIC2",5.33790785609241e-54,0.292830007243952,0.832,0.78,8.79793972841151e-50,"0","CHIC2"
"PITPNC1",6.29168724504911e-54,0.324727383036494,0.874,0.825,1.03699589172899e-49,"0","PITPNC1"
"DTX3L",1.93738579825348e-52,0.291122451928056,0.541,0.435,3.19319927268139e-48,"0","DTX3L"
"ZEB1",4.04588335981504e-52,0.310904611744386,0.778,0.699,6.66842495364714e-48,"0","ZEB1"
"PLCL2",7.71022725929377e-52,0.274783353650863,0.928,0.896,1.2707996568768e-47,"0","PLCL2"
"GALNT2",1.27859734940263e-51,0.339787230074677,0.336,0.232,2.10738415128542e-47,"0","GALNT2"
"SESN3",5.15837478482156e-51,0.315851045809151,0.422,0.313,8.5020333203429e-47,"0","SESN3"
"SPTBN1",1.45791058374809e-49,0.267038265648017,0.78,0.718,2.40292822413361e-45,"0","SPTBN1"
"CSNK1G3",2.15118808965101e-49,0.297962880333615,0.589,0.488,3.5455882093628e-45,"0","CSNK1G3"
"SSBP3",1.55442145703485e-48,0.308220203377757,0.334,0.232,2.56199744548483e-44,"0","SSBP3"
"NT5C2",3.82662913799954e-48,0.335862357841838,0.48,0.381,6.30705014525084e-44,"0","NT5C2"
"RIN3",8.63834287697129e-48,0.282661189715047,0.252,0.161,1.42377167298241e-43,"0","RIN3"
"ACTN1",3.91190909302761e-47,0.292369552913397,0.457,0.347,6.4476085671281e-43,"0","ACTN1"
"PDE4D",9.00532860225561e-47,0.272792067139637,0.484,0.371,1.48425826022377e-42,"0","PDE4D"
"APBB1IP",1.45499495442892e-46,0.297288434825784,0.853,0.818,2.39812268388974e-42,"0","APBB1IP"
"TMCC1",8.19285484827009e-46,0.32257240068133,0.635,0.536,1.35034633609188e-41,"0","TMCC1"
"USP3",1.02558868693415e-45,0.292619363458138,0.743,0.676,1.69037527380487e-41,"0","USP3"
"BEND7",9.32588803963006e-45,0.292950017542343,0.253,0.163,1.53709286669183e-40,"0","BEND7"
"KLHL7",2.00503203160402e-44,0.302216457370604,0.584,0.496,3.30469379448974e-40,"0","KLHL7"
"ABLIM1",2.39817107799933e-42,0.271155959052313,0.743,0.683,3.95266557075849e-38,"0","ABLIM1"
"SPATS2",3.14460813758155e-42,0.276766348359945,0.286,0.196,5.18294313236191e-38,"0","SPATS2"
"KLF7",3.24800602251921e-41,0.288272640054563,0.423,0.322,5.35336352631616e-37,"0","KLF7"
"MIB2",3.09932778293912e-40,0.25649650379777,0.451,0.36,5.10831205184026e-36,"0","MIB2"
"NT5C",1.5707135446159e-38,0.2683614081521,0.596,0.518,2.58885006423593e-34,"0","NT5C"
"YEATS2",2.00819988944813e-38,0.269813206489835,0.695,0.633,3.3099150577884e-34,"0","YEATS2"
"SPAG16",7.3146187848512e-38,0.286916039289315,0.254,0.17,1.20559546811917e-33,"0","SPAG16"
"PUM1",4.64759217537844e-37,0.251138519472895,0.713,0.661,7.66016142345875e-33,"0","PUM1"
"DCAF5",2.9778538166995e-36,0.270834208071351,0.642,0.569,4.90809866068412e-32,"0","DCAF5"
"NNT",4.40416105033164e-36,0.261850261638081,0.475,0.389,7.2589382431566e-32,"0","NNT"
"SPIDR",8.12261950692427e-36,0.29608186312234,0.689,0.612,1.33877014713126e-31,"0","SPIDR"
"ZNF280D",1.53899205574864e-35,0.300294269392797,0.504,0.424,2.53656670628491e-31,"0","ZNF280D"
"ITPR1",1.17780830260703e-33,0.304948499205819,0.525,0.455,1.94126364435691e-29,"0","ITPR1"
"TXNIP",3.3040352929854e-33,0.263455784735202,0.504,0.427,5.44571096989853e-29,"0","TXNIP"
"RFX3",4.27874508626801e-33,0.285149837147969,0.438,0.349,7.05222765118694e-29,"0","RFX3"
"SSU72",5.20036640194346e-31,0.293244372844407,0.552,0.493,8.57124390368321e-27,"0","SSU72"
"CTIF",6.26216050526567e-31,0.263927865347909,0.442,0.369,1.03212929447789e-26,"0","CTIF"
"MEF2A",8.96472384016847e-30,0.271891756477114,0.532,0.461,1.47756578333657e-25,"0","MEF2A"
"FOXO1",2.5601707593573e-29,0.262026051535726,0.635,0.575,4.2196734455727e-25,"0","FOXO1"
"STK38L",3.43374787456972e-28,0.269776163449149,0.444,0.371,5.65950324686581e-24,"0","STK38L"
"ABI1",2.24556989054549e-27,0.265944803076692,0.68,0.631,3.70114829359708e-23,"0","ABI1"
"STAU2",2.71341679119803e-20,0.268303716703408,0.435,0.375,4.4722535552526e-16,"0","STAU2"
"NKAIN2",0,1.74221822914323,0.37,0.039,0,"1","NKAIN2"
"RALGPS21",0,1.7152917509502,0.906,0.306,0,"1","RALGPS2"
"COL6A5",0,1.55647792281748,0.527,0.06,0,"1","COL6A5"
"AUTS2",0,1.46105254116906,0.586,0.136,0,"1","AUTS2"
"IGF1R1",0,1.38946215702272,0.602,0.145,0,"1","IGF1R"
"TRAT11",0,1.1787347884173,0.843,0.444,0,"1","TRAT1"
"BCL2",0,1.1750131936954,0.992,0.859,0,"1","BCL2"
"ZNF5361",0,1.16879956471095,0.503,0.099,0,"1","ZNF536"
"FAM241A1",0,1.15399702678131,0.835,0.384,0,"1","FAM241A"
"RGS101",0,1.13164296318549,0.896,0.339,0,"1","RGS10"
"LEF11",0,1.0542268963104,0.991,0.814,0,"1","LEF1"
"CDK6",0,1.04072145057715,0.826,0.563,0,"1","CDK6"
"SLCO3A1",0,1.00856955780278,0.732,0.428,0,"1","SLCO3A1"
"CSTA1",0,0.990358602828636,0.844,0.394,0,"1","CSTA"
"ATP10A1",0,0.974528418147398,0.853,0.479,0,"1","ATP10A"
"TNFSF81",0,0.959804805820887,0.809,0.461,0,"1","TNFSF8"
"BACH21",0,0.953215992161323,0.971,0.657,0,"1","BACH2"
"ITGA11",0,0.914931851210398,0.863,0.509,0,"1","ITGA1"
"PDE3B1",0,0.891446254263904,0.918,0.567,0,"1","PDE3B"
"DPP4",0,0.865906716066786,0.479,0.147,0,"1","DPP4"
"TXK1",0,0.748020878097788,0.783,0.45,0,"1","TXK"
"BBX",0,0.737059808761158,0.97,0.885,0,"1","BBX"
"CCR71",0,0.710663673649787,0.811,0.444,0,"1","CCR7"
"SELL1",0,0.695671130753138,0.972,0.637,0,"1","SELL"
"STBD1",0,0.595098688926824,0.383,0.117,0,"1","STBD1"
"PDE4B",4.64867386183734e-306,0.747246544082693,0.909,0.687,7.66194425908031e-302,"1","PDE4B"
"FOXP11",1.8980827828284e-262,0.682981349860057,0.939,0.79,3.12842004265777e-258,"1","FOXP1"
"RCAN31",7.18293195422802e-258,0.64946380173747,0.838,0.595,1.18389084469586e-253,"1","RCAN3"
"SATB11",3.56073326251245e-257,0.576647744270954,0.981,0.819,5.86880056327302e-253,"1","SATB1"
"CTPS11",3.69603889785582e-245,0.63347141140471,0.681,0.383,6.09181131144596e-241,"1","CTPS1"
"PLCL21",1.86726788956086e-239,0.557752426525878,0.974,0.891,3.0776309355742e-235,"1","PLCL2"
"SNX9",7.85961656507274e-227,0.612620255788458,0.532,0.251,1.29542200225529e-222,"1","SNX9"
"PDSS11",4.84438796453221e-224,0.628972422476632,0.445,0.197,7.98452024314198e-220,"1","PDSS1"
"STMN11",2.88829801173816e-221,0.59842559979453,0.844,0.613,4.76049278294684e-217,"1","STMN1"
"REEP3",1.19848927804219e-219,0.705184655623343,0.745,0.501,1.97535002806914e-215,"1","REEP3"
"KIF16B1",4.73405964480244e-196,0.6291779563884,0.548,0.298,7.80267710656338e-192,"1","KIF16B"
"NR3C21",4.76677074258911e-188,0.62894550928451,0.672,0.406,7.85659153793536e-184,"1","NR3C2"
"TULP4",1.80653318357277e-187,0.653690459199856,0.398,0.182,2.97752799316465e-183,"1","TULP4"
"ANGPTL1",1.68262168228216e-186,0.420807243842796,0.283,0.099,2.77329705673746e-182,"1","ANGPTL1"
"KANK11",5.08091459122264e-185,0.453988204357023,0.251,0.081,8.37436342925316e-181,"1","KANK1"
"KCNQ51",6.27696178969139e-173,0.599217763373594,0.839,0.619,1.03456884217693e-168,"1","KCNQ5"
"TLE11",4.85803750752551e-166,0.462147514970812,0.362,0.159,8.00701741990354e-162,"1","TLE1"
"MUTYH",3.44500570454765e-164,0.577700862394741,0.49,0.275,5.67805840223543e-160,"1","MUTYH"
"CEMIP21",1.02702217934144e-162,0.439577094467617,0.307,0.124,1.69273795599056e-158,"1","CEMIP2"
"ALPK21",3.17112562546789e-159,0.482550041297332,0.506,0.275,5.22664925589617e-155,"1","ALPK2"
"PRKCQ1",4.53561951382828e-157,0.506435442626805,0.91,0.797,7.47560808269178e-153,"1","PRKCQ"
"SCML41",2.59228739852044e-156,0.444241918457842,0.951,0.816,4.27260809024139e-152,"1","SCML4"
"CARMIL11",1.4980228709542e-155,0.524247555406709,0.421,0.206,2.46904129590671e-151,"1","CARMIL1"
"VPS541",1.2547361489061e-151,0.523506995684631,0.65,0.428,2.06805612062704e-147,"1","VPS54"
"USP121",1.57140971355169e-150,0.517276960048074,0.562,0.34,2.58999748987589e-146,"1","USP12"
"DENND5A",5.32859015361587e-147,0.454081264408897,0.727,0.479,8.78258229118967e-143,"1","DENND5A"
"SSBP21",9.70316087696213e-145,0.521053030021629,0.588,0.353,1.5992749757409e-140,"1","SSBP2"
"JMJD1C",8.41547736278273e-144,0.496122703418418,0.958,0.896,1.38703897893385e-139,"1","JMJD1C"
"MLLT31",4.62094487963029e-143,0.50827681908555,0.898,0.767,7.61624135060664e-139,"1","MLLT3"
"ARSB1",2.83420948483637e-141,0.535270774919044,0.576,0.35,4.6713440729073e-137,"1","ARSB"
"SRPK21",2.42613679083775e-138,0.508188697659664,0.764,0.583,3.99875865865877e-134,"1","SRPK2"
"KLHL71",1.56798772149006e-136,0.490390628290694,0.677,0.485,2.58435736255991e-132,"1","KLHL7"
"PSEN21",1.13102066040258e-129,0.360852178270011,0.329,0.15,1.86414825247554e-125,"1","PSEN2"
"TLE41",5.42573938896182e-127,0.444615322788023,0.69,0.476,8.94270366088687e-123,"1","TLE4"
"ADAM19",8.39762730982464e-125,0.403149188904625,0.524,0.299,1.3840969332053e-120,"1","ADAM19"
"TBC1D51",8.48829166747707e-124,0.361280337313665,0.99,0.969,1.39904023263357e-119,"1","TBC1D5"
"PITPNC11",9.64654875785246e-118,0.447378868391405,0.915,0.82,1.58994416626924e-113,"1","PITPNC1"
"AFF31",2.99155872478774e-110,0.376119442365034,0.93,0.812,4.93068709019516e-106,"1","AFF3"
"ATP8A11",3.00096652933778e-109,0.391511586056114,0.875,0.742,4.94619303365454e-105,"1","ATP8A1"
"CREM",1.25404152679787e-108,0.458056955241485,0.497,0.314,2.06691124446826e-104,"1","CREM"
"HADH1",1.46536077172705e-106,0.404386210894337,0.429,0.252,2.41520762396052e-102,"1","HADH"
"PDK11",4.86889528842398e-106,0.437250742966659,0.611,0.42,8.0249132143804e-102,"1","PDK1"
"CDCA7L1",9.46435716099528e-105,0.401282189363169,0.405,0.226,1.55991534727524e-100,"1","CDCA7L"
"GALNT17",5.53856511948591e-103,0.364159584036842,0.825,0.612,9.12866302993667e-99,"1","GALNT17"
"RNF1301",1.24364829703498e-102,0.410003119991164,0.889,0.767,2.04978112317305e-98,"1","RNF130"
"TMEM711",1.66073012419171e-102,0.428177364827902,0.454,0.277,2.73721539069278e-98,"1","TMEM71"
"RASGRP11",7.41777377778245e-101,0.400669155782269,0.754,0.594,1.2225974740541e-96,"1","RASGRP1"
"TGFBR21",3.54280617096716e-100,0.414306068003304,0.806,0.665,5.83925313098807e-96,"1","TGFBR2"
"SLC25A121",8.28821915790487e-99,0.436986369883759,0.642,0.474,1.36606428160588e-94,"1","SLC25A12"
"PRKCE1",6.73113560320982e-98,0.36855077944264,0.879,0.739,1.10942577012104e-93,"1","PRKCE"
"GYG11",1.03133379282097e-94,0.329429218372883,0.322,0.169,1.69984435732752e-90,"1","GYG1"
"DOCK10",1.09094039737448e-91,0.322467042312371,0.964,0.923,1.79808796295261e-87,"1","DOCK10"
"ANK3",7.16018873451557e-91,0.458808891799579,0.252,0.121,1.18014230722286e-86,"1","ANK3"
"LTB1",2.13689078638547e-89,0.277153644919259,0.995,0.971,3.52202339412053e-85,"1","LTB"
"PRKN",4.4318544062773e-89,0.458339222216005,0.389,0.226,7.30458243242625e-85,"1","PRKN"
"TXNDC11",1.03361971251193e-88,0.480386279399376,0.62,0.472,1.70361201016216e-84,"1","TXNDC11"
"RRAS2",4.60927254140504e-88,0.441597822433724,0.457,0.294,7.59700300274378e-84,"1","RRAS2"
"CCND2",8.56488458160602e-87,0.388429574334617,0.617,0.456,1.4116642767403e-82,"1","CCND2"
"TAB21",7.92074410453503e-86,0.398429503255382,0.787,0.656,1.30549704330946e-81,"1","TAB2"
"COQ10B",3.45324864590403e-85,0.271479723451349,0.971,0.939,5.69164441817902e-81,"1","COQ10B"
"PPIP5K2",1.12672619086098e-81,0.364429090327351,0.416,0.26,1.85707010777706e-77,"1","PPIP5K2"
"PSD3",1.27771696507223e-77,0.356880075597742,0.264,0.134,2.10593310183206e-73,"1","PSD3"
"WRNIP11",1.67497782675259e-77,0.353378860205858,0.661,0.509,2.76069845405362e-73,"1","WRNIP1"
"CLEC2D1",7.33442185555151e-77,0.294905256288673,0.926,0.859,1.208859410232e-72,"1","CLEC2D"
"DDHD2",1.13575777331214e-73,0.340183490097828,0.361,0.221,1.87195596197307e-69,"1","DDHD2"
"MAML31",8.0522033944186e-73,0.331282950434264,0.504,0.33,1.32716416346807e-68,"1","MAML3"
"TMEM65",2.03799198530235e-72,0.383280661214917,0.475,0.321,3.35901839017534e-68,"1","TMEM65"
"UBE2Q2",6.53865859997119e-72,0.374706469906436,0.559,0.415,1.07770171044725e-67,"1","UBE2Q2"
"SSH21",7.96932603590022e-72,0.257282116511634,0.969,0.914,1.31350431723707e-67,"1","SSH2"
"LNPEP1",1.44608980557809e-71,0.368201850161882,0.652,0.505,2.38344521755381e-67,"1","LNPEP"
"KLF71",2.50153115933031e-70,0.339450270695601,0.473,0.317,4.12302365680822e-66,"1","KLF7"
"SPTBN11",3.53891310473185e-70,0.311888727436817,0.823,0.713,5.83283657921904e-66,"1","SPTBN1"
"CEP57L1",1.89439643248759e-69,0.33228463318637,0.255,0.135,3.12234420002604e-65,"1","CEP57L1"
"LDLRAD41",3.63833920746369e-68,0.342675231751574,0.363,0.215,5.99671068174165e-64,"1","LDLRAD4"
"DTX3L1",7.29133217420311e-68,0.322219801638773,0.582,0.432,1.20175736895216e-63,"1","DTX3L"
"FAM78A",1.45158280314132e-66,0.269032195091726,0.28,0.158,2.39249877613752e-62,"1","FAM78A"
"AP1B11",1.22072823622869e-65,0.288671967937967,0.336,0.202,2.01200427895212e-61,"1","AP1B1"
"SBF21",3.06422685448029e-65,0.360294686032605,0.462,0.311,5.05045870155442e-61,"1","SBF2"
"PIK3R11",6.71171756988664e-65,0.34334771107498,0.735,0.628,1.10622528986872e-60,"1","PIK3R1"
"STRADA1",4.78796540116677e-64,0.306763436500078,0.47,0.324,7.89152457420307e-60,"1","STRADA"
"SERPINB1",5.41822155808893e-63,0.381696410112215,0.839,0.749,8.93031277204217e-59,"1","SERPINB1"
"PRNP",3.45767119390029e-62,0.255527792899105,0.26,0.145,5.69893366178647e-58,"1","PRNP"
"CAMK41",1.23194589404747e-60,0.250819508161899,0.957,0.908,2.03049322256904e-56,"1","CAMK4"
"KIAA0930",1.61770203420436e-60,0.326260385249723,0.628,0.501,2.66629649277563e-56,"1","KIAA0930"
"OPRM11",1.27909781054838e-59,0.269234286395674,0.449,0.302,2.10820901134583e-55,"1","OPRM1"
