"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ACTN1",0,0.550778502296874,0.45,0.164,0,"CD4+ Naive","ACTN1"
"AFF3",0,0.543200599049529,0.946,0.625,0,"CD4+ Naive","AFF3"
"NACA",0,0.523368006842294,0.998,0.894,0,"CD4+ Naive","NACA"
"PDK1",6.63911002308951e-305,0.716062847306798,0.565,0.269,1.09425811400561e-300,"CD4+ Naive","PDK1"
"IL27RA",3.16840433713673e-302,0.698801306931979,0.686,0.362,5.22216402846877e-298,"CD4+ Naive","IL27RA"
"ALPK2",1.8672930396222e-301,0.649904864951502,0.459,0.18,3.07767238790532e-297,"CD4+ Naive","ALPK2"
"CDK6",5.01791209360777e-289,1.02210396926493,0.641,0.35,8.27052271268433e-285,"CD4+ Naive","CDK6"
"TMEM156",8.17397426754991e-286,0.67532170735275,0.71,0.392,1.34723443877758e-281,"CD4+ Naive","TMEM156"
"RFTN1",1.30334603420348e-284,0.655044177047578,0.841,0.521,2.14817493357418e-280,"CD4+ Naive","RFTN1"
"GRAP2",1.58420513232826e-284,0.65737401089863,0.607,0.294,2.61108689910343e-280,"CD4+ Naive","GRAP2"
"NUCB2",8.37130543013906e-284,0.626233273191198,0.856,0.579,1.37975856099552e-279,"CD4+ Naive","NUCB2"
"FAU",3.35340666646808e-281,0.37188483521855,0.999,0.98,5.52708486767269e-277,"CD4+ Naive","FAU"
"NAPEPLD",5.67997916296175e-279,0.817116292510151,0.577,0.299,9.36174165639356e-275,"CD4+ Naive","NAPEPLD"
"WRNIP1",2.23212096324705e-269,0.662676918797431,0.651,0.382,3.67898177162379e-265,"CD4+ Naive","WRNIP1"
"AUTS2",1.34018549316729e-264,0.750137953755095,0.542,0.242,2.20889372983832e-260,"CD4+ Naive","AUTS2"
"KCNQ5",1.88745667327078e-264,0.550847559058969,0.806,0.457,3.11090608888489e-260,"CD4+ Naive","KCNQ5"
"VPS54",2.7404901932761e-264,0.700936953912595,0.649,0.382,4.51687593655767e-260,"CD4+ Naive","VPS54"
"IFGGB2",6.04092659531746e-264,0.610232702526674,0.441,0.178,9.95665521440224e-260,"CD4+ Naive","IFGGB2"
"KLF7",8.182924622929e-264,0.610971900111317,0.496,0.221,1.34870963635116e-259,"CD4+ Naive","KLF7"
"MMD",2.03662273607664e-261,0.591583681899244,0.602,0.306,3.35676159360152e-257,"CD4+ Naive","MMD"
"SSBP2",8.48068460399379e-261,0.729381062352469,0.61,0.316,1.39778643643026e-256,"CD4+ Naive","SSBP2"
"TXNDC11",1.61104808289263e-259,0.706699818935806,0.582,0.313,2.65532945022363e-255,"CD4+ Naive","TXNDC11"
"SEPTIN6",6.21031717051595e-258,0.553688602170973,0.944,0.715,1.02358447604444e-253,"CD4+ Naive","SEPTIN6"
"RNF130",6.95387284338987e-257,0.712999148257661,0.858,0.652,1.14613732204752e-252,"CD4+ Naive","RNF130"
"ERBIN",9.08779940864497e-255,0.601329033827688,0.931,0.777,1.49785109853286e-250,"CD4+ Naive","ERBIN"
"PLCL1",5.33566472784497e-253,0.451455408602603,0.617,0.291,8.79424260443408e-249,"CD4+ Naive","PLCL1"
"KLF12",1.194996712335e-252,0.584672941803929,0.953,0.657,1.96959358127054e-248,"CD4+ Naive","KLF12"
"NAA16",8.44163239580737e-248,0.514696523282681,0.805,0.544,1.39134985147697e-243,"CD4+ Naive","NAA16"
"SLC25A12",5.50485523995201e-242,0.648970606332785,0.626,0.361,9.07310240648891e-238,"CD4+ Naive","SLC25A12"
"LNPEP",6.77884085372746e-240,0.670980421970429,0.691,0.435,1.11728854951136e-235,"CD4+ Naive","LNPEP"
"SNRK",5.86251727140701e-239,0.642125591576114,0.884,0.684,9.66260096673304e-235,"CD4+ Naive","SNRK"
"SAMD4A",1.65588781820911e-237,0.563891872347411,0.342,0.122,2.72923430197225e-233,"CD4+ Naive","SAMD4A"
"CHD3",7.41155992134925e-237,0.545349197443642,0.446,0.2,1.22157330623678e-232,"CD4+ Naive","CHD3"
"DTX3L",8.60538262841948e-237,0.563277203156467,0.566,0.305,1.4183391648161e-232,"CD4+ Naive","DTX3L"
"ERRFI1",3.46466688122686e-232,0.547884931266235,0.312,0.112,5.71046395363811e-228,"CD4+ Naive","ERRFI1"
"CAMK1D",1.16689543017706e-231,0.694859904072254,0.82,0.57,1.92327704801783e-227,"CD4+ Naive","CAMK1D"
"SP110",2.57662116528266e-230,0.588552488646144,0.828,0.617,4.24678700461889e-226,"CD4+ Naive","SP110"
"PSIP1",6.26176259676251e-230,0.520952389961166,0.917,0.688,1.0320637111984e-225,"CD4+ Naive","PSIP1"
"CTTNBP2NL",2.02508672413275e-229,0.454573575495301,0.251,0.078,3.3377479387156e-225,"CD4+ Naive","CTTNBP2NL"
"PATJ",7.17272333152531e-225,0.560997088504525,0.408,0.171,1.182208259502e-220,"CD4+ Naive","PATJ"
"CD3G",1.69987891956502e-224,0.500092969721981,0.746,0.406,2.80174043522707e-220,"CD4+ Naive","CD3G"
"UBA52",1.53959161553378e-223,0.406193422589387,0.997,0.915,2.53755490072278e-219,"CD4+ Naive","UBA52"
"DCLK2",3.51174273861315e-221,0.61969359220333,0.392,0.17,5.78805438178219e-217,"CD4+ Naive","DCLK2"
"KIF16B",2.37632527456166e-220,0.710619616812327,0.495,0.256,3.91665931753254e-216,"CD4+ Naive","KIF16B"
"SKAP1",2.84426696739134e-218,0.496721692418713,0.94,0.557,4.6879208156544e-214,"CD4+ Naive","SKAP1"
"SP100",6.54522943724292e-217,0.52019029436246,0.938,0.794,1.07878471584638e-212,"CD4+ Naive","SP100"
"NPM1",9.92147938943756e-217,0.514566642281753,0.941,0.745,1.6352582329671e-212,"CD4+ Naive","NPM1"
"TULP4",1.9821142465523e-216,0.646653512528499,0.341,0.137,3.2669207011675e-212,"CD4+ Naive","TULP4"
"DTHD1",3.25101067894117e-216,0.514206154980216,0.377,0.152,5.35831580103083e-212,"CD4+ Naive","DTHD1"
"SCMH1",4.050434770981e-215,0.621396692202096,0.535,0.277,6.67592658953089e-211,"CD4+ Naive","SCMH1"
"UBE2Q2",3.82167856781814e-214,0.618863687908805,0.512,0.277,6.29889061547786e-210,"CD4+ Naive","UBE2Q2"
"CAMK2D",1.04568472253164e-213,0.581950084483879,0.84,0.581,1.72349755967664e-209,"CD4+ Naive","CAMK2D"
"HEG1",1.33572624611272e-211,0.589722417134701,0.385,0.166,2.20154399884298e-207,"CD4+ Naive","HEG1"
"CD2AP",4.34681759855361e-210,0.606824917306015,0.612,0.36,7.16442476593606e-206,"CD4+ Naive","CD2AP"
"HOMER2",6.14194402588621e-210,0.590469072947334,0.654,0.417,1.01231521434657e-205,"CD4+ Naive","HOMER2"
"TNRC6B",1.04676850416186e-205,0.430809840922731,0.988,0.929,1.72528384855958e-201,"CD4+ Naive","TNRC6B"
"NT5C",2.84513525879024e-202,0.578713437258645,0.608,0.367,4.68935193353808e-198,"CD4+ Naive","NT5C"
"PRKCE",6.48296754941232e-202,0.385783908773554,0.909,0.682,1.06852271149414e-197,"CD4+ Naive","PRKCE"
"CERS6",3.41556243284423e-198,0.540786083075181,0.46,0.219,5.62953000181386e-194,"CD4+ Naive","CERS6"
"CD3D",8.84585674259734e-197,0.469556184425799,0.84,0.51,1.45797410831489e-192,"CD4+ Naive","CD3D"
"SRPK2",3.24531273848454e-191,0.413595922438708,0.724,0.487,5.34892445557022e-187,"CD4+ Naive","SRPK2"
"TRIM34",5.08210542095975e-187,0.531109497805226,0.692,0.447,8.37632615482586e-183,"CD4+ Naive","TRIM34"
"ANGPTL1",8.26385783904411e-187,0.382070838489515,0.272,0.095,1.36204904903125e-182,"CD4+ Naive","ANGPTL1"
"AKAP11",6.79450897568247e-185,0.506215950230385,0.41,0.198,1.11987096937198e-180,"CD4+ Naive","AKAP11"
"ITPKB",8.51043518618765e-185,0.511896145591355,0.726,0.493,1.40268992738745e-180,"CD4+ Naive","ITPKB"
"USP13",5.98616314090197e-183,0.436651657946917,0.293,0.112,9.86639408883463e-179,"CD4+ Naive","USP13"
"NSD3",9.62345826723903e-182,0.529630061087664,0.802,0.616,1.58613839160634e-177,"CD4+ Naive","NSD3"
"NOP53",1.89978798458874e-181,0.46414351800414,0.928,0.755,3.13123055619915e-177,"CD4+ Naive","NOP53"
"LBH",1.3094085070104e-180,0.477908266244896,0.567,0.319,2.15816710125454e-176,"CD4+ Naive","LBH"
"CD5",3.2593835412373e-179,0.455888445682231,0.427,0.202,5.37211595266732e-175,"CD4+ Naive","CD5"
"KLHL7",6.33361944037885e-179,0.578831717928873,0.636,0.426,1.04390715616324e-174,"CD4+ Naive","KLHL7"
"SNX9",2.39010856058241e-178,0.568544607275781,0.415,0.204,3.93937692955193e-174,"CD4+ Naive","SNX9"
"TNIK",1.55732598939646e-177,0.382840450681538,0.911,0.546,2.56678469572324e-173,"CD4+ Naive","TNIK"
"RBL2",5.41834864464172e-177,0.525174579639235,0.727,0.503,8.93052223609848e-173,"CD4+ Naive","RBL2"
"EIF4B",5.8896136694608e-174,0.453205076605995,0.931,0.77,9.70726125000529e-170,"CD4+ Naive","EIF4B"
"ARSB",1.61073061036317e-173,0.513202111382171,0.603,0.368,2.65480619200058e-169,"CD4+ Naive","ARSB"
"REEP3",1.12680611557006e-171,0.648452575549483,0.541,0.324,1.85720183968257e-167,"CD4+ Naive","REEP3"
"PLCL2",9.39176652403014e-169,0.468843629725397,0.948,0.844,1.54795095849065e-164,"CD4+ Naive","PLCL2"
"CDC42BPA",1.54524287923592e-167,0.490687530136144,0.303,0.123,2.54686931355664e-163,"CD4+ Naive","CDC42BPA"
"DHX32",3.55774362818473e-164,0.42017746656072,0.304,0.13,5.86387304797408e-160,"CD4+ Naive","DHX32"
"ATM",2.34977926448867e-159,0.552816266368821,0.474,0.267,3.87290618373022e-155,"CD4+ Naive","ATM"
"PLEKHA1",3.58877039046476e-156,0.480470623236987,0.497,0.279,5.91501135756402e-152,"CD4+ Naive","PLEKHA1"
"CHIC2",8.52238297340058e-153,0.448045182292348,0.822,0.626,1.40465916167588e-148,"CD4+ Naive","CHIC2"
"PUM1",6.35555598112005e-151,0.483107073620452,0.747,0.568,1.04752273680821e-146,"CD4+ Naive","PUM1"
"MALT1",3.06886434834846e-150,0.512120185746985,0.654,0.435,5.05810221894794e-146,"CD4+ Naive","MALT1"
"CCDC18",8.39235430999443e-149,0.438036100731579,0.359,0.173,1.38322783737328e-144,"CD4+ Naive","CCDC18"
"SMCHD1",4.84773622708609e-148,0.394291155227617,0.955,0.837,7.99003884948329e-144,"CD4+ Naive","SMCHD1"
"GPHN",6.55928124862954e-148,0.516681125403435,0.64,0.413,1.08110073539912e-143,"CD4+ Naive","GPHN"
"UBN2",1.32963100611178e-147,0.511650849166325,0.46,0.263,2.19149782427344e-143,"CD4+ Naive","UBN2"
"SNRPG",3.65236959294886e-146,0.378885416974796,0.975,0.824,6.01983556309832e-142,"CD4+ Naive","SNRPG"
"DDHD2",1.46997652778106e-145,0.399437573042405,0.286,0.124,2.42281531308875e-141,"CD4+ Naive","DDHD2"
"SPATS2",7.74477190239054e-143,0.406500546236551,0.272,0.114,1.27649330495201e-138,"CD4+ Naive","SPATS2"
"YWHAH",1.63983879925857e-140,0.481688934922659,0.578,0.378,2.70278230893798e-136,"CD4+ Naive","YWHAH"
"CRLF3",3.55963582025518e-139,0.401839809814206,0.845,0.692,5.86699175894459e-135,"CD4+ Naive","CRLF3"
"STBD1",3.67456130019118e-139,0.349801809657812,0.327,0.156,6.0564119349751e-135,"CD4+ Naive","STBD1"
"ZEB1",5.83008160732778e-139,0.372817018152265,0.796,0.533,9.60914050519764e-135,"CD4+ Naive","ZEB1"
"FOXO1",1.80617458827125e-138,0.450769588160181,0.661,0.432,2.97693695638868e-134,"CD4+ Naive","FOXO1"
"CD6",1.78432445576018e-136,0.368470937948924,0.353,0.168,2.94092356798393e-132,"CD4+ Naive","CD6"
"DENND1B",5.74649285924448e-136,0.481375204604442,0.645,0.438,9.47136953060676e-132,"CD4+ Naive","DENND1B"
"TAF4B",8.33911551752592e-136,0.4157174732716,0.279,0.122,1.37445301959862e-131,"CD4+ Naive","TAF4B"
"FAM114A1",2.06284995977955e-135,0.371475596521129,0.257,0.109,3.39998930370865e-131,"CD4+ Naive","FAM114A1"
"PIK3R1",6.09668300849624e-135,0.402617553760551,0.723,0.531,1.00485529346035e-130,"CD4+ Naive","PIK3R1"
"FAN1",4.26083926822253e-134,0.403752698557835,0.35,0.174,7.02271528188437e-130,"CD4+ Naive","FAN1"
"MIB2",5.58332485751319e-134,0.413047877762852,0.452,0.257,9.20243603015324e-130,"CD4+ Naive","MIB2"
"TOP2B",9.16919109016852e-134,0.44395359070652,0.787,0.618,1.51126607548158e-129,"CD4+ Naive","TOP2B"
"EEF1B2",1.76505862845478e-133,0.369633404955119,0.991,0.86,2.90916963141917e-129,"CD4+ Naive","EEF1B2"
"SMARCE1",6.35810849235291e-133,0.43720348787672,0.67,0.48,1.04794344170961e-128,"CD4+ Naive","SMARCE1"
"PDCD4",9.83052128557686e-133,0.359845835501317,0.824,0.63,1.62026651828878e-128,"CD4+ Naive","PDCD4"
"EVL",1.48364275835322e-131,0.386283272288676,0.489,0.278,2.44533999431778e-127,"CD4+ Naive","EVL"
"B4GALT5",4.1720603742984e-131,0.427041562999478,0.675,0.47,6.87638990891862e-127,"CD4+ Naive","B4GALT5"
"SNRPD2",1.07585814190168e-130,0.383406483209406,0.955,0.809,1.77322938948234e-126,"CD4+ Naive","SNRPD2"
"PEBP1",1.30526857313454e-127,0.413990421459088,0.657,0.465,2.15134366224035e-123,"CD4+ Naive","PEBP1"
"PFDN5",7.82992566666958e-127,0.355147938391369,0.953,0.834,1.29052834838048e-122,"CD4+ Naive","PFDN5"
"NNT",1.03620814764893e-126,0.458068473310796,0.516,0.332,1.70787826895496e-122,"CD4+ Naive","NNT"
"CDKN1B",1.03930270010878e-126,0.41037526553008,0.493,0.3,1.71297871031929e-122,"CD4+ Naive","CDKN1B"
"ZBTB20",2.26592562021207e-126,0.429199782765167,0.704,0.49,3.73469860723353e-122,"CD4+ Naive","ZBTB20"
"FKBP5",1.79164644404834e-124,0.448279058936807,0.662,0.452,2.95299166908048e-120,"CD4+ Naive","FKBP5"
"KIAA1109",5.2410792604353e-123,0.426007210852805,0.777,0.617,8.63834683704947e-119,"CD4+ Naive","KIAA1109"
"ZC3HAV1",6.56650293001443e-123,0.41973683297034,0.722,0.534,1.08229101292498e-118,"CD4+ Naive","ZC3HAV1"
"STRADA",4.57105264438349e-122,0.39636016018481,0.447,0.263,7.53400896847287e-118,"CD4+ Naive","STRADA"
"AMD1",2.51635420079456e-121,0.348430609477192,0.307,0.151,4.14745499374959e-117,"CD4+ Naive","AMD1"
"ETS1",3.19437835524795e-119,0.353332706154758,0.992,0.693,5.26497440511966e-115,"CD4+ Naive","ETS1"
"RASA3",1.31495037016778e-118,0.362583866627909,0.896,0.716,2.16730120011054e-114,"CD4+ Naive","RASA3"
"KIAA0930",3.30252848647735e-118,0.423332063568958,0.592,0.415,5.44322745141196e-114,"CD4+ Naive","KIAA0930"
"EIF3G",6.11767782516042e-118,0.39708073911981,0.852,0.686,1.00831565914294e-113,"CD4+ Naive","EIF3G"
"ATXN10",7.58298285137854e-118,0.435340151380583,0.437,0.262,1.24982723356421e-113,"CD4+ Naive","ATXN10"
"STK38",4.51948800199245e-117,0.357964967123881,0.883,0.751,7.44902012488396e-113,"CD4+ Naive","STK38"
"TNRC6C",9.71156742788351e-117,0.370940293345707,0.8,0.623,1.60066054346376e-112,"CD4+ Naive","TNRC6C"
"SRSF10",2.37911058269819e-116,0.386691347688138,0.709,0.534,3.92125006240315e-112,"CD4+ Naive","SRSF10"
"CYFIP2",2.92564446953474e-116,0.337358777831201,0.791,0.553,4.82204721468716e-112,"CD4+ Naive","CYFIP2"
"STAT1",1.35599124979491e-115,0.44798057866392,0.684,0.508,2.23494477791196e-111,"CD4+ Naive","STAT1"
"ICAM2",1.67543193840091e-115,0.383455530615777,0.575,0.368,2.76144692087238e-111,"CD4+ Naive","ICAM2"
"MRTFA",1.68841141047262e-115,0.469945722975451,0.6,0.413,2.78283968674097e-111,"CD4+ Naive","MRTFA"
"RNF157",2.33019705558014e-115,0.395873049822543,0.448,0.254,3.84063078700719e-111,"CD4+ Naive","RNF157"
"URI1",2.41722662643507e-113,0.425896111734781,0.628,0.448,3.98407292569028e-109,"CD4+ Naive","URI1"
"PHC3",1.18417507264898e-111,0.39669289464682,0.687,0.501,1.95175735474005e-107,"CD4+ Naive","PHC3"
"CALM1",1.37584834936998e-111,0.296911568757786,0.989,0.91,2.2676732494316e-107,"CD4+ Naive","CALM1"
"CEBPZ",1.5327450161654e-111,0.434836567073847,0.574,0.403,2.5262703356438e-107,"CD4+ Naive","CEBPZ"
"TLK1",9.00979297514223e-111,0.349091942851548,0.872,0.725,1.48499407816294e-106,"CD4+ Naive","TLK1"
"GRAMD2B",1.49097187529442e-110,0.354805239622717,0.589,0.368,2.45741984486027e-106,"CD4+ Naive","GRAMD2B"
"NUCKS1",5.68316533930978e-109,0.341299785048381,0.82,0.643,9.36699311225037e-105,"CD4+ Naive","NUCKS1"
"USP12",3.71599673738825e-108,0.411035303050523,0.553,0.375,6.12470582256331e-104,"CD4+ Naive","USP12"
"OGA",3.65170590054221e-107,0.350082845534104,0.805,0.65,6.01874166527368e-103,"CD4+ Naive","OGA"
"RFC1",1.29905674510876e-106,0.399014650318752,0.574,0.392,2.14110532728826e-102,"CD4+ Naive","RFC1"
"ZNF827",1.80215010057201e-106,0.353474159890324,0.31,0.154,2.97030379576278e-102,"CD4+ Naive","ZNF827"
"EEF1A1",2.27738923580818e-106,0.299320777552166,0.998,0.879,3.75359293845904e-102,"CD4+ Naive","EEF1A1"
"TNRC6A",9.05796604679635e-106,0.378531613580873,0.738,0.573,1.49293396383297e-101,"CD4+ Naive","TNRC6A"
"FBXW7",1.91112802277059e-105,0.367091301055988,0.848,0.706,3.14992120713049e-101,"CD4+ Naive","FBXW7"
"TMEM71",7.83511740183246e-105,0.347283721210366,0.468,0.287,1.29138405017003e-100,"CD4+ Naive","TMEM71"
"MATR3",4.93980924386823e-104,0.350495941532206,0.887,0.756,8.14179359574361e-100,"CD4+ Naive","MATR3"
"CHD7",6.94636715469307e-104,0.316198094998032,0.621,0.421,1.14490023443651e-99,"CD4+ Naive","CHD7"
"METTL8",8.83873481290174e-104,0.415705907512106,0.514,0.332,1.45680027186247e-99,"CD4+ Naive","METTL8"
"ANAPC11",2.10221086195471e-103,0.369646796804276,0.695,0.522,3.46486394267376e-99,"CD4+ Naive","ANAPC11"
"SLC44A2",3.81858240042697e-103,0.346066103415883,0.473,0.291,6.29378751238373e-99,"CD4+ Naive","SLC44A2"
"N4BP2",7.12170060259473e-103,0.333430636971992,0.758,0.566,1.17379869331966e-98,"CD4+ Naive","N4BP2"
"GIMAP8",7.36047136737938e-103,0.318986405195388,0.579,0.384,1.21315289077147e-98,"CD4+ Naive","GIMAP8"
"SLC12A2",1.64346671078147e-100,0.350012474041046,0.437,0.262,2.70876183271003e-96,"CD4+ Naive","SLC12A2"
"TTC39C",2.49418615492959e-100,0.383161356715897,0.424,0.261,4.11091762055494e-96,"CD4+ Naive","TTC39C"
"PKP4",1.20184670421044e-98,0.372853768871206,0.306,0.157,1.98088373787965e-94,"CD4+ Naive","PKP4"
"PCDHGC3",2.40910888926092e-98,0.44452534535554,0.34,0.187,3.97069327127985e-94,"CD4+ Naive","PCDHGC3"
"ACBD5",3.16734781110852e-98,0.393403595948759,0.477,0.309,5.22042266226906e-94,"CD4+ Naive","ACBD5"
"TAPBPL",4.5305332281837e-98,0.298742353844494,0.32,0.17,7.46722486669237e-94,"CD4+ Naive","TAPBPL"
"FAM78A",5.80208428985186e-98,0.298207074045784,0.258,0.126,9.56299532653383e-94,"CD4+ Naive","FAM78A"
"LY6E",8.47747214974412e-98,0.268440116749023,0.859,0.581,1.39725695972083e-93,"CD4+ Naive","LY6E"
"ELF2",9.20646951258437e-98,0.374848617107806,0.753,0.6,1.51741030506416e-93,"CD4+ Naive","ELF2"
"TRA2B",4.54440128803555e-97,0.364168522773905,0.82,0.683,7.4900822029402e-93,"CD4+ Naive","TRA2B"
"PRDX4",5.2423924190517e-97,0.356510471683192,0.523,0.329,8.64051118508102e-93,"CD4+ Naive","PRDX4"
"ITGA6",1.18869963415842e-96,0.329661551838752,0.286,0.146,1.95921473701991e-92,"CD4+ Naive","ITGA6"
"YARS1",3.63320902966545e-96,0.407084893886121,0.471,0.299,5.9882551226946e-92,"CD4+ Naive","YARS1"
"SFMBT2",1.87146278811445e-95,0.376290536859257,0.477,0.289,3.08454496737024e-91,"CD4+ Naive","SFMBT2"
"APBB1IP",9.54872454367711e-95,0.381615367373843,0.865,0.735,1.57382077928886e-90,"CD4+ Naive","APBB1IP"
