"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MYCBP2",0,-1.92267650736403,0.067,0.724,0
"ENSCAFG00000018784",0,-1.5401847064771,0.577,0.935,0
"RPL19",0,-1.29748392373495,0.864,0.957,0
"RPL23",0,-2.23777513421498,0.47,0.945,0
"GALK1",0,-2.04576213368051,0.388,0.975,0
"ITGA2B",0,4.92419641089965,0.963,0.037,0
"SUMO2",0,-1.89174998732669,0.086,0.799,0
"DDX5",0,-2.20582174859184,0.205,0.952,0
"ENSCAFG00000032728",0,-1.61710282183054,0.025,0.584,0
"EIF1",0,2.21193348399006,0.998,0.984,0
"RPL35",0,-1.11483241841115,0.632,0.919,0
"RPL12",0,-1.16232014478482,0.781,0.922,0
"ACTG1",0,3.36499194803923,0.991,0.883,0
"C9H17orf64",0,1.55537067198667,0.665,0.283,0
"PTGS1",0,3.10753182279898,0.523,0.013,0
"NME2",0,-1.26822643832931,0.183,0.79,0
"RPL7A",0,-2.3430678595567,0.348,0.929,0
"JMJD6",0,3.47103773440484,0.643,0.039,0
"CCL14",0,4.40454790905938,0.772,0.025,0
"PECAM1",0,2.86952844418154,0.505,0.126,0
"GNG11",0,5.55245379754458,0.999,0.132,0
"IGF2BP3",0,3.92669442896281,0.681,0.016,0
"ENSCAFG00000014478",0,-2.88081984669946,0.057,0.609,0
"TBXAS1",0,4.09463786733087,0.85,0.175,0
"VDAC3",0,2.93932048427142,0.71,0.327,0
"ENSCAFG00000006102",0,-1.06287535356295,0.647,0.93,0
"RPS15",0,-1.42009722970828,0.362,0.903,0
"CIRBP",0,-1.64585394882568,0.03,0.57,0
"ENSCAFG00000047673",0,-1.71935879247195,0.076,0.753,0
"RPL32",0,-1.85489760217339,0.757,0.946,0
"CNBP",0,-2.30202256178273,0.071,0.864,0
"ENSCAFG00000043193",0,-2.08956252751274,0.083,0.765,0
"RPS28",0,-1.50906590095553,0.785,0.965,0
"MARCHF2",0,3.70600903342625,0.738,0.077,0
"HNRNPM",0,-1.5745547579676,0.035,0.603,0
"F2RL3",0,3.97697125713165,0.642,0.022,0
"TPM4",0,4.93209242320418,0.97,0.211,0
"TKT",0,1.90458895804264,0.77,0.57,0
"EIF3G",0,-2.00651038070538,0.045,0.731,0
"ENSCAFG00000006485",0,-2.78015508510073,0.033,0.571,0
"CORO1B",0,-1.98130844556664,0.11,0.683,0
"FAU",0,-1.33678681004311,0.842,0.991,0
"EIF3M",0,-1.69809812346693,0.029,0.586,0
"FTH1.1",0,1.86759386029963,0.999,0.981,0
"SEC61G",0,-1.24086254250709,0.11,0.695,0
"ENSCAFG00000045013",0,-2.08319046857557,0.083,0.756,0
"LSP1",0,-2.34775979950217,0.049,0.781,0
"TRMT112",0,-1.52356702484279,0.051,0.626,0
"FERMT3",0,2.76128410717682,0.665,0.35,0
"RTN3",0,2.89379724215742,0.837,0.48,0
"KMT2E",0,-1.46839112073306,0.097,0.745,0
"PRKAR2B",0,3.65557808835166,0.673,0.099,0
"PTPN12",0,3.04687235590935,0.533,0.059,0
"ENSCAFG00000047391",0,-1.24678067055143,0.119,0.702,0
"DBI",0,-1.60945862740066,0.083,0.656,0
"SSR3",0,-1.58044696534002,0.073,0.673,0
"RPL15",0,-1.54325102055621,0.483,0.91,0
"RPSA",0,-1.91968545438682,0.551,0.917,0
"RPL14",0,-1.80113944285412,0.474,0.92,0
"NCL",0,-1.99975070482275,0.068,0.758,0
"PTMA",0,-2.92190977762018,0.177,0.953,0
"RPL21",0,-1.17113421052768,0.757,0.944,0
"NUCB2",0,-1.9067241931054,0.028,0.596,0
"SVIP",0,3.52800173580846,0.6,0.038,0
"ENSCAFG00000030286",0,3.53616248403267,0.94,0.194,0
"SMOX",0,3.46261905695621,0.528,0.011,0
"ADA",0,3.46677617362863,0.642,0.129,0
"MYL9",0,4.59036355610344,0.897,0.05,0
"TUBB1",0,5.38963035113193,0.991,0.047,0
"PSMA7",0,-1.66038757445266,0.09,0.755,0
"RGS19",0,-2.0821754739588,0.03,0.59,0
"TUBA1B",0,3.97312269523357,0.908,0.566,0
"ANO6",0,2.93272478795489,0.518,0.128,0
"ENSCAFG00000030359",0,-1.65809557387298,0.037,0.63,0
"METTL7A",0,4.53818472257676,0.915,0.191,0
"ENSCAFG00000031588",0,-1.70481506511167,0.054,0.652,0
"MED10",0,2.81149786244518,0.563,0.184,0
"RPL7",0,-1.37180020653168,0.548,0.916,0
"GSTO1",0,-1.64048821951948,0.021,0.566,0
"THBS1",0,3.90647840186401,0.753,0.056,0
"TMOD2",0,2.92127003157418,0.645,0.391,0
"ENSCAFG00000043616",0,-1.48142622981261,0.085,0.72,0
"SERF2",0,1.94892422450156,0.978,0.971,0
"CSNK1G1",0,-1.3006660905871,0.13,0.733,0
"PIF1",0,4.1398500551732,0.789,0.029,0
"B2M",0,0.988768102008666,1,0.992,0
"RPL4",0,-1.72102320761092,0.063,0.689,0
"ENSCAFG00000010572",0,-1.70956452072248,0.032,0.6,0
"GAS2L1",0,4.01070508478092,0.77,0.067,0
"YWHAH",0,4.35743992378445,0.936,0.377,0
"DAPP1",0,3.20938568405762,0.556,0.087,0
"HNRNPD",0,-1.32287125578873,0.075,0.652,0
"RPL34",0,-1.09551713451786,0.651,0.93,0
"HPSE",0,3.26615089125529,0.569,0.067,0
"ATG3",0,2.63657661406339,0.812,0.48,0
"RPL24",0,-1.28771297822402,0.746,0.938,0
"RPL35A",0,-1.82953087070346,0.669,0.93,0
"PAK2",0,-1.61801780266722,0.04,0.59,0
"EEF1B2",0,-1.95578469212728,0.258,0.886,0
"ENSCAFG00000015217",0,3.81565710089261,0.803,0.229,0
"ITGA6",0,3.94503637846939,0.722,0.05,0
"SERPINB1",0,-2.53927904943104,0.04,0.649,0
"PRPF4B",0,-1.72359949294309,0.033,0.591,0
"RGS18",0,4.5925912719945,0.938,0.169,0
"NUCKS1",0,-1.81201644085248,0.037,0.65,0
"ENSCAFG00000025115",0,-2.02283153393876,0.035,0.663,0
"MNDA",0,-1.95438775247235,0.048,0.701,0
"MT-ND1",0,-2.87296100163177,0.109,0.876,0
"MT-ND2",0,-2.48506501424648,0.094,0.84,0
"MT-CO2",0,-1.54171821753638,0.823,0.934,0
"MT-ND3",0,-1.8415351493135,0.156,0.802,0
"MT-ND4",0,-1.61105392423625,0.571,0.908,0
"MT-CYB",0,-2.62280367092121,0.199,0.879,0
"ENSCAFG00000032392",0,-1.3888235381174,0.153,0.738,0
"SUB1",1.78612137611216e-307,2.40273678790954,0.713,0.537,2.56629919319795e-303
"LGALS1",6.20701646325042e-307,1.63689196782963,0.836,0.674,8.9182412543982e-303
"ERH",3.23810029774208e-306,-1.46537095955848,0.028,0.553,4.65250250779582e-302
"ADD3",1.31335918606171e-305,-1.64881390917413,0.018,0.535,1.88703447853346e-301
"EIF3E",1.47625935744411e-305,-1.53572759050975,0.03,0.556,2.1210894447757e-301
"CD3E",5.4780669797749e-305,-2.50919600054977,0.035,0.556,7.87088663654058e-301
"ANKRD12",4.07608200734774e-302,-1.26068491166433,0.112,0.684,5.85651462815724e-298
"TXNDC17",7.24161165131819e-302,-1.36671243969153,0.066,0.611,1.0404747620614e-297
"COQ10B",8.26624708501404e-299,-1.25188175350286,0.15,0.723,1.18769438117482e-294
"CHCHD2",1.35531636503745e-297,-1.05939794360932,0.152,0.746,1.9473185532858e-293
"SP100",4.13531541798153e-297,-1.54414250847838,0.034,0.551,5.94162119255587e-293
"GADD45A",2.89150873886788e-295,2.33277557628036,0.636,0.311,4.15451975600536e-291
"ENSCAFG00000006821",1.00004749681319e-292,-1.36236587007912,0.071,0.609,1.43686824342119e-288
"CFL1",1.8709944487131e-292,1.31630667991626,0.876,0.938,2.68824482391098e-288
"CD3D",1.89517450900136e-290,-2.06918878730654,0.031,0.537,2.72298673453315e-286
"ENSCAFG00000014648",3.89909392294967e-289,-1.36195414457278,0.041,0.557,5.60221814849408e-285
"ENSCAFG00000015122",8.29224617379081e-289,-0.923098151005434,0.675,0.93,1.19142993025026e-284
"BIN2",9.08823355196462e-289,2.30018750390184,0.654,0.424,1.30579739674628e-284
"RTF1",2.63158579901066e-288,-1.52216228720061,0.021,0.524,3.78106247601852e-284
"SNRPD2",2.10644228626968e-287,-1.09564704509214,0.252,0.841,3.02653627691228e-283
"ENSCAFG00000013366",5.80244978048331e-287,-1.18655894436416,0.081,0.623,8.33695984459843e-283
"ENSCAFG00000044475",7.93545804961937e-287,-1.17996950391679,0.075,0.614,1.14016661256931e-282
"CAPG",2.34620472431327e-285,-1.80156319631179,0.172,0.701,3.3710269478933e-281
"IKZF1",6.60821456548478e-285,-1.56141566100249,0.025,0.526,9.49468268768853e-281
"CD74",7.38404438210772e-285,-2.08164333280533,0.035,0.537,1.06093949682124e-280
"DNAJC19",9.0934507762749e-285,-1.45417762606955,0.025,0.525,1.30654700753518e-280
"ARPC2",2.90189283088927e-283,-1.26243166200502,0.189,0.772,4.16943961942171e-279
"RPL22L1",4.11294381904115e-283,-1.5771799923707,0.025,0.523,5.90947767919832e-279
"SEMA4D",1.35143816847909e-282,-1.6623100707636,0.02,0.517,1.94174636047075e-278
"RPS11",3.78166301671581e-282,-1.0825184492879,0.896,0.931,5.43349342241727e-278
"SSR2",6.57716406065407e-282,-1.17807046155343,0.087,0.631,9.45006932234777e-278
"EIF3H",1.92516716131254e-281,-1.35294737958066,0.035,0.542,2.76608017737386e-277
"RPL26",2.57469507973264e-281,-1.28824302167549,0.15,0.708,3.69932189055986e-277
"ROMO1.1",2.91932510965557e-281,-1.29648094424525,0.053,0.572,4.19448631755312e-277
"EDF1",4.02209277977603e-280,-1.11320442317051,0.081,0.617,5.7789429059822e-276
"PTGR1",1.18722698197439e-279,2.6285348529798,0.686,0.469,1.7058077277008e-275
"TRA2B",1.66925603390969e-279,-1.26810202711992,0.063,0.584,2.39838706952144e-275
"SF3B1",8.31946410807301e-279,-1.14058616835756,0.085,0.624,1.19534060304793e-274
"RPL27",2.2992098408832e-278,-0.94051371522637,0.658,0.936,3.30350469938098e-274
"ENSCAFG00000006580",4.06912564334083e-278,-1.34195511528437,0.044,0.552,5.84651972435211e-274
"SEM1",7.1803718197345e-278,-1.11590802417665,0.068,0.594,1.03167582305945e-273
"CHCHD10",1.08502233440374e-277,2.53390393914082,0.585,0.324,1.55896009007129e-273
"LSM6",2.58217717204058e-277,-1.23903631939212,0.049,0.559,3.7100721607879e-273
"CSTB",9.04650820355897e-277,-2.28395483301194,0.077,0.588,1.29980229868735e-272
"PNN",1.1494213571339e-276,-1.54909037730463,0.021,0.511,1.65148860592998e-272
"APBB1IP",2.53525166547803e-275,-1.52312980589443,0.021,0.508,3.64264959295883e-271
"PABPC1",6.11578329941531e-275,-1.19707340515245,0.087,0.62,8.78715744459991e-271
"ENSCAFG00000002215",9.98049539983744e-275,-1.13773837321326,0.269,0.832,1.43399757904864e-270
"PSME2",3.5200176003623e-273,-1.48723085634484,0.029,0.519,5.05756128820056e-269
"SH3BGRL3",1.39741239938616e-272,-1.24595488649866,0.397,0.925,2.00780213543804e-268
"NIFK",6.86062826698344e-272,-1.35683670968237,0.024,0.512,9.8573506940018e-268
"RWDD1",2.03103306674485e-271,-1.28692162356424,0.042,0.542,2.918188310299e-267
"EMB",2.91065070646654e-270,-2.3553741680123,0.069,0.568,4.18202293505112e-266
"CD37",8.85226131575648e-270,-1.31861232574924,0.095,0.622,1.27189290584789e-265
"PPIG",7.00271630745603e-269,-1.54461002412611,0.032,0.517,1.00615027905528e-264
"NDUFB10",9.50123173755124e-269,-1.35483303802787,0.027,0.511,1.36513697605136e-264
"STK17B",1.46288672969087e-268,-1.786785974234,0.028,0.511,2.10187565321984e-264
"ATRX",2.43294561786417e-268,-1.54356222827011,0.036,0.527,3.49565626374724e-264
"PLAC8",5.46409023485363e-268,-2.04866543090114,0.039,0.523,7.8508048494377e-264
"TRAF3IP3",7.72586989864381e-268,-1.43529310186242,0.02,0.502,1.11005298703714e-263
"CAT",1.14482715537426e-267,2.21034940544326,0.642,0.398,1.64488765684173e-263
"BPTF",1.18915337745693e-267,-1.46770244754855,0.031,0.518,1.70857557273011e-263
"SCAF11",3.6920052079532e-267,-1.33517447707761,0.042,0.537,5.30467308278716e-263
"HMGB1",5.57261692243453e-267,-0.879701754838782,0.288,0.892,8.00673599415394e-263
"ARID4B",1.15514078273695e-266,-1.50686344403986,0.04,0.53,1.65970627663645e-262
"CD79A",1.57425973379337e-266,-1.00283863319053,0.938,0.932,2.26189638551431e-262
"ENSCAFG00000047363",2.58253358470481e-266,-1.14460107744142,0.074,0.589,3.71058425450387e-262
"PSMB1",4.1193378502819e-266,-0.953779650157337,0.118,0.661,5.91866462328503e-262
"CD48",1.36043137121685e-264,-1.33466260889666,0.076,0.589,1.95466779416438e-260
"NOP10",4.21571664787557e-264,-1.38669833608041,0.023,0.501,6.05714167966762e-260
"EIF2S3",1.81344096638238e-263,-1.34064127702503,0.028,0.509,2.60555198049821e-259
"ST13",5.50515207265552e-262,-1.33100813530394,0.032,0.513,7.90980249799145e-258
"SAMD9L",5.3900770113501e-261,-1.75091056303426,0.03,0.508,7.74446264990783e-257
"ENSCAFG00000004703",2.05629451520639e-259,-0.991686049425179,0.104,0.634,2.95448395944853e-255
"UQCRB",1.05581578340581e-257,-1.11009974455052,0.052,0.546,1.51699611759747e-253
"EIF3D",5.0551649699297e-256,-1.18187330526708,0.057,0.549,7.26326102879499e-252
"HNRNPA3",6.04185272532151e-256,-1.37977779846641,0.032,0.505,8.68093399574194e-252
"RBX1",1.06847075852763e-253,-1.09320108919654,0.066,0.562,1.5351787858525e-249
"PFDN5",1.92441561432127e-253,-0.917003812556042,0.259,0.845,2.7650003546568e-249
"RPL27A",1.92803459462562e-253,-1.085646069391,0.306,0.838,2.77020010555809e-249
"NCOR1",8.88109423805337e-253,-1.08392178048956,0.097,0.611,1.27603562012351e-248
"MRPL20",2.08545056704244e-252,-1.13684782586234,0.046,0.526,2.99637537472658e-248
"AKAP13",1.91589881239147e-249,-1.41924939389927,0.053,0.532,2.75276341364406e-245
"CYSTM1",2.54264526350605e-247,2.0568474980108,0.515,0.234,3.65327271460549e-243
"COX17",3.20712823202486e-247,-1.35279254140858,0.062,0.55,4.60800184377332e-243
"UQCRQ",7.93090976116672e-246,-1.14688244426789,0.049,0.523,1.13951311448443e-241
"OGA",3.06040128182329e-245,-1.15260062606035,0.047,0.518,4.39718456172371e-241
"RGS10",6.06710000294207e-245,2.12746574158847,0.592,0.348,8.71720928422716e-241
"MTPN",2.82281603295779e-242,2.36541689034412,0.533,0.28,4.05582207615375e-238
"CYBA",2.28342824203849e-241,-1.51265071382651,0.217,0.713,3.2808296981609e-237
"ENSCAFG00000028908",6.61213641087009e-241,-1.132995540979,0.045,0.512,9.50031759513814e-237
"MGST3",2.1794090682042e-240,2.52239208312916,0.61,0.411,3.1313749491958e-236
"ENSCAFG00000005978",2.58461572236382e-240,-1.03563612540948,0.072,0.558,3.71357586989234e-236
"TMEM147",5.03093067975841e-238,-1.05539298780828,0.06,0.535,7.22844120067688e-234
"NDUFA12",1.2087347092599e-237,-1.13786781500003,0.042,0.503,1.73671003026462e-233
"RPS7",1.43262166476534e-236,-0.795429099333417,0.93,0.959,2.05839080793485e-232
"NANS",2.63207236713832e-236,-1.00962284121886,0.09,0.58,3.78176157710434e-232
"ARHGDIA",2.33927695481013e-235,-1.0018991566825,0.074,0.556,3.36107312867119e-231
"SF3B2",4.61491372536541e-235,-1.10991195019725,0.047,0.512,6.63070804060502e-231
"COX5A",6.69553795936461e-235,-0.922165718249302,0.102,0.6,9.62014894001507e-231
"LAMTOR2",1.40108871673242e-231,-1.21416978759274,0.056,0.516,2.01308426820114e-227
"ENSCAFG00000043646",1.63870475768926e-231,-1.16315074685174,0.05,0.508,2.35449099584792e-227
"ATF7IP",3.03021163023751e-231,-1.25378657243766,0.052,0.507,4.35380807032525e-227
"DYNC1H1",1.11338662093638e-230,-1.16743345084631,0.047,0.502,1.59971389696138e-226
"SEC61B",3.29971188294558e-230,-1.17063161497276,0.066,0.532,4.7410260334162e-226
"ENSCAFG00000046600",6.61274144156589e-230,-1.44239537299038,0.047,0.501,9.50118690324188e-226
"RPLP0",7.70293660286019e-230,-0.832164516575958,0.65,0.91,1.10675793109895e-225
"SNX3",1.09090812375296e-227,-1.27614856812114,0.165,0.656,1.56741679220825e-223
"MT-ND5",5.26880497827349e-227,-0.89858292581483,0.131,0.638,7.57021899278335e-223
"C20H19orf53",6.9781678602387e-227,-1.07486135772724,0.052,0.506,1.0026231581591e-222
"NDUFB2",3.33330588192413e-225,-0.818638580894454,0.139,0.656,4.78929389114859e-221
"TMBIM6",4.491805326569e-225,1.59820662021948,0.774,0.816,6.45382589321434e-221
"NDUFA8",6.14993108478991e-225,2.26496639505548,0.566,0.339,8.83622098262614e-221
"ENSCAFG00000009692",1.43130424579328e-222,-1.01891580057363,0.051,0.5,2.05649794035579e-218
"ENSCAFG00000030220",2.30229735387066e-222,-1.00770680871875,0.059,0.514,3.30794083804136e-218
"ENSCAFG00000014991",4.88117985535029e-222,2.53983227884219,0.512,0.273,7.0132792161673e-218
"ENSCAFG00000046992",1.71093829230078e-221,-0.850548125572892,0.824,0.934,2.45827613837776e-217
"ENSCAFG00000049156",1.73105343750083e-221,-0.88681374726114,0.074,0.541,2.48717757900119e-217
"YBX3",3.10327240790092e-220,2.13797349007466,0.51,0.265,4.45878179567204e-216
"PFN1",1.0301007390479e-219,1.18883010563181,0.85,0.931,1.48004874186403e-215
"ENSCAFG00000049108",4.97198684107683e-219,-0.743118363970473,0.155,0.678,7.14375069325919e-215
"EPB41",5.17445835561343e-219,-0.808801211374024,0.14,0.642,7.43466176534538e-215
"STK4",8.51531576493694e-214,-0.940499729913849,0.093,0.561,1.22348056910614e-209
"MT-ATP6",6.34399159138291e-213,-0.92360106806102,0.917,0.934,9.11504711849896e-209
"PABPN1",1.15537782550891e-212,-0.873116429413413,0.069,0.522,1.6600468596912e-208
"EIF3F",1.77171171538338e-212,-0.803729723831241,0.216,0.747,2.54559539266283e-208
"HMGB2",4.38321868587965e-210,-1.02566477491296,0.212,0.732,6.29780860787188e-206
"CLTA",3.00865751703758e-209,-1.01083016143737,0.177,0.676,4.32283912047959e-205
"CD63",5.07175161867386e-206,1.78501720617447,0.706,0.651,7.28709272571061e-202
"ENSCAFG00000000061",8.76373188224855e-206,-0.993329631661497,0.064,0.502,1.25917299684147e-201
"TAX1BP1",2.02422462469361e-205,-0.626533503343454,0.167,0.672,2.90840594075978e-201
"RALBP1",3.57296693877953e-205,2.15376062471932,0.667,0.567,5.13363889763843e-201
"HNRNPK",3.9435467532591e-205,-0.695227769840993,0.239,0.782,5.66608797508268e-201
"PPP1R12A",6.99562199258521e-202,-0.869904791783169,0.092,0.544,1.00513096789464e-197
"RPS25",6.3884191913025e-201,-0.66190817821246,0.86,0.95,9.17888069406343e-197
"ENSCAFG00000043730",9.04819666110834e-201,-0.8231422151725,0.271,0.8,1.30004489626805e-196
"ATP5F1B",2.00993594027439e-199,-0.81590376541908,0.1,0.557,2.88787595898625e-195
"CSK",5.13889945198977e-196,-0.94879803399343,0.077,0.505,7.38357073261891e-192
"NDUFB7",1.01653920045636e-192,-0.733884336241963,0.094,0.537,1.4605635232157e-188
"SKP1",2.598803265932e-192,-0.775917339374963,0.086,0.525,3.7339605324911e-188
"USP21",7.16746921123255e-191,-0.626268330102122,0.163,0.652,1.02982197626989e-186
"RBM39",2.19990030071462e-190,-0.55630134002855,0.131,0.601,3.16081675206677e-186
"NDFIP1",8.50560770900069e-189,-0.684230565020073,0.118,0.575,1.22208571562922e-184
"DHRS7",1.00582940226601e-187,-1.21360273130066,0.145,0.603,1.44517568517581e-183
"PSIP1",6.44121409175385e-187,-0.790331596415164,0.155,0.62,9.25473640703193e-183
"GNAI2",1.14481215034531e-181,-0.893251025018351,0.145,0.595,1.64486609761614e-177
"RAB11A",4.6084783824479e-181,2.14454982046228,0.544,0.354,6.62146173990114e-177
"RPS17",1.89168574502623e-179,-0.657782357283932,0.828,0.932,2.71797407845368e-175
"ENSCAFG00000019472",2.61189106216501e-179,-0.883739872846462,0.092,0.508,3.75276507811869e-175
"GNAS",1.18030530570071e-178,1.24372190425089,0.766,0.832,1.69586266323079e-174
