"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GZMK1",1.92096444511233e-272,1.61904311788933,0.628,0.115,3.16613359843414e-268,"DN T cell","GZMK"
"PLCL11",1.89720596639551e-210,2.17160901176814,0.865,0.315,3.12697487381308e-206,"DN T cell","PLCL1"
"BICDL1",8.740639899465e-194,1.40963544670157,0.535,0.117,1.44063226822982e-189,"DN T cell","BICDL1"
"SLF1",8.74418382989026e-166,1.20457481872315,0.461,0.1,1.44121637884251e-161,"DN T cell","SLF1"
"SESN31",2.81423353291173e-149,1.62886582146774,0.71,0.288,4.63841970894512e-145,"DN T cell","SESN3"
"PRKCE",8.32700396987341e-143,1.27076620836509,0.97,0.701,1.37245679431454e-138,"DN T cell","PRKCE"
"CTSW1",5.06978381683987e-132,0.912835157491823,0.533,0.143,8.35601768691547e-128,"DN T cell","CTSW"
"ADIRF1",5.84341709279696e-125,1.37335731893904,0.511,0.145,9.63112005234795e-121,"DN T cell","ADIRF"
"TCF71",4.6266549037129e-118,1.07586724694259,0.71,0.284,7.6256526122996e-114,"DN T cell","TCF7"
"LEF11",2.31754316746053e-117,0.927876817257137,0.956,0.414,3.81977464860844e-113,"DN T cell","LEF1"
"AFF31",1.39285828741909e-110,1.12227395698344,0.972,0.653,2.29570902932414e-106,"DN T cell","AFF3"
"MLLT32",2.00685143706112e-107,1.18676330210968,0.853,0.429,3.30769253856414e-103,"DN T cell","MLLT3"
"BACH21",1.34585195973655e-104,0.703770272105943,0.944,0.507,2.21823320003779e-100,"DN T cell","BACH2"
"IKZF32",1.05844039051215e-101,1.13621824232047,0.779,0.376,1.74452145164213e-97,"DN T cell","IKZF3"
"KIAA1549",1.16862186859041e-101,0.931212535377037,0.35,0.085,1.92612256381071e-97,"DN T cell","KIAA1549"
"NAA161",1.85421024231772e-101,0.991856168590211,0.879,0.565,3.05610932138806e-97,"DN T cell","NAA16"
"CAMK2D2",1.88363426355852e-100,1.14575063726678,0.897,0.603,3.10460599319715e-96,"DN T cell","CAMK2D"
"ERRFI1",7.16336466080162e-97,0.879955225446911,0.427,0.127,1.18066576339332e-92,"DN T cell","ERRFI1"
"SCML42",2.20314784868811e-95,1.05553467106803,0.901,0.511,3.63122828420774e-91,"DN T cell","SCML4"
"FOXP11",3.24263850500362e-94,1.03050273085567,0.948,0.72,5.34451678394696e-90,"DN T cell","FOXP1"
"ID31",1.81589526071089e-91,0.69423831220444,0.352,0.088,2.99295856870369e-87,"DN T cell","ID3"
"SNX91",3.51088301357211e-90,1.06995995483344,0.559,0.22,5.78663738296955e-86,"DN T cell","SNX9"
"PLAC81",9.87960741314667e-88,0.880045794813594,0.946,0.596,1.62835689383483e-83,"DN T cell","PLAC8"
"RGS102",3.15355463694629e-83,0.928842896317835,0.696,0.317,5.19768875261488e-79,"DN T cell","RGS10"
"BEND71",1.16423636064247e-81,0.800742354332247,0.469,0.16,1.91889436961092e-77,"DN T cell","BEND7"
"KLF123",4.97098168854669e-81,0.979061342177933,0.944,0.683,8.19317201906265e-77,"DN T cell","KLF12"
"ICA1",1.25816829830058e-79,0.751491345420736,0.266,0.06,2.07371298925901e-75,"DN T cell","ICA1"
"KCNQ51",2.80767357078896e-77,1.12187073881031,0.845,0.487,4.62760757937436e-73,"DN T cell","KCNQ5"
"TMEM1562",2.43696110820654e-76,1.01799039534016,0.74,0.419,4.01659929854602e-72,"DN T cell","TMEM156"
"CERS61",2.66103413362481e-74,0.998988116581951,0.557,0.238,4.38591645904041e-70,"DN T cell","CERS6"
"CCR71",1.39584663765051e-73,0.907700429292275,0.592,0.249,2.30063442817557e-69,"DN T cell","CCR7"
"BCL11B1",3.06272830953587e-71,0.869615138272765,0.759,0.407,5.04798879977702e-67,"DN T cell","BCL11B"
"CASP31",4.25077355158018e-71,1.00026211677261,0.469,0.192,7.00612496771445e-67,"DN T cell","CASP3"
"TNIK2",3.08552558504183e-70,0.814931474252635,0.944,0.577,5.08556326926595e-66,"DN T cell","TNIK"
"SEPTIN62",1.58494699844141e-69,0.828117076718177,0.926,0.735,2.61230964283113e-65,"DN T cell","SEPTIN6"
"THEMIS3",2.03769365920723e-69,0.957578314865474,0.708,0.364,3.35852668910535e-65,"DN T cell","THEMIS"
"OPRM11",1.50341310728435e-68,0.972029961384266,0.586,0.286,2.47792548342607e-64,"DN T cell","OPRM1"
"SH2D1A1",5.65400088935111e-65,0.818820861943749,0.573,0.259,9.3189242658285e-61,"DN T cell","SH2D1A"
"CHIC22",3.36536221988297e-64,0.80463440862096,0.871,0.642,5.54679001081111e-60,"DN T cell","CHIC2"
"TBC1D4",7.26393674032685e-64,0.864034609763401,0.394,0.146,1.19724205354067e-59,"DN T cell","TBC1D4"
"CD842",1.03565674997768e-63,0.79791016796858,0.575,0.27,1.70696945531322e-59,"DN T cell","CD84"
"TBC1D51",3.05379021185669e-63,0.701040748647013,0.986,0.838,5.0332570271822e-59,"DN T cell","TBC1D5"
"TLK11",3.24460433294529e-63,0.798139027420948,0.922,0.737,5.34775686156042e-59,"DN T cell","TLK1"
"DYRK1B1",1.48673356374694e-62,0.538107296900836,0.998,0.947,2.45043425976771e-58,"DN T cell","DYRK1B"
"AKAP111",1.99806770497272e-62,0.749528727319307,0.493,0.215,3.29321519133603e-58,"DN T cell","AKAP11"
"SPTBN12",4.57417011262628e-62,0.854005180818223,0.781,0.502,7.53914717963063e-58,"DN T cell","SPTBN1"
"NBEA1",1.82228218457017e-61,0.850051447506016,0.439,0.167,3.00348549660856e-57,"DN T cell","NBEA"
"PRKCH1",2.80769048480976e-61,0.749758478346808,0.789,0.451,4.62763545706344e-57,"DN T cell","PRKCH"
"MIB21",1.98743301434379e-60,0.832357976679258,0.545,0.273,3.27568709424143e-56,"DN T cell","MIB2"
"ADD3",2.16839837526042e-59,0.854499857407752,0.877,0.7,3.57395420210422e-55,"DN T cell","ADD3"
"APP1",4.30326985528515e-59,0.656414423989352,0.439,0.167,7.09264937548098e-55,"DN T cell","APP"
"BCL22",4.99014748727648e-58,0.67566546282273,0.952,0.591,8.22476108852909e-54,"DN T cell","BCL2"
"NAPEPLD1",3.77066957554264e-55,1.14771758080179,0.586,0.323,6.21481759440938e-51,"DN T cell","NAPEPLD"
"TGFBR3",5.61723321654414e-54,0.636650749780377,0.252,0.072,9.25832378750806e-50,"DN T cell","TGFBR3"
"YEATS21",9.01610310956379e-54,0.804938934794597,0.706,0.438,1.4860341145183e-49,"DN T cell","YEATS2"
"CD3E2",4.2472933714032e-52,0.642937979839479,0.96,0.561,7.00038893474676e-48,"DN T cell","CD3E"
"CXCR41",2.85699877829371e-51,0.729449851814683,0.74,0.47,4.70890538638369e-47,"DN T cell","CXCR4"
"RASA32",2.88040545593583e-51,0.661838456152824,0.911,0.731,4.74748427247343e-47,"DN T cell","RASA3"
"CBLB2",4.07329570265015e-51,0.764435056322425,0.841,0.601,6.71360597710797e-47,"DN T cell","CBLB"
"STAT42",1.53967549631747e-49,0.662930740796218,0.859,0.524,2.53769315303045e-45,"DN T cell","STAT4"
"VAMP11",2.20962069005304e-48,0.643109825802126,0.39,0.163,3.64189682134542e-44,"DN T cell","VAMP1"
"METTL81",3.13998106232549e-48,0.755491335183213,0.616,0.347,5.17531678692486e-44,"DN T cell","METTL8"
"EFHC21",5.89642769123008e-48,0.633574715830655,0.312,0.11,9.71849212068542e-44,"DN T cell","EFHC2"
"FAU2",2.86231177365381e-47,0.374099572955414,0.996,0.982,4.71766226533621e-43,"DN T cell","FAU"
"TRPS12",4.77565078138209e-47,0.714266319258636,0.877,0.632,7.87122761787396e-43,"DN T cell","TRPS1"
"UBA522",8.56053045596716e-47,0.449854696834247,0.992,0.922,1.41094662975251e-42,"DN T cell","UBA52"
"DIS3L21",1.37151982402052e-46,0.92551155154011,0.588,0.359,2.26053897395062e-42,"DN T cell","DIS3L2"
"TXK1",1.9682849182694e-46,0.561431155465385,0.642,0.331,3.24412720229162e-42,"DN T cell","TXK"
"VPS13B1",3.02162548960042e-46,0.601267277040039,0.948,0.859,4.98024313195941e-42,"DN T cell","VPS13B"
"KRT181",3.8685361505089e-46,0.583144127720923,0.344,0.132,6.37612128326876e-42,"DN T cell","KRT18"
"LCK2",1.69295423989457e-45,0.700632952603835,0.477,0.232,2.79032717819424e-41,"DN T cell","LCK"
"PTGDR1",2.28852881646554e-45,0.509703083727682,0.509,0.237,3.7719531952985e-41,"DN T cell","PTGDR"
"NT5C3",3.59694132706291e-45,0.77325769212587,0.618,0.388,5.92847869526509e-41,"DN T cell","NT5C"
"CAMK41",1.77008025635266e-44,0.572003979617286,0.847,0.483,2.91744627852046e-40,"DN T cell","CAMK4"
"ATXN12",2.5799518302323e-44,0.761802898989754,0.746,0.525,4.25227660658888e-40,"DN T cell","ATXN1"
"TOX2",5.11370426693972e-44,0.74188182297928,0.678,0.386,8.42840737277005e-40,"DN T cell","TOX"
"ETS12",1.89617766604241e-43,0.60148032927995,0.984,0.719,3.1252800291711e-39,"DN T cell","ETS1"
"GLCCI11",3.50275701420343e-43,0.86920916796235,0.61,0.374,5.77324411081009e-39,"DN T cell","GLCCI1"
"ARAP22",1.20664703436219e-42,0.681359208229586,0.722,0.473,1.98879564203576e-38,"DN T cell","ARAP2"
"NFATC33",2.83744021500651e-42,0.678952818602415,0.845,0.69,4.67666896237372e-38,"DN T cell","NFATC3"
"ATP8A11",1.01836107174591e-41,0.628294563323767,0.889,0.739,1.67846271845161e-37,"DN T cell","ATP8A1"
"GRAMD2B2",1.94590514050215e-41,0.678990544748682,0.654,0.386,3.20724085257565e-37,"DN T cell","GRAMD2B"
"LY6E2",3.95030615385849e-41,0.569442222331543,0.867,0.605,6.51089460278956e-37,"DN T cell","LY6E"
"NTAQ11",1.19563075528905e-40,0.702245615504433,0.507,0.28,1.97063861086741e-36,"DN T cell","NTAQ1"
"MACF11",2.53436837702756e-40,0.549745933856763,0.96,0.812,4.17714595901682e-36,"DN T cell","MACF1"
"CD281",8.98177295922161e-40,0.640156197400129,0.425,0.199,1.48037581913891e-35,"DN T cell","CD28"
"UBE2E21",2.71173330824645e-39,0.800323979665358,0.819,0.622,4.4694788386518e-35,"DN T cell","UBE2E2"
"EZR1",3.38467565177331e-39,0.501170950052383,0.984,0.894,5.57862240925277e-35,"DN T cell","EZR"
"CSTA1",5.01781965421806e-39,0.566754250496774,0.469,0.215,8.2703703540822e-35,"DN T cell","CSTA"
"JAK11",5.04160475545886e-39,0.482503951168601,0.972,0.901,8.3095729579473e-35,"DN T cell","JAK1"
"COQ10B1",9.49068023010005e-39,0.518850287975598,0.926,0.784,1.56425391552509e-34,"DN T cell","COQ10B"
"CD61",3.64251508186055e-38,0.62102438312321,0.394,0.183,6.00359335792256e-34,"DN T cell","CD6"
"ESYT23",6.52301781823939e-38,0.787136885906573,0.684,0.492,1.07512379680222e-33,"DN T cell","ESYT2"
"RFTN12",1.4273169651331e-37,0.592829821052354,0.781,0.55,2.35250382193238e-33,"DN T cell","RFTN1"
"SKAP12",1.8689042445853e-37,0.559504913467212,0.928,0.59,3.08032797592549e-33,"DN T cell","SKAP1"
"PHC31",2.22892711206345e-37,0.637317782337406,0.722,0.517,3.67371766610297e-33,"DN T cell","PHC3"
"TUT41",3.85864776682065e-37,0.620415110168736,0.783,0.599,6.3598232492738e-33,"DN T cell","TUT4"
"PRKCQ2",1.13936197052155e-36,0.583194996498066,0.744,0.45,1.87789639981362e-32,"DN T cell","PRKCQ"
"ORC42",2.7259028542017e-36,0.659380526319234,0.71,0.534,4.49283308429525e-32,"DN T cell","ORC4"
"GPR1832",3.31630818973692e-36,0.671649369658666,0.507,0.288,5.4659391583244e-32,"DN T cell","GPR183"
"TRIM221",5.33917258664577e-36,0.622024834452859,0.704,0.483,8.80002425730956e-32,"DN T cell","TRIM22"
"HIVEP12",2.29696112551235e-35,0.719025261876593,0.742,0.589,3.78585132706946e-31,"DN T cell","HIVEP1"
"CLEC2D3",1.31308476304578e-34,0.535249231957518,0.877,0.599,2.16422630645206e-30,"DN T cell","CLEC2D"
"TNRC6C1",2.32438754489742e-34,0.609413712207542,0.811,0.639,3.83105555149993e-30,"DN T cell","TNRC6C"
"FKBP51",4.21964815982426e-34,0.73463212946546,0.668,0.47,6.95482409702234e-30,"DN T cell","FKBP5"
"CDADC12",5.03178734645819e-34,0.574824079340594,0.742,0.546,8.29339190443238e-30,"DN T cell","CDADC1"
"CD51",6.04222417154779e-34,0.535955753538722,0.437,0.221,9.95879387954507e-30,"DN T cell","CD5"
"DGKA1",7.49479873500115e-34,0.622767473292706,0.559,0.349,1.23529272750289e-29,"DN T cell","DGKA"
"ANAPC112",1.06688145354915e-33,0.589764825612864,0.708,0.537,1.75843401173972e-29,"DN T cell","ANAPC11"
"ATAD5",8.23697181772222e-33,0.500704559472182,0.286,0.119,1.35761769499698e-28,"DN T cell","ATAD5"
"ZEB11",1.72215309279607e-32,0.578333026084307,0.805,0.556,2.83845272754648e-28,"DN T cell","ZEB1"
"NOP532",9.42569594500266e-32,0.522690339503344,0.877,0.771,1.55354320565534e-27,"DN T cell","NOP53"
"NCALD2",1.85471592741849e-31,0.697078946094755,0.394,0.197,3.05694279157116e-27,"DN T cell","NCALD"
"FAIM2",2.03122875423223e-31,0.586393366069877,0.531,0.316,3.34787123272557e-27,"DN T cell","FAIM"
"CLIC51",2.69502305200577e-31,0.643181079158312,0.467,0.263,4.44193699431591e-27,"DN T cell","CLIC5"
"CRLF32",7.71504504212382e-30,0.525266945332951,0.819,0.706,1.27159372384285e-25,"DN T cell","CRLF3"
"LTB2",8.05987218906458e-30,0.384695822119046,0.946,0.646,1.32842813420162e-25,"DN T cell","LTB"
"SPTAN11",2.9435925761668e-29,0.622953742734905,0.666,0.496,4.85162928403813e-25,"DN T cell","SPTAN1"
"RANBP92",1.43121291368641e-28,0.657747116449317,0.606,0.436,2.35892512433794e-24,"DN T cell","RANBP9"
"CORO1B3",1.49400299256914e-28,0.431407456479259,0.97,0.805,2.46241573235246e-24,"DN T cell","CORO1B"
"PITPNC12",8.81247619383684e-28,0.522130820295147,0.817,0.621,1.45247232626819e-23,"DN T cell","PITPNC1"
"GPHN2",2.48699000444885e-27,0.683912845921001,0.624,0.433,4.09905692533259e-23,"DN T cell","GPHN"
"SGO12",3.46334266190871e-27,0.642674388946658,0.579,0.405,5.70828137535794e-23,"DN T cell","SGO1"
"PDCD41",1.01176378174253e-26,0.489789438641609,0.805,0.647,1.66758906506804e-22,"DN T cell","PDCD4"
"HLTF1",1.63105007210402e-26,0.571773908185251,0.678,0.522,2.68829672884184e-22,"DN T cell","HLTF"
"NACA1",2.11662007754645e-26,0.374272312521694,0.992,0.903,3.48861321181206e-22,"DN T cell","NACA"
"HMGCR",2.65275077941052e-26,0.557454478660867,0.328,0.169,4.37226383462442e-22,"DN T cell","HMGCR"
"EML5",2.68489466913053e-26,0.55844771014381,0.262,0.115,4.42524339366094e-22,"DN T cell","EML5"
"FOXO12",3.94517745612189e-26,0.534708970952776,0.65,0.452,6.5024414831801e-22,"DN T cell","FOXO1"
"DTHD12",8.72492926470892e-25,0.564547066547261,0.334,0.172,1.43804284140932e-20,"DN T cell","DTHD1"
"YARS12",4.42607949863323e-24,0.585436565339816,0.489,0.314,7.29506422964729e-20,"DN T cell","YARS1"
"EPB412",9.15373742196955e-24,0.408005843305527,0.887,0.8,1.50871900188902e-19,"DN T cell","EPB41"
"ITK2",9.4418887710737e-24,0.423077528910356,0.708,0.464,1.55621210724837e-19,"DN T cell","ITK"
"ANO101",1.26085862655974e-23,0.586123062483464,0.71,0.566,2.07814718829577e-19,"DN T cell","ANO10"
"WDR48",2.41598545739213e-23,0.517106182338961,0.358,0.202,3.98202723087371e-19,"DN T cell","WDR48"
"EIF4B1",3.45084913104051e-23,0.400969847441572,0.905,0.785,5.68768953778097e-19,"DN T cell","EIF4B"
"ZNF7832",4.75574536459974e-23,0.47579254939935,0.463,0.289,7.83841950993329e-19,"DN T cell","ZNF783"
"SLC4A72",5.26160217812419e-23,0.46330755677304,0.736,0.575,8.67217270998429e-19,"DN T cell","SLC4A7"
"ZFYVE92",5.7343827127209e-23,0.543185627708415,0.694,0.554,9.45140958710659e-19,"DN T cell","ZFYVE9"
"TRIM342",6.36522471191278e-23,0.487622354174168,0.63,0.469,1.04911633701746e-18,"DN T cell","TRIM34"
"SMCHD11",2.21335863167516e-22,0.327031650368026,0.946,0.847,3.648057696727e-18,"DN T cell","SMCHD1"
"CDC42BPA1",4.30201233126545e-22,0.440625770301921,0.286,0.139,7.09057672439172e-18,"DN T cell","CDC42BPA"
"UBASH3B4",4.98539563153035e-22,0.386147039187006,0.604,0.419,8.21692907988833e-18,"DN T cell","UBASH3B"
"UBE2D21",5.83033433012304e-22,0.45576055625866,0.751,0.646,9.6095570429088e-18,"DN T cell","UBE2D2"
"TCF122",1.06289912127992e-21,0.441932048458737,0.815,0.68,1.75187033169357e-17,"DN T cell","TCF12"
"SCMH12",1.15809289899541e-21,0.487673389587763,0.483,0.3,1.90876871612423e-17,"DN T cell","SCMH1"
"CARD191",2.57810524414802e-21,0.4006984393143,0.698,0.551,4.24923306340476e-17,"DN T cell","CARD19"
"PDE3B2",2.76421875401858e-21,0.627755679766783,0.793,0.675,4.55598535037342e-17,"DN T cell","PDE3B"
"ZBTB41",2.84481167975204e-21,0.510012160791617,0.388,0.238,4.68881861056731e-17,"DN T cell","ZBTB4"
"C15H16orf871",5.17143388891731e-21,0.448392984795747,0.471,0.312,8.52355733571352e-17,"DN T cell","C15H16orf87"
"FBXW72",6.33110659077703e-21,0.504889867576133,0.817,0.719,1.04349298829187e-16,"DN T cell","FBXW7"
"EEF1B21",9.49456454861921e-21,0.347516435746879,0.986,0.872,1.56489412890342e-16,"DN T cell","EEF1B2"
"STK381",1.04667111124045e-20,0.402641259322867,0.843,0.763,1.72512332554651e-16,"DN T cell","STK38"
"SYNE32",2.03510454713593e-20,0.548072466428048,0.501,0.342,3.35425931458943e-16,"DN T cell","SYNE3"
"ICOS1",3.89506310466977e-20,0.398243333091526,0.439,0.257,6.41984300911671e-16,"DN T cell","ICOS"
"PSIP12",4.8665411857556e-20,0.36677392838338,0.869,0.708,8.02103318236239e-16,"DN T cell","PSIP1"
"FYN2",7.13852113793324e-20,0.294561195347935,0.821,0.587,1.17657105395416e-15,"DN T cell","FYN"
"PFDN51",8.00728304553809e-20,0.350746530392085,0.909,0.845,1.31976039156559e-15,"DN T cell","PFDN5"
"ATXN7L1",8.58892945778157e-20,0.472416266734145,0.658,0.525,1.41562735323156e-15,"DN T cell","ATXN7L1"
"AUTS22",8.86331788481885e-20,0.561410889250918,0.453,0.269,1.46085205377584e-15,"DN T cell","AUTS2"
"HBS1L1",1.37236260436482e-19,0.48393481328688,0.61,0.478,2.26192804451409e-15,"DN T cell","HBS1L"
"UBE2Q21",1.99174938375046e-19,0.522235060046009,0.443,0.298,3.2828013342975e-15,"DN T cell","UBE2Q2"
"CHD31",2.13627144423207e-19,0.448128921442955,0.372,0.222,3.5210025943833e-15,"DN T cell","CHD3"
"ZNF667",2.15030928538524e-19,0.386401834838843,0.258,0.128,3.54413976417195e-15,"DN T cell","ZNF667"
"AHI12",4.53702676484682e-19,0.601119222735741,0.586,0.455,7.47792751382052e-15,"DN T cell","AHI1"
"LRRC8C1",9.19295868851037e-19,0.539459634352376,0.529,0.387,1.51518345104028e-14,"DN T cell","LRRC8C"
"TAPBPL1",1.07743991799754e-18,0.375769573631268,0.324,0.183,1.77583647284354e-14,"DN T cell","TAPBPL"
"PATJ1",1.55679167908158e-18,0.478788124004684,0.34,0.193,2.56590404546227e-14,"DN T cell","PATJ"
"NPM11",2.91574308921205e-18,0.355357905633653,0.899,0.763,4.80572775963929e-14,"DN T cell","NPM1"
"MAPRE22",4.41775715128824e-18,0.454835680380907,0.662,0.547,7.28134733675327e-14,"DN T cell","MAPRE2"
"POU2F22",5.04912079127944e-18,0.324355930539,0.469,0.297,8.32196088818677e-14,"DN T cell","POU2F2"
"MYCBP21",5.27029788308382e-18,0.331394303567104,0.966,0.904,8.68650497089875e-14,"DN T cell","MYCBP2"
"ST3GAL61",1.06412958097874e-17,0.424202594402482,0.439,0.283,1.75389837536916e-13,"DN T cell","ST3GAL6"
"UBN22",1.09612081043798e-17,0.501155609298605,0.419,0.281,1.80662631976388e-13,"DN T cell","UBN2"
"TRA2B1",1.17923504561803e-17,0.408721387113615,0.789,0.695,1.94361520218764e-13,"DN T cell","TRA2B"
"CDC14A2",1.19373693049538e-17,0.460589172306487,0.626,0.493,1.96751720884249e-13,"DN T cell","CDC14A"
"APOL62",1.28771667119349e-17,0.428951910407339,0.36,0.226,2.12241461746111e-13,"DN T cell","APOL6"
"RFC11",1.63463848015258e-17,0.420866000845036,0.553,0.409,2.69421114298748e-13,"DN T cell","RFC1"
"CTPS11",1.89814121955836e-17,0.384902122946178,0.364,0.21,3.12851635807609e-13,"DN T cell","CTPS1"
"ATAD21",5.14772764606654e-17,0.44336633454854,0.37,0.234,8.48448470624687e-13,"DN T cell","ATAD2"
"NR2C2",5.37108008169702e-17,0.484399410247021,0.412,0.273,8.85261419065302e-13,"DN T cell","NR2C2"
"CHD22",5.89477901555153e-17,0.332990472538128,0.877,0.801,9.71577477343203e-13,"DN T cell","CHD2"
"ABHD17B2",6.41108131658268e-17,0.545339352339395,0.539,0.402,1.05667442259916e-12,"DN T cell","ABHD17B"
"RCSD11",6.63802874678281e-17,0.335829390279546,0.867,0.795,1.09407989804474e-12,"DN T cell","RCSD1"
"PRIM22",9.08140363810871e-17,0.55561601089266,0.561,0.421,1.49679694763308e-12,"DN T cell","PRIM2"
"SERINC31",1.55152396930867e-16,0.441842279364758,0.696,0.608,2.55722180621455e-12,"DN T cell","SERINC3"
"NCK21",1.8005124938326e-16,0.446461969287779,0.575,0.441,2.9676046923349e-12,"DN T cell","NCK2"
"RASGRP11",1.8009474470575e-16,0.40343681865388,0.531,0.369,2.96832158224017e-12,"DN T cell","RASGRP1"
"NLE1",1.95702316124839e-16,0.326759325726262,0.736,0.618,3.22556557436959e-12,"DN T cell","NLE1"
"SNX32",2.70317453788349e-16,0.316167855896377,0.821,0.702,4.45537227333956e-12,"DN T cell","SNX3"
"OGA2",4.42652232675216e-16,0.31966243886921,0.767,0.664,7.2957940989529e-12,"DN T cell","OGA"
"TOP2B2",5.67701399442282e-16,0.41694268627884,0.72,0.633,9.3568544656077e-12,"DN T cell","TOP2B"
"SSBP42",6.50703848186067e-16,0.428995458348275,0.519,0.393,1.07249008258028e-11,"DN T cell","SSBP4"
"TERF2IP1",6.68568341706211e-16,0.424162987661534,0.557,0.437,1.10193434080018e-11,"DN T cell","TERF2IP"
"GRAP22",7.50263690062796e-16,0.445110563684768,0.479,0.324,1.2365846139615e-11,"DN T cell","GRAP2"
"CRIM1",7.89836012335956e-16,0.415934274164618,0.258,0.138,1.30180771553212e-11,"DN T cell","CRIM1"
"CTNNBL1",1.06849071897508e-15,0.425891824591768,0.531,0.415,1.76108640301473e-11,"DN T cell","CTNNBL1"
"MACO11",1.48735057195497e-15,0.460729743604783,0.469,0.339,2.45145121269617e-11,"DN T cell","MACO1"
"ZC3HAV11",1.85632186388153e-15,0.400390006225193,0.66,0.551,3.05958969604954e-11,"DN T cell","ZC3HAV1"
"ERBIN2",1.86440493573101e-15,0.340939949758063,0.873,0.791,3.07291221507185e-11,"DN T cell","ERBIN"
"JMY1",1.91225727095648e-15,0.445917609288868,0.453,0.321,3.15178243399047e-11,"DN T cell","JMY"
"ALCAM2",1.96259091385899e-15,0.321981286518718,0.602,0.449,3.23474234422238e-11,"DN T cell","ALCAM"
"TTC31",3.26132525017155e-15,0.428578525349314,0.612,0.5,5.37531627733276e-11,"DN T cell","TTC3"
"EVA1B1",3.50406986003354e-15,0.422955123174771,0.4,0.269,5.77540794330729e-11,"DN T cell","EVA1B"
"ACTN12",4.08784040357696e-15,0.315442283078857,0.328,0.191,6.73757855317555e-11,"DN T cell","ACTN1"
"PQBP11",5.12389306884741e-15,0.405053834641863,0.473,0.347,8.4452005560743e-11,"DN T cell","PQBP1"
"ZCWPW2",6.86088358030819e-15,0.484850293628801,0.26,0.146,1.1308108317064e-10,"DN T cell","ZCWPW2"
"CCDC167",9.04784455090264e-15,0.380472612087284,0.26,0.148,1.49126573887977e-10,"DN T cell","CCDC167"
"TRAF3IP32",1.10677841414752e-14,0.393479969044342,0.736,0.682,1.82419218219795e-10,"DN T cell","TRAF3IP3"
"PPM1D",1.17988249424983e-14,0.401769789482497,0.561,0.448,1.94468232702256e-10,"DN T cell","PPM1D"
"SMAP11",1.34725666893899e-14,0.317949554102991,0.803,0.722,2.22054844174525e-10,"DN T cell","SMAP1"
"CDKAL12",1.37237795479536e-14,0.437049737098619,0.742,0.632,2.26195334509371e-10,"DN T cell","CDKAL1"
"ACACA",1.6686172723967e-14,0.416897829411779,0.433,0.307,2.75021498836424e-10,"DN T cell","ACACA"
"ATP10D1",2.40054077224996e-14,0.445293774041309,0.527,0.417,3.95657130082238e-10,"DN T cell","ATP10D"
"SLC25A121",2.70708461927013e-14,0.446674128156309,0.507,0.386,4.46181686948103e-10,"DN T cell","SLC25A12"
"GCNT22",2.89662707642258e-14,0.366649711356287,0.278,0.16,4.7742207473597e-10,"DN T cell","GCNT2"
"HDAC7",2.99251248901278e-14,0.360199498137421,0.451,0.321,4.93225908439086e-10,"DN T cell","HDAC7"
"ELF22",3.31628040003623e-14,0.394060347757805,0.7,0.614,5.46589335533971e-10,"DN T cell","ELF2"
"GRK52",3.46820924981457e-14,0.40603404843033,0.62,0.488,5.71630248554437e-10,"DN T cell","GRK5"
"IL27RA2",3.6821430604161e-14,0.369030378242615,0.543,0.392,6.06890819217782e-10,"DN T cell","IL27RA"
"RBL22",3.80534026422301e-14,0.401883292244605,0.638,0.524,6.27196182349237e-10,"DN T cell","RBL2"
"GLG1",4.23210509540224e-14,0.425457732152544,0.787,0.704,6.97535561824198e-10,"DN T cell","GLG1"
"ELP41",4.3268515857082e-14,0.487098122651728,0.658,0.553,7.13151678356425e-10,"DN T cell","ELP4"
"LUC7L2",4.59364944033166e-14,0.352907810991592,0.694,0.603,7.57125300755465e-10,"DN T cell","LUC7L2"
"UNK1",5.26901282852778e-14,0.404125623615131,0.398,0.277,8.68438694397949e-10,"DN T cell","UNK"
"NCOA13",5.73294870372771e-14,0.428398437429838,0.759,0.672,9.44904605348401e-10,"DN T cell","NCOA1"
"SNRPD21",7.39714619921401e-14,0.300166594457658,0.922,0.823,1.21919763655445e-09,"DN T cell","SNRPD2"
"PARP15",7.44857142023385e-14,0.42239225920274,0.39,0.277,1.22767354148294e-09,"DN T cell","PARP15"
"EIF3G1",7.7003090659604e-14,0.341410096829581,0.811,0.701,1.26916494025159e-09,"DN T cell","EIF3G"
"SMG62",1.10668061883246e-13,0.35474953388469,0.676,0.558,1.82403099595966e-09,"DN T cell","SMG6"
"FAF11",1.11796515679624e-13,0.390076791122781,0.732,0.635,1.84263017143156e-09,"DN T cell","FAF1"
"STX171",1.28659950570092e-13,0.461349801221749,0.384,0.267,2.12057330529626e-09,"DN T cell","STX17"
"TRIM371",1.63830735719373e-13,0.519672881625563,0.513,0.394,2.7002581861267e-09,"DN T cell","TRIM37"
"NEK71",1.782184750868e-13,0.411533982091017,0.714,0.642,2.93739690638064e-09,"DN T cell","NEK7"
"ABCB71",2.57723778165136e-13,0.455867655563749,0.513,0.409,4.24780331171778e-09,"DN T cell","ABCB7"
"RNF1453",2.68697796947708e-13,0.285954576549009,0.573,0.449,4.42867708929212e-09,"DN T cell","RNF145"
"JADE21",2.71047273321297e-13,0.333310337653979,0.388,0.26,4.46740115888162e-09,"DN T cell","JADE2"
