"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IL7R",0,2.59516071395112,0.924,0.157,0,"CD4 T cell","IL7R"
"LEF1",0,2.26167704696231,0.854,0.188,0,"CD4 T cell","LEF1"
"INPP4B",0,1.84571271429571,0.972,0.261,0,"CD4 T cell","INPP4B"
"DOCK3",0,1.82658574440103,0.869,0.229,0,"CD4 T cell","DOCK3"
"CAMK4",0,1.75117188923209,0.918,0.256,0,"CD4 T cell","CAMK4"
"GALNT17",0,1.69007152889534,0.626,0.101,0,"CD4 T cell","GALNT17"
"PLCL1",0,1.66142242580859,0.705,0.117,0,"CD4 T cell","PLCL1"
"ATP10A",0,1.57631921162561,0.537,0.112,0,"CD4 T cell","ATP10A"
"CD52",0,1.5635935176223,0.543,0.024,0,"CD4 T cell","CD52"
"LTB",0,1.45298397630849,0.979,0.472,0,"CD4 T cell","LTB"
"CSTA",0,1.42506001616857,0.486,0.074,0,"CD4 T cell","CSTA"
"ICOS",0,1.40485458791135,0.557,0.098,0,"CD4 T cell","ICOS"
"BCL11B",0,1.38734253680221,0.805,0.199,0,"CD4 T cell","BCL11B"
"SKAP1",0,1.33204217311741,0.966,0.394,0,"CD4 T cell","SKAP1"
"MLLT3",0,1.30761626983103,0.79,0.243,0,"CD4 T cell","MLLT3"
"CD3E",0,1.30383086482461,0.982,0.342,0,"CD4 T cell","CD3E"
"JAZF1",0,1.30241929294588,0.818,0.311,0,"CD4 T cell","JAZF1"
"PRKCQ",0,1.29862833386063,0.812,0.26,0,"CD4 T cell","PRKCQ"
"PLAC8",0,1.29860488772759,0.945,0.415,0,"CD4 T cell","PLAC8"
"SATB1",0,1.2189759811128,0.845,0.435,0,"CD4 T cell","SATB1"
"SLC9A9",0,1.20228454001915,0.928,0.48,0,"CD4 T cell","SLC9A9"
"TSPAN5",0,1.19524909774412,0.524,0.105,0,"CD4 T cell","TSPAN5"
"THEMIS",0,1.16133685195896,0.698,0.192,0,"CD4 T cell","THEMIS"
"ITK",0,1.15798737676469,0.82,0.276,0,"CD4 T cell","ITK"
"MAF",0,1.10090840256516,0.436,0.087,0,"CD4 T cell","MAF"
"TRIM22",0,1.08986830091238,0.753,0.342,0,"CD4 T cell","TRIM22"
"CD28",0,1.08724320846187,0.479,0.052,0,"CD4 T cell","CD28"
"CTPS1",0,1.08127339213016,0.454,0.081,0,"CD4 T cell","CTPS1"
"SCML4",0,1.07411983562331,0.823,0.351,0,"CD4 T cell","SCML4"
"CDK6",0,1.06738690465835,0.589,0.266,0,"CD4 T cell","CDK6"
"TOX",0,1.05684699299173,0.658,0.246,0,"CD4 T cell","TOX"
"RCAN3",0,1.02662221125868,0.63,0.236,0,"CD4 T cell","RCAN3"
"RORA",0,1.02178145804521,0.607,0.238,0,"CD4 T cell","RORA"
"SFMBT2",0,0.99578098766894,0.559,0.172,0,"CD4 T cell","SFMBT2"
"CCR7",0,0.995692514318884,0.492,0.125,0,"CD4 T cell","CCR7"
"ABLIM1",0,0.982025178941,0.689,0.218,0,"CD4 T cell","ABLIM1"
"ITGA1",0,0.974247090630092,0.544,0.165,0,"CD4 T cell","ITGA1"
"MACF1",0,0.969246229586075,0.975,0.727,0,"CD4 T cell","MACF1"
"CTLA4",0,0.968256597265834,0.365,0.056,0,"CD4 T cell","CTLA4"
"ST3GAL6",0,0.965753768353449,0.51,0.164,0,"CD4 T cell","ST3GAL6"
"RGS1",0,0.96542050821253,0.403,0.094,0,"CD4 T cell","RGS1"
"BCL2",0,0.955448254146477,0.877,0.444,0,"CD4 T cell","BCL2"
"TCF7",0,0.951652629120615,0.564,0.143,0,"CD4 T cell","TCF7"
"ETS1",0,0.946775206027444,0.995,0.576,0,"CD4 T cell","ETS1"
"TBC1D5",0,0.937815841680984,0.976,0.767,0,"CD4 T cell","TBC1D5"
"CD3D",0,0.936706035533645,0.869,0.366,0,"CD4 T cell","CD3D"
"MDFIC",0,0.918235777798788,0.695,0.377,0,"CD4 T cell","MDFIC"
"CD3G",0,0.900532153116143,0.771,0.26,0,"CD4 T cell","CD3G"
"RASGRP1",0,0.885599817563628,0.622,0.236,0,"CD4 T cell","RASGRP1"
"MYO7A",0,0.853191768096818,0.996,0.903,0,"CD4 T cell","MYO7A"
"GRAP2",0,0.846411173216792,0.584,0.186,0,"CD4 T cell","GRAP2"
"PDCD4",0,0.836474966994335,0.852,0.539,0,"CD4 T cell","PDCD4"
"ANKH",0,0.835929020681795,0.595,0.238,0,"CD4 T cell","ANKH"
"LY6E",0,0.813958596822004,0.897,0.452,0,"CD4 T cell","LY6E"
"TNIK",0,0.798803476264679,0.927,0.396,0,"CD4 T cell","TNIK"
"CD80",0,0.79408367077989,0.454,0.157,0,"CD4 T cell","CD80"
"CLIC5",0,0.792676264413941,0.477,0.152,0,"CD4 T cell","CLIC5"
"YEATS2",0,0.788598066685359,0.662,0.323,0,"CD4 T cell","YEATS2"
"CD226",0,0.786880908619612,0.632,0.22,0,"CD4 T cell","CD226"
"REEP3",0,0.786153494452024,0.518,0.252,0,"CD4 T cell","REEP3"
"DGKA",0,0.783998804871772,0.591,0.222,0,"CD4 T cell","DGKA"
"NAPEPLD",0,0.783554253730068,0.52,0.223,0,"CD4 T cell","NAPEPLD"
"GATA3",0,0.782067650072062,0.414,0.088,0,"CD4 T cell","GATA3"
"PITPNC1",0,0.775832589299994,0.844,0.505,0,"CD4 T cell","PITPNC1"
"CD79A",0,0.766704579534127,0.998,0.849,0,"CD4 T cell","CD79A"
"CD5",0,0.764661238199018,0.445,0.105,0,"CD4 T cell","CD5"
"CARMIL1",0,0.762579053695219,0.297,0.089,0,"CD4 T cell","CARMIL1"
"RFTN1",0,0.759877209884287,0.816,0.411,0,"CD4 T cell","RFTN1"
"CAMK1D",0,0.754995385927443,0.788,0.491,0,"CD4 T cell","CAMK1D"
"MFHAS1",0,0.751942209430433,0.291,0.047,0,"CD4 T cell","MFHAS1"
"PRDX4",0,0.750867345582606,0.589,0.218,0,"CD4 T cell","PRDX4"
"IFGGB2",0,0.743958960769917,0.387,0.106,0,"CD4 T cell","IFGGB2"
"TTC39C",0,0.73337370485042,0.464,0.177,0,"CD4 T cell","TTC39C"
"PSIP1",0,0.732909924982516,0.912,0.602,0,"CD4 T cell","PSIP1"
"NUCB2",0,0.730848320542855,0.833,0.484,0,"CD4 T cell","NUCB2"
"OPTN",0,0.725645049614118,0.741,0.425,0,"CD4 T cell","OPTN"
"CLEC2D",0,0.719266418006861,0.868,0.46,0,"CD4 T cell","CLEC2D"
"SPTBN1",0,0.715838596114758,0.749,0.375,0,"CD4 T cell","SPTBN1"
"STAT4",0,0.713034844972186,0.832,0.365,0,"CD4 T cell","STAT4"
"COQ10B",0,0.710105261551078,0.937,0.704,0,"CD4 T cell","COQ10B"
"MMD",0,0.709843167458404,0.561,0.214,0,"CD4 T cell","MMD"
"MAN2A1",0,0.705420185996529,0.756,0.472,0,"CD4 T cell","MAN2A1"
"CD40LG",0,0.704931970349838,0.303,0.018,0,"CD4 T cell","CD40LG"
"CSGALNACT1",0,0.698110203623749,0.465,0.179,0,"CD4 T cell","CSGALNACT1"
"BBX",0,0.697047656632419,0.893,0.667,0,"CD4 T cell","BBX"
"IL27RA",0,0.689670274679137,0.628,0.268,0,"CD4 T cell","IL27RA"
"TAB2",0,0.68844749810577,0.692,0.452,0,"CD4 T cell","TAB2"
"TNFSF8",0,0.684428392718859,0.457,0.221,0,"CD4 T cell","TNFSF8"
"SNRK",0,0.683682063911667,0.857,0.621,0,"CD4 T cell","SNRK"
"ADIRF",0,0.683235936259536,0.264,0.09,0,"CD4 T cell","ADIRF"
"SLCO3A1",0,0.68009745194683,0.454,0.101,0,"CD4 T cell","SLCO3A1"
"FKBP5",0,0.671143475067252,0.668,0.368,0,"CD4 T cell","FKBP5"
"NSD3",0,0.668035088458307,0.791,0.55,0,"CD4 T cell","NSD3"
"EPB41",0,0.662688053589868,0.941,0.725,0,"CD4 T cell","EPB41"
"DOCK10",0,0.661613219184621,0.933,0.678,0,"CD4 T cell","DOCK10"
"EFHC2",0,0.660559349807038,0.26,0.033,0,"CD4 T cell","EFHC2"
"CD6",0,0.658599222121312,0.373,0.085,0,"CD4 T cell","CD6"
"ZNRF1",0,0.658122796500826,0.524,0.261,0,"CD4 T cell","ZNRF1"
"HIPK2",0,0.646280602462023,0.45,0.226,0,"CD4 T cell","HIPK2"
"TMEM156",0,0.641913457531968,0.641,0.307,0,"CD4 T cell","TMEM156"
"SP110",0,0.641161887665356,0.799,0.551,0,"CD4 T cell","SP110"
"CALM1",0,0.637633833796767,0.99,0.88,0,"CD4 T cell","CALM1"
"PATJ",0,0.631265906933237,0.37,0.1,0,"CD4 T cell","PATJ"
"TXNDC11",0,0.625319543979529,0.511,0.247,0,"CD4 T cell","TXNDC11"
"SP100",0,0.621887160440706,0.931,0.742,0,"CD4 T cell","SP100"
"SEPTIN6",0,0.620881286547498,0.925,0.637,0,"CD4 T cell","SEPTIN6"
"TGFBR2",0,0.615766350527437,0.697,0.468,0,"CD4 T cell","TGFBR2"
"PAG1",0,0.609839493660187,0.683,0.42,0,"CD4 T cell","PAG1"
"CCND2",0,0.609595496982372,0.443,0.157,0,"CD4 T cell","CCND2"
"CHD3",0,0.608944381833353,0.4,0.13,0,"CD4 T cell","CHD3"
"CD2AP",0,0.608380192425987,0.554,0.294,0,"CD4 T cell","CD2AP"
"GRAMD2B",0,0.603350828447297,0.612,0.27,0,"CD4 T cell","GRAMD2B"
"YWHAH",0,0.602669789668865,0.571,0.305,0,"CD4 T cell","YWHAH"
"KLF12",0,0.597412629268311,0.928,0.557,0,"CD4 T cell","KLF12"
"NCALD",0,0.594898196380834,0.351,0.119,0,"CD4 T cell","NCALD"
"COMMD10",0,0.59350452301378,0.681,0.424,0,"CD4 T cell","COMMD10"
"CAMK2D",0,0.592418389110074,0.793,0.506,0,"CD4 T cell","CAMK2D"
"JAK1",0,0.591083465006347,0.985,0.858,0,"CD4 T cell","JAK1"
"DENND4C",0,0.589869814967007,0.434,0.185,0,"CD4 T cell","DENND4C"
"RASA3",0,0.589231288436535,0.9,0.644,0,"CD4 T cell","RASA3"
"MALT1",0,0.584233859079345,0.621,0.369,0,"CD4 T cell","MALT1"
"CYFIP2",0,0.583236604948142,0.805,0.453,0,"CD4 T cell","CYFIP2"
"TRIM34",0,0.580297624511076,0.661,0.369,0,"CD4 T cell","TRIM34"
"ARHGAP42",0,0.579642425923937,0.488,0.247,0,"CD4 T cell","ARHGAP42"
"TMSB10",0,0.575391196684521,0.996,0.819,0,"CD4 T cell","TMSB10"
"UBA52",0,0.565122331955302,0.996,0.884,0,"CD4 T cell","UBA52"
"NTAN1",0,0.563091624417607,0.508,0.246,0,"CD4 T cell","NTAN1"
"WWOX",0,0.562175329548347,0.725,0.505,0,"CD4 T cell","WWOX"
"RAPGEF5",0,0.558779070867578,0.535,0.232,0,"CD4 T cell","RAPGEF5"
"CD2",0,0.552058131164223,0.687,0.319,0,"CD4 T cell","CD2"
"GSTO1",0,0.550090988147587,0.744,0.522,0,"CD4 T cell","GSTO1"
"PDK1",0,0.547336676303262,0.453,0.216,0,"CD4 T cell","PDK1"
"SPTAN1",0,0.546423572316231,0.653,0.415,0,"CD4 T cell","SPTAN1"
"EVA1B",0,0.540447448082853,0.442,0.178,0,"CD4 T cell","EVA1B"
"HSP90AA1",0,0.538510355721264,0.79,0.572,0,"CD4 T cell","HSP90AA1"
"ESYT3",0,0.537805007390944,0.387,0.147,0,"CD4 T cell","ESYT3"
"FYN",0,0.536954425710483,0.872,0.438,0,"CD4 T cell","FYN"
"PLEKHA1",0,0.536603307718903,0.467,0.211,0,"CD4 T cell","PLEKHA1"
"SAMD4A",0,0.534795881699777,0.273,0.075,0,"CD4 T cell","SAMD4A"
"NT5C",0,0.532150631660352,0.538,0.312,0,"CD4 T cell","NT5C"
"EVL",0,0.531932158526352,0.481,0.2,0,"CD4 T cell","EVL"
"DYRK1B",0,0.531265295877059,0.997,0.921,0,"CD4 T cell","DYRK1B"
"UBE2Q2",0,0.527902658847704,0.426,0.232,0,"CD4 T cell","UBE2Q2"
"NACA",0,0.527388811568533,0.996,0.855,0,"CD4 T cell","NACA"
"GRK5",0,0.527311625664447,0.646,0.406,0,"CD4 T cell","GRK5"
"SNRPD2",0,0.527168784616352,0.949,0.756,0,"CD4 T cell","SNRPD2"
"CD84",0,0.525199642045954,0.448,0.181,0,"CD4 T cell","CD84"
"CORO1B",0,0.524101860938974,0.983,0.712,0,"CD4 T cell","CORO1B"
"PEBP1",0,0.520345544225758,0.637,0.402,0,"CD4 T cell","PEBP1"
"NPM1",0,0.516694430684721,0.919,0.681,0,"CD4 T cell","NPM1"
"B4GALT5",0,0.516056740463818,0.657,0.401,0,"CD4 T cell","B4GALT5"
"HOMER2",0,0.513705768501847,0.582,0.364,0,"CD4 T cell","HOMER2"
"HEG1",0,0.512393363042005,0.317,0.119,0,"CD4 T cell","HEG1"
"SMARCE1",0,0.505009390742491,0.642,0.422,0,"CD4 T cell","SMARCE1"
"NOP53",0,0.503053896618979,0.91,0.697,0,"CD4 T cell","NOP53"
"PFDN5",0,0.502000669274238,0.954,0.787,0,"CD4 T cell","PFDN5"
"FLT3LG",0,0.498579974171986,0.438,0.189,0,"CD4 T cell","FLT3LG"
"FAN1",0,0.495192820606597,0.329,0.118,0,"CD4 T cell","FAN1"
"GYPC",0,0.491737656302559,0.432,0.163,0,"CD4 T cell","GYPC"
"PHC3",0,0.489615912309459,0.671,0.438,0,"CD4 T cell","PHC3"
"STAT1",0,0.486655817918963,0.664,0.451,0,"CD4 T cell","STAT1"
"DHX32",0,0.486651688771026,0.27,0.081,0,"CD4 T cell","DHX32"
"LBH",0,0.486526917085056,0.523,0.247,0,"CD4 T cell","LBH"
"CCDC57",0,0.482944024342918,0.294,0.087,0,"CD4 T cell","CCDC57"
"CDC42SE2",0,0.482881535839286,0.727,0.512,0,"CD4 T cell","CDC42SE2"
"MYCBP2",0,0.481652249490844,0.969,0.87,0,"CD4 T cell","MYCBP2"
"USP13",0,0.480022497983933,0.257,0.061,0,"CD4 T cell","USP13"
"ARAP2",0,0.477619148173503,0.683,0.364,0,"CD4 T cell","ARAP2"
"SGTB",0,0.474850200663913,0.322,0.107,0,"CD4 T cell","SGTB"
"EEF1B2",0,0.474306288463248,0.989,0.81,0,"CD4 T cell","EEF1B2"
"INTS10",0,0.472471748878111,0.485,0.274,0,"CD4 T cell","INTS10"
"KLHL5",0,0.471280778180532,0.461,0.263,0,"CD4 T cell","KLHL5"
"FAR2",0,0.470907559521264,0.389,0.156,0,"CD4 T cell","FAR2"
"RNF157",0,0.468700136440818,0.419,0.195,0,"CD4 T cell","RNF157"
"DENND1B",0,0.467910034378622,0.622,0.37,0,"CD4 T cell","DENND1B"
"ACTN1",0,0.466790675369189,0.365,0.1,0,"CD4 T cell","ACTN1"
"GBP1",0,0.466583914759055,0.63,0.43,0,"CD4 T cell","GBP1"
"SSBP4",0,0.464233486067263,0.561,0.304,0,"CD4 T cell","SSBP4"
"TRIM37",0,0.46142937011379,0.538,0.319,0,"CD4 T cell","TRIM37"
"YARS1",0,0.460932410545876,0.455,0.242,0,"CD4 T cell","YARS1"
"HADH",0,0.456446197655571,0.276,0.09,0,"CD4 T cell","HADH"
"RFC1",0,0.452770218616852,0.546,0.338,0,"CD4 T cell","RFC1"
"S1PR1",0,0.452133729822782,0.545,0.279,0,"CD4 T cell","S1PR1"
"EEF1D",0,0.45105853764922,0.951,0.75,0,"CD4 T cell","EEF1D"
"TESPA1",0,0.450336743257843,0.304,0.11,0,"CD4 T cell","TESPA1"
"WRNIP1",0,0.449939052210306,0.534,0.342,0,"CD4 T cell","WRNIP1"
"CEBPZ",0,0.449618222714636,0.547,0.351,0,"CD4 T cell","CEBPZ"
"ANAPC11",0,0.445910580417554,0.683,0.462,0,"CD4 T cell","ANAPC11"
"LRRC1",0,0.444829993914695,0.358,0.144,0,"CD4 T cell","LRRC1"
"KMT2A",0,0.439752446036493,0.68,0.462,0,"CD4 T cell","KMT2A"
"TAGAP",0,0.439713225945576,0.425,0.211,0,"CD4 T cell","TAGAP"
"RBL2",0,0.439403813812418,0.666,0.451,0,"CD4 T cell","RBL2"
"JPT1",0,0.439023767063362,0.559,0.344,0,"CD4 T cell","JPT1"
"ERBIN",0,0.438546668491112,0.889,0.74,0,"CD4 T cell","ERBIN"
"LYSMD2",0,0.438507013285362,0.351,0.137,0,"CD4 T cell","LYSMD2"
"HSPA8",0,0.436177481830971,0.921,0.735,0,"CD4 T cell","HSPA8"
"CARD19",0,0.434540207704727,0.702,0.473,0,"CD4 T cell","CARD19"
"NDFIP1",0,0.43407776997665,0.772,0.546,0,"CD4 T cell","NDFIP1"
"TRAF3IP3",0,0.433784755104793,0.81,0.613,0,"CD4 T cell","TRAF3IP3"
"RALGAPA1",0,0.432018914688304,0.61,0.362,0,"CD4 T cell","RALGAPA1"
"ZC3HAV1",0,0.431713046997208,0.695,0.475,0,"CD4 T cell","ZC3HAV1"
"ITPKB",0,0.426935549757973,0.676,0.43,0,"CD4 T cell","ITPKB"
"HSP90AB1",0,0.426248591319031,0.938,0.72,0,"CD4 T cell","HSP90AB1"
"FAU",0,0.425829929857231,0.997,0.974,0,"CD4 T cell","FAU"
"GABARAPL2",0,0.417876431378769,0.79,0.592,0,"CD4 T cell","GABARAPL2"
"HIVEP2",0,0.416358196393406,0.323,0.136,0,"CD4 T cell","HIVEP2"
"SUMO2",0,0.413205623855154,0.915,0.722,0,"CD4 T cell","SUMO2"
"RWDD1",0,0.406262151861982,0.749,0.538,0,"CD4 T cell","RWDD1"
"MATR3",0,0.405393402634554,0.875,0.712,0,"CD4 T cell","MATR3"
"NUCKS1",0,0.400669289519216,0.802,0.585,0,"CD4 T cell","NUCKS1"
"DTHD1",0,0.396957145178349,0.29,0.113,0,"CD4 T cell","DTHD1"
"FAIM",0,0.395778787195888,0.476,0.235,0,"CD4 T cell","FAIM"
"ANKRD28",0,0.39487696310333,0.622,0.38,0,"CD4 T cell","ANKRD28"
"SRSF10",0,0.394712035822778,0.679,0.483,0,"CD4 T cell","SRSF10"
"PPP3CC",0,0.393881242017456,0.733,0.458,0,"CD4 T cell","PPP3CC"
"HNRNPLL",0,0.393311814168745,0.311,0.133,0,"CD4 T cell","HNRNPLL"
"KIAA1109",0,0.381343713863483,0.751,0.569,0,"CD4 T cell","KIAA1109"
"KRT18",0,0.378555399020115,0.26,0.068,0,"CD4 T cell","KRT18"
"CHIC2",0,0.377005124083526,0.772,0.578,0,"CD4 T cell","CHIC2"
"SNRPG",0,0.37518302606494,0.963,0.773,0,"CD4 T cell","SNRPG"
"UBASH3A",0,0.373283017100174,0.295,0.108,0,"CD4 T cell","UBASH3A"
"NAA16",0,0.37034267667809,0.728,0.484,0,"CD4 T cell","NAA16"
"LCK",0,0.366269603888082,0.378,0.158,0,"CD4 T cell","LCK"
"EEF1A1",0,0.358165421630366,0.996,0.834,0,"CD4 T cell","EEF1A1"
"TNRC6B",0,0.356615206291538,0.979,0.911,0,"CD4 T cell","TNRC6B"
"TRAT1",0,0.351042413634567,0.465,0.215,0,"CD4 T cell","TRAT1"
"CD7",0,0.293407603674738,0.448,0.203,0,"CD4 T cell","CD7"
"PTMA",0,0.292607159001579,0.998,0.951,0,"CD4 T cell","PTMA"
"STMN1",0,0.275485071175474,0.659,0.392,0,"CD4 T cell","STMN1"
"B2M",0,0.250416366735788,0.999,0.989,0,"CD4 T cell","B2M"
"URI1",3.05734060961006e-307,0.437440868445023,0.598,0.395,5.03910879275931e-303,"CD4 T cell","URI1"
"TERF2IP",4.06761440108607e-306,0.379468520441572,0.576,0.365,6.70424205587006e-302,"CD4 T cell","TERF2IP"
"MAGI3",5.83344820645134e-305,0.432741713098884,0.484,0.261,9.61468933387309e-301,"CD4 T cell","MAGI3"
"SEPTIN1",8.05730480581897e-304,0.38120597658238,0.394,0.192,1.32800497809508e-299,"CD4 T cell","SEPTIN1"
"GAB3",3.26627944724578e-301,0.442410475530934,0.391,0.204,5.3834817849505e-297,"CD4 T cell","GAB3"
"ICAM2",2.36855460581107e-298,0.381415485992253,0.535,0.309,3.9038517012978e-294,"CD4 T cell","ICAM2"
"PLCG1",2.71663228182285e-297,0.314667973510627,0.266,0.102,4.47755332690041e-293,"CD4 T cell","PLCG1"
"SOD1",5.70298272474272e-297,0.337374743260811,0.71,0.509,9.39965612692095e-293,"CD4 T cell","SOD1"
"ITGA6",2.74641315211124e-292,0.359578028794888,0.262,0.105,4.52663815730974e-288,"CD4 T cell","ITGA6"
"PLVAP",1.11838261261125e-291,0.427255531230106,0.434,0.226,1.84331822210585e-287,"CD4 T cell","PLVAP"
"SGO1",1.68893353713521e-291,0.413201615775067,0.538,0.337,2.78370025590625e-287,"CD4 T cell","SGO1"
"ZAP70",5.03634249876302e-289,0.305588340891035,0.362,0.162,8.30089970646121e-285,"CD4 T cell","ZAP70"
"ORC4",4.74051845183482e-288,0.39633590120235,0.664,0.467,7.81332251231415e-284,"CD4 T cell","ORC4"
"ACBD5",2.39356644548712e-286,0.406901020325623,0.45,0.259,3.94507621545186e-282,"CD4 T cell","ACBD5"
"CCDC18",5.22639687996571e-285,0.371429346202754,0.301,0.133,8.61414733755948e-281,"CD4 T cell","CCDC18"
"HOPX",8.28029733043186e-285,0.325693897588516,0.764,0.507,1.36475860600178e-280,"CD4 T cell","HOPX"
"SERBP1",3.87048721956917e-284,0.354681577130798,0.872,0.687,6.37933703529391e-280,"CD4 T cell","SERBP1"
"NEDD4",4.24128331823668e-284,0.336134446028695,0.352,0.174,6.9904831651177e-280,"CD4 T cell","NEDD4"
"DCLK2",1.25142187916342e-283,0.439415112101208,0.298,0.135,2.06259354123714e-279,"CD4 T cell","DCLK2"
"TARS3",2.10410198483931e-283,0.337713343898145,0.269,0.106,3.46798089141215e-279,"CD4 T cell","TARS3"
"DLA-79",1.22954941801249e-282,0.444707772768707,0.426,0.236,2.02654335076818e-278,"CD4 T cell","DLA-79"
"GPHN",1.56942380249771e-281,0.468544874455475,0.571,0.362,2.58672431127673e-277,"CD4 T cell","GPHN"
"FOXO1",1.16009895518246e-279,0.307667648492673,0.613,0.37,1.91207509793174e-275,"CD4 T cell","FOXO1"
"PCDHGC3",1.03251382788452e-278,0.479044025410559,0.311,0.143,1.70178929111926e-274,"CD4 T cell","PCDHGC3"
"RNF19A",1.45286354136306e-274,0.406315787326805,0.568,0.383,2.3946096888746e-270,"CD4 T cell","RNF19A"
"RNASEH2B",5.84256804539722e-273,0.424458994124214,0.513,0.329,9.6297206524237e-269,"CD4 T cell","RNASEH2B"
"PHTF2",2.21403462123405e-272,0.481106610893504,0.477,0.293,3.64917186271796e-268,"CD4 T cell","PHTF2"
"TRAF5",4.46352705319629e-272,0.346774170631117,0.375,0.182,7.35678528907813e-268,"CD4 T cell","TRAF5"
"MTSS1",6.96148896677247e-271,0.451077779320011,0.491,0.292,1.14739261150344e-266,"CD4 T cell","MTSS1"
"CDKN1B",3.4124248041947e-269,0.388916992310556,0.44,0.255,5.62435856227371e-265,"CD4 T cell","CDKN1B"
"NISCH",3.65380951694659e-269,0.356597422132766,0.27,0.12,6.02220884583136e-265,"CD4 T cell","NISCH"
"NCL",6.2657235921629e-269,0.354611357427205,0.891,0.733,1.03271656246029e-264,"CD4 T cell","NCL"
"NCK2",1.796339651254e-266,0.372373870494727,0.575,0.371,2.96072701319685e-262,"CD4 T cell","NCK2"
"CNBP",4.01596402886412e-266,0.297152327047987,0.953,0.833,6.61911191237385e-262,"CD4 T cell","CNBP"
"POLR3G",8.81174845084511e-266,0.339915671168582,0.267,0.112,1.45235237966829e-261,"CD4 T cell","POLR3G"
"PACS1",1.67908048112476e-263,0.326918164546563,0.558,0.344,2.76746044898984e-259,"CD4 T cell","PACS1"
"STK4",3.6534393478615e-261,0.306493563614097,0.885,0.749,6.02159873314532e-257,"CD4 T cell","STK4"
"CDADC1",1.72154521868872e-260,0.362863904018144,0.674,0.482,2.83745082944274e-256,"CD4 T cell","CDADC1"
"DNAJC19",5.98858903623499e-258,0.348373461452695,0.68,0.489,9.87039244952251e-254,"CD4 T cell","DNAJC19"
"NOP58",2.04804756116156e-257,0.403403317475005,0.511,0.328,3.37559199030648e-253,"CD4 T cell","NOP58"
"KLF7",5.76015603659874e-256,0.361730321911145,0.364,0.187,9.49388917952204e-252,"CD4 T cell","KLF7"
"EIF4B",6.41581897051501e-256,0.35286686598474,0.901,0.724,1.05745528272028e-251,"CD4 T cell","EIF4B"
"APRT",7.77252492753887e-256,0.359989062405822,0.722,0.525,1.28106755855696e-251,"CD4 T cell","APRT"
"DTX3L",5.28503159650023e-253,0.371769142815729,0.446,0.269,8.71078907735169e-249,"CD4 T cell","DTX3L"
"SMC4",6.73137056683607e-252,0.445132467853867,0.511,0.332,1.10946449682592e-247,"CD4 T cell","SMC4"
"CASP3",2.52216501164972e-250,0.34030594809074,0.299,0.14,4.15703237220107e-246,"CD4 T cell","CASP3"
"MBTPS1",1.82291977007794e-249,0.378770337630073,0.463,0.291,3.00453636504247e-245,"CD4 T cell","MBTPS1"
"ANO10",2.39931234645288e-249,0.409827270393015,0.684,0.506,3.95454660942364e-245,"CD4 T cell","ANO10"
"BTF3",9.91887186264484e-249,0.319723485187303,0.978,0.834,1.63482846040112e-244,"CD4 T cell","BTF3"
"PPIE",8.70535473129912e-247,0.336388647803322,0.396,0.228,1.43481656681272e-242,"CD4 T cell","PPIE"
"RNF130",1.38069071848087e-245,0.416958810996632,0.775,0.617,2.27565444220017e-241,"CD4 T cell","RNF130"
"CHD2",6.86257971585092e-244,0.307924697343015,0.893,0.752,1.13109038876655e-239,"CD4 T cell","CHD2"
"MTMR10",2.8889874930171e-243,0.33703661366605,0.402,0.224,4.76162918599078e-239,"CD4 T cell","MTMR10"
"FAM241A",5.95572581073068e-241,0.570345008704947,0.429,0.262,9.81622728124631e-237,"CD4 T cell","FAM241A"
"CYTH1",2.39205561653592e-240,0.303928775612592,0.82,0.643,3.9425860671745e-236,"CD4 T cell","CYTH1"
"VAMP1",4.098612655575e-239,0.29289691329833,0.264,0.113,6.75533337891872e-235,"CD4 T cell","VAMP1"
"SEMA4A",8.58531341827842e-238,0.284292725491304,0.272,0.125,1.41503135760065e-233,"CD4 T cell","SEMA4A"
"TRIM59",1.44270303739083e-237,0.297911349252824,0.263,0.115,2.37786314622757e-233,"CD4 T cell","TRIM59"
"TMEM65",7.46387085752292e-237,0.524264921141364,0.341,0.189,1.23019519473693e-232,"CD4 T cell","TMEM65"
"ITPR2",1.95858755021413e-235,0.313071138823432,0.86,0.707,3.22814400026293e-231,"CD4 T cell","ITPR2"
"GPR183",2.15950485968069e-235,0.256661890143585,0.412,0.227,3.55929590972572e-231,"CD4 T cell","GPR183"
"N4BP2",5.31733761462394e-235,0.317312822858671,0.715,0.515,8.76403585642319e-231,"CD4 T cell","N4BP2"
"SLC25A12",7.91460830763011e-235,0.389026141736802,0.505,0.325,1.30448574126359e-230,"CD4 T cell","SLC25A12"
"VPS13A",7.11580886853376e-233,0.376568456357622,0.621,0.445,1.17282761771173e-228,"CD4 T cell","VPS13A"
"PKP4",3.41644515779619e-230,0.367178273354695,0.268,0.121,5.63098490907969e-226,"CD4 T cell","PKP4"
"RABAC1",2.59642864512814e-229,0.309975724121039,0.841,0.673,4.2794336929002e-225,"CD4 T cell","RABAC1"
"CARD11",1.40684602340521e-227,0.307507316988272,0.513,0.299,2.31876361577647e-223,"CD4 T cell","CARD11"
"NHP2",5.13774359733734e-227,0.359655277586546,0.454,0.283,8.46802899713141e-223,"CD4 T cell","NHP2"
