"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FERMT3",7.34643605525996e-134,2.5936992416022,0.559,0.354,1.05553593241975e-129
"HNRNPK",2.92045914069739e-132,-0.576434903607216,0.211,0.778,4.19611569335401e-128
"RAP1B",4.9568753685971e-131,2.56835482832575,0.543,0.334,7.12203852960032e-127
"CD63",2.39190247389842e-130,1.8854494946088,0.696,0.652,3.43668547449725e-126
"DDX17",2.41289950657708e-130,-0.657124632109753,0.097,0.567,3.46685401104995e-126
"COX5A",1.43041049263915e-129,-0.631023601816442,0.112,0.596,2.05521379582393e-125
"CYBA",5.67746946157933e-129,-1.19065350877759,0.228,0.709,8.15738812239717e-125
"MATR3",1.80218999811995e-128,-0.593196892396902,0.119,0.605,2.58938658929874e-124
"DHRS7",1.10662531960186e-125,-1.06467673222702,0.125,0.6,1.58999925920395e-121
"ENSCAFG00000048610",5.7225389754048e-124,-0.684122565955954,0.087,0.54,8.22214399986162e-120
"ENSCAFG00000046992",1.65107836430908e-123,-0.795637755551057,0.791,0.934,2.37226939383928e-119
"SH3BGRL3",7.38854476490474e-122,-0.967924234000165,0.399,0.921,1.06158611182151e-117
"ACTR3",7.6996439781512e-121,-0.564535552701818,0.249,0.818,1.10628484678076e-116
"YWHAB",1.58067594309751e-120,-0.621250948130986,0.246,0.814,2.27111519504251e-116
"NDUFB7",2.76194453568311e-119,-0.561435945210045,0.095,0.534,3.96836190886949e-115
"RASA3",9.86196457493822e-119,2.25321712052896,0.629,0.542,1.41696707012712e-114
"TOP1",1.88169625448961e-118,-0.714945988711441,0.087,0.522,2.70362117845068e-114
"GNAI2",2.75666948698249e-118,-0.733496591557217,0.128,0.592,3.96078271889644e-114
"TRIR",6.90406716454453e-117,-0.655638976042872,0.081,0.508,9.91976370201759e-113
"LAMTOR4",4.12688912612562e-116,-0.794659243309111,0.154,0.63,5.92951429641729e-112
"ENSCAFG00000019472",1.77080565156431e-115,-0.810508656663439,0.092,0.505,2.5442935601676e-111
"USP21",4.76102056095684e-115,-0.404385200862308,0.154,0.648,6.84063434198279e-111
"CDC42",3.60217213030622e-114,-0.435907488735727,0.157,0.646,5.17560091682398e-110
"SKP1",5.40251754686613e-114,-0.579576515396962,0.096,0.522,7.76233721133725e-110
"ANAPC11",7.62210083090001e-114,-0.484675410294879,0.117,0.568,1.09514344738371e-109
"RPLP0",1.2283628230732e-112,-0.711960878769265,0.623,0.908,1.76491170419157e-108
"PSMB2",2.3084334683492e-112,-0.440275937512362,0.084,0.507,3.31675720732413e-108
"ENSCAFG00000046386",2.92137900171357e-112,-0.418168017469388,0.138,0.605,4.19743734966206e-108
"GRB2",1.59022899740048e-111,-0.498417077380752,0.116,0.564,2.28484102346501e-107
"MAPK1IP1L",3.10044236392113e-110,-0.492339323167769,0.09,0.511,4.45471558848187e-106
"NDUFS5",6.33571999965059e-110,-0.44977103401965,0.214,0.728,9.10316249549796e-106
"PFDN5",2.36338526490921e-109,-0.60240701935884,0.28,0.841,3.39571194862155e-105
"CALCOCO2",6.93449352566491e-109,-0.580292232017461,0.085,0.5,9.96348029767534e-105
"MT-ATP6",3.98891681548875e-108,-0.822624502258748,0.894,0.934,5.73127568049424e-104
"RPS7",5.06662123726106e-108,-0.639225310717223,0.934,0.959,7.27972139369669e-104
"ENSCAFG00000043730",7.181960622711e-108,-0.618352351228812,0.261,0.797,1.03190410227112e-103
"HNRNPA2B1",2.0795708260806e-105,-0.40411392262244,0.14,0.595,2.98792736291261e-101
"SH3GLB1",1.63600272093658e-104,2.33113745151147,0.524,0.35,2.35060870944168e-100
"ENSCAFG00000016065",2.28732854292793e-101,-0.563948146369242,0.171,0.635,3.28643365047885e-97
"ENSCAFG00000044483",2.97969234477918e-100,-0.404631210596112,0.099,0.508,4.28122196097873e-96
"MT-CO3",1.20766925046082e-98,-0.723881287278676,0.924,0.937,1.7351791790621e-94
"SELENOF",3.32996154798248e-97,-0.260645185415263,0.126,0.552,4.78448875214123e-93
"ENSCAFG00000042877",1.24081377492143e-95,-0.257122452750411,0.197,0.66,1.78280123180711e-91
"TAF10",5.45514960230903e-94,-0.334073576703612,0.136,0.559,7.83795894859761e-90
"FIS1",1.84288645128894e-93,-0.296442670405151,0.144,0.557,2.64785925321194e-89
"MGST3",1.27445604111691e-92,2.27900916649171,0.541,0.413,1.83113843987677e-88
"RPS25",3.45758925304618e-92,-0.520494563565046,0.868,0.949,4.96786423877676e-88
"SEPTIN6",3.54804260828502e-92,-0.286371372077399,0.175,0.623,5.09782761958392e-88
"TKT",8.6311966325679e-92,1.55710013016653,0.644,0.573,1.24013033216736e-87
"SEPTIN9",1.90708455810941e-91,-0.327316024130101,0.129,0.537,2.74009909309159e-87
"NDUFB8",2.517349912608e-89,-0.299084833530742,0.111,0.502,3.61692835443517e-85
"RPS17",6.19612383667256e-88,-0.559968209519549,0.83,0.931,8.90259072853114e-84
"RPS12",4.41497152324977e-86,-0.531313881249882,0.823,0.945,6.34343108460527e-82
"H3-3A",6.43272761421446e-86,1.21792968096642,0.749,0.884,9.24254303610333e-82
"ENSCAFG00000042572",9.96874865732003e-86,-0.272057479018788,0.122,0.503,1.43230980708374e-81
"TPT1",2.83660199337456e-82,0.633061493956812,0.986,0.972,4.07562974408056e-78
"ENSCAFG00000009523",3.27460692863837e-72,-0.421712163023523,0.931,0.948,4.70495523506761e-68
"UBB",4.78798903605945e-72,1.18826246595982,0.729,0.847,6.87938264701022e-68
"RNASEK",2.48327530022683e-71,-0.324098971709324,0.243,0.667,3.5679699513659e-67
"SUB1",9.12205507695708e-71,2.0247601192052,0.576,0.54,1.31065687345719e-66
"RPS24",3.16650185908103e-69,0.497759394075652,0.987,0.955,4.54962987112763e-65
"BIN2",9.39086340170469e-65,2.06465502678504,0.51,0.427,1.34927925355693e-60
"EIF3K",9.50112608990021e-65,-0.524361789241839,0.448,0.887,1.36512179659686e-60
"ENSCAFG00000042212",1.61047078587893e-62,-0.388409705961642,0.927,0.971,2.31392442515084e-58
"CAT",1.01902688166221e-59,1.74698753276464,0.504,0.401,1.46413782357227e-55
"TMBIM6",1.54590288582935e-57,1.28926088290283,0.671,0.817,2.22115326635962e-53
"SSR4",1.05484609148518e-56,1.12515417513064,0.662,0.794,1.51560286424591e-52
"ENSCAFG00000015834",4.8511013684634e-53,-0.421846800429385,0.398,0.852,6.97006244620822e-49
"ENSCAFG00000049827",3.39051706026922e-50,-0.250082279364891,0.241,0.613,4.87149491219481e-46
"ENSCAFG00000019360",1.79458494021023e-47,-0.338996961705357,0.237,0.576,2.57845964209407e-43
"ENSCAFG00000008873",6.58698357220693e-45,-0.447793976363533,0.615,0.893,9.46417799654692e-41
"BBLN",9.9767230616368e-42,1.74720579175868,0.552,0.619,1.43345556949598e-37
"RPS3",1.13831651826931e-40,-0.350166026866571,0.692,0.924,1.63553317344934e-36
"GABARAPL2",9.87724964502593e-36,0.287746730891852,0.29,0.66,1.41916322899733e-31
"ENO1",9.9675581396492e-33,1.21325333320802,0.565,0.634,1.4321387535048e-28
"ENSCAFG00000002541",2.13465559397582e-32,0.316608599222771,0.286,0.656,3.06707315742445e-28
"TPI1",8.91138604968392e-31,0.309467955283139,0.249,0.568,1.28038794761859e-26
"ITM2B",1.19066054483517e-29,-0.315765147068663,0.254,0.533,1.71074107081917e-25
"RALBP1",1.50253364372899e-29,1.69551193784084,0.513,0.57,2.15884033930981e-25
"COX8A",8.90790395658061e-28,0.44985118896833,0.232,0.513,1.2798876404815e-23
"ENSCAFG00000017655",1.50176519388201e-25,1.30265035531064,0.489,0.509,2.15773623056968e-21
"DLA88",2.36313120432691e-20,0.735831779645997,0.755,0.907,3.39534691437691e-16
"MSN",1.75720292823248e-19,1.36836713913949,0.472,0.538,2.52474916728443e-15
"OAZ1",2.1862035287747e-18,-0.440167505171083,0.554,0.915,3.14113723014349e-14
"DYNLRB1",2.58333559478238e-17,0.700990958883623,0.246,0.501,3.71173658258332e-13
"DLA-64",3.80742299770244e-17,0.260484709312987,0.953,0.985,5.47050536309887e-13
"ENSCAFG00000046637",5.55152003822296e-16,1.08040816192613,0.552,0.779,7.97642399091875e-12
"ATF4",4.70944432042269e-15,1.35235575576621,0.488,0.604,6.76652959958333e-11
"ENSCAFG00000043577",2.65267190252615e-12,0.267469088971526,0.405,0.755,3.81135898954957e-08
"GABARAP",2.7011711022051e-11,0.567422595689264,0.627,0.863,3.88104263964828e-07
"ELOB",3.21942883946058e-05,0.839945569522081,0.533,0.789,0.462567535653696
"SMDT1",0.000139400139276596,0.873693231547974,0.341,0.578,1
"SEPTIN7",0.000326271925418094,1.12000846780221,0.494,0.744,1
"VPS28",0.00136211559699569,1.17078597986196,0.427,0.584,1
"ATP5PF",0.0020327451607822,1.21604749247368,0.438,0.628,1
"CD47",0.00430281044963453,0.973774522234356,0.323,0.514,1
"LRRFIP1",0.0212722627949016,0.653621601190941,0.425,0.721,1
"ENSCAFG00000042598",0.0263177473220655,0.8131476103073,0.52,0.796,1
"ENSCAFG00000011134",0.0565958890482885,1.23086646110168,0.423,0.627,1
"SRP14",0.0723737831586785,1.08984061018933,0.344,0.541,1
"ENSCAFG00000029155",0.150308965137307,1.06019593832336,0.439,0.643,1
"MTDH",0.150315368469226,0.829643704074407,0.444,0.751,1
"VASP",0.218056558895961,0.809688240557268,0.371,0.552,1
"ABRACL",0.257356508748531,0.418714540812287,0.506,0.818,1
"FYB1",0.269630017128766,0.920638416100434,0.391,0.598,1
"ARPC3",0.804412434278982,0.510818422191765,0.508,0.825,1
