"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"VWA8",6.42420619472991e-57,0.288803496806047,0.597,0.462,1.05883766501538e-52,"CD4+ Naive","VWA8"
"MDN1",2.00172578706655e-56,0.282476409645734,0.322,0.207,3.29924444224308e-52,"CD4+ Naive","MDN1"
"OXCT1",2.26107841764242e-56,0.275932546192184,0.579,0.448,3.72670944795824e-52,"CD4+ Naive","OXCT1"
"NAE1",2.41544634150275e-56,0.26507564032401,0.325,0.211,3.98113866006484e-52,"CD4+ Naive","NAE1"
"MRPL1",3.89324998620987e-56,0.279917058458379,0.652,0.525,6.4168546272711e-52,"CD4+ Naive","MRPL1"
"NCK2",1.04410598114878e-55,0.263775438698725,0.569,0.429,1.72089547812941e-51,"CD4+ Naive","NCK2"
"UQCC3",1.87746894636546e-55,0.270804673111473,0.277,0.172,3.09444431739955e-51,"CD4+ Naive","UQCC3"
"AHI11",2.97910008150576e-55,0.261121559698916,0.585,0.442,4.9101527543378e-51,"CD4+ Naive","AHI1"
"HBP1",3.42899304080541e-55,0.274977123484517,0.407,0.287,5.65166632985547e-51,"CD4+ Naive","HBP1"
"MGA",7.13158393521526e-55,0.265269695492545,0.522,0.389,1.17542766420218e-50,"CD4+ Naive","MGA"
"ZNF7831",1.01932235345758e-54,0.267308713437959,0.404,0.279,1.68004710296878e-50,"CD4+ Naive","ZNF783"
"ZFP90",1.77645458718092e-54,0.270861267000588,0.296,0.19,2.9279524505916e-50,"CD4+ Naive","ZFP90"
"GSTO1",4.98721855670331e-54,0.339439766889156,0.714,0.587,8.2199336251584e-50,"CD4+ Naive","GSTO1"
"CNTRL",1.99478871095289e-53,0.253636815469786,0.697,0.571,3.28781075339255e-49,"CD4+ Naive","CNTRL"
"MRPS26",2.46050001719356e-53,0.266693678249309,0.404,0.286,4.05539612833842e-49,"CD4+ Naive","MRPS26"
"IMPDH2",8.7275346280641e-52,0.269630748315457,0.407,0.29,1.43847225739753e-47,"CD4+ Naive","IMPDH2"
"FUS",1.62147169858654e-51,0.250090540684168,0.547,0.427,2.67250965361033e-47,"CD4+ Naive","FUS"
"OXA1L",4.87620443196851e-51,0.277329870849154,0.467,0.357,8.0369601447705e-47,"CD4+ Naive","OXA1L"
"SESN3",2.8301774463695e-50,0.268516269468882,0.403,0.283,4.66469846710621e-46,"CD4+ Naive","SESN3"
"SETX",3.39145222302251e-50,0.263081373020129,0.589,0.47,5.5897915539857e-46,"CD4+ Naive","SETX"
"MPHOSPH10",6.4973990272351e-50,0.263812558203162,0.285,0.183,1.07090130766889e-45,"CD4+ Naive","MPHOSPH10"
"KAT2B",4.25530758467461e-49,0.300895956818134,0.409,0.297,7.01359796106069e-45,"CD4+ Naive","KAT2B"
"CUL5",1.43197422740262e-48,0.263782201606096,0.592,0.478,2.360179921605e-44,"CD4+ Naive","CUL5"
"DCTN1",2.12126599486597e-48,0.263166756818352,0.374,0.269,3.4962706127381e-44,"CD4+ Naive","DCTN1"
"ICE2",5.1238352175602e-48,0.278716547067186,0.277,0.178,8.44510520558272e-44,"CD4+ Naive","ICE2"
"FTO",6.40538392222257e-47,0.275066471758281,0.549,0.426,1.05573537806072e-42,"CD4+ Naive","FTO"
"TCF20",2.9460019901658e-46,0.257312908933653,0.444,0.33,4.85560048019128e-42,"CD4+ Naive","TCF20"
"PARP15",4.81580709327785e-46,0.282294651477354,0.371,0.269,7.93741325114056e-42,"CD4+ Naive","PARP15"
"LDLRAD41",7.07679420582719e-46,0.308632130522082,0.424,0.3,1.16639722100444e-41,"CD4+ Naive","LDLRAD4"
"RNF8",8.99191630655574e-46,0.259775107438182,0.38,0.275,1.48204764564652e-41,"CD4+ Naive","RNF8"
"STAU2",1.33393689614502e-45,0.275793789187587,0.446,0.327,2.19859479222623e-41,"CD4+ Naive","STAU2"
"DHX9",2.02848060311648e-44,0.256915950213696,0.554,0.45,3.34334173005658e-40,"CD4+ Naive","DHX9"
"ZC3H7A",7.25994963147182e-44,0.254750111045956,0.419,0.313,1.19658489825919e-39,"CD4+ Naive","ZC3H7A"
"CWC27",1.41702990487464e-42,0.256060723633098,0.52,0.407,2.33554868921439e-38,"CD4+ Naive","CWC27"
"ANKIB1",1.68412737024356e-42,0.251582663161807,0.577,0.474,2.77577873163544e-38,"CD4+ Naive","ANKIB1"
"ELP3",1.08958703175924e-39,0.259728849428617,0.317,0.222,1.79585734574558e-35,"CD4+ Naive","ELP3"
"EIF2B31",1.7314757521196e-39,0.258128497461965,0.399,0.293,2.85381833464352e-35,"CD4+ Naive","EIF2B3"
"SNRNP48",7.5057315534377e-39,0.370236250931242,0.356,0.267,1.2370946746376e-34,"CD4+ Naive","SNRNP48"
"LRRC8C1",6.84455449016935e-38,0.256606832796866,0.485,0.378,1.12811947106971e-33,"CD4+ Naive","LRRC8C"
"FARS2",6.13857672234539e-35,0.279820273206498,0.441,0.35,1.01176021537697e-30,"CD4+ Naive","FARS2"
"MUTYH1",4.47647202878886e-34,0.255391035197381,0.369,0.28,7.3781211978498e-30,"CD4+ Naive","MUTYH"
"SMC4",7.09325550408325e-28,0.269897007673145,0.468,0.387,1.169110372183e-23,"CD4+ Naive","SMC4"
"IL7R1",0,1.99978501497798,0.951,0.322,0,"CD4+ TEM","IL7R"
"PLCL11",0,1.5678188060429,0.774,0.233,0,"CD4+ TEM","PLCL1"
"DOCK31",0,1.55736450655541,0.905,0.364,0,"CD4+ TEM","DOCK3"
"SLC9A91",0,1.46138229886179,0.988,0.567,0,"CD4+ TEM","SLC9A9"
"MAF",0,1.41651657372404,0.683,0.114,0,"CD4+ TEM","MAF"
"RORA1",0,1.40475579734981,0.798,0.281,0,"CD4+ TEM","RORA"
"ICOS",0,1.30102831882311,0.689,0.173,0,"CD4+ TEM","ICOS"
"GALNT171",0,1.27454672542007,0.646,0.213,0,"CD4+ TEM","GALNT17"
"INPP4B1",0,1.26245967426314,0.973,0.419,0,"CD4+ TEM","INPP4B"
"SKAP12",0,1.17278736172277,0.988,0.516,0,"CD4+ TEM","SKAP1"
"ST3GAL6",0,1.16926747482299,0.692,0.204,0,"CD4+ TEM","ST3GAL6"
"PTPN13",0,1.06107651858864,0.31,0.038,0,"CD4+ TEM","PTPN13"
"CD28",0,1.05096508077933,0.582,0.126,0,"CD4+ TEM","CD28"
"CD80",0,1.02850497539255,0.634,0.186,0,"CD4+ TEM","CD80"
"MDFIC1",0,1.00808230355139,0.79,0.428,0,"CD4+ TEM","MDFIC"
"S100A52",0,0.999132174341716,0.708,0.425,0,"CD4+ TEM","S100A5"
"JAZF11",0,0.996417375643289,0.839,0.42,0,"CD4+ TEM","JAZF1"
"HIPK2",0,0.994708941593485,0.624,0.241,0,"CD4+ TEM","HIPK2"
"SFMBT21",0,0.964817890033698,0.637,0.242,0,"CD4+ TEM","SFMBT2"
"CSGALNACT11",0,0.949226125902298,0.611,0.213,0,"CD4+ TEM","CSGALNACT1"
"SYTL31",0,0.929975481502332,0.644,0.274,0,"CD4+ TEM","SYTL3"
"CD3E2",0,0.927277142415145,0.987,0.483,0,"CD4+ TEM","CD3E"
"CAMK41",0,0.920798887564588,0.91,0.404,0,"CD4+ TEM","CAMK4"
"CDK61",0,0.904455369692796,0.645,0.326,0,"CD4+ TEM","CDK6"
"MFHAS1",0,0.893700062646969,0.4,0.079,0,"CD4+ TEM","MFHAS1"
"CD521",0,0.879740191501598,0.521,0.143,0,"CD4+ TEM","CD52"
"ARL4C1",0,0.865927535324661,0.659,0.273,0,"CD4+ TEM","ARL4C"
"BCL11B1",0,0.859613946780751,0.805,0.333,0,"CD4+ TEM","BCL11B"
"CD2261",0,0.859199571989129,0.722,0.293,0,"CD4+ TEM","CD226"
"GATA3",0,0.855891092390127,0.528,0.137,0,"CD4+ TEM","GATA3"
"ETS12",0,0.841647849601858,0.998,0.668,0,"CD4+ TEM","ETS1"
"RBP4",0,0.838877320335004,0.256,0.036,0,"CD4+ TEM","RBP4"
"LTB1",0,0.819609130548876,0.979,0.584,0,"CD4+ TEM","LTB"
"PAG1",0,0.787491707883645,0.758,0.463,0,"CD4+ TEM","PAG1"
"CLIC5",0,0.774883771267567,0.556,0.208,0,"CD4+ TEM","CLIC5"
"ITK2",0,0.768576757488389,0.819,0.397,0,"CD4+ TEM","ITK"
"CD40LG",0,0.768200751478959,0.406,0.06,0,"CD4+ TEM","CD40LG"
"FAR21",0,0.767165520266959,0.525,0.18,0,"CD4+ TEM","FAR2"
"ZNRF1",0,0.761330010562468,0.622,0.3,0,"CD4+ TEM","ZNRF1"
"WWOX",0,0.757783542563422,0.795,0.539,0,"CD4+ TEM","WWOX"
"PRDX41",0,0.754195566963931,0.676,0.283,0,"CD4+ TEM","PRDX4"
"MAN2A1",0,0.739232733413385,0.824,0.521,0,"CD4+ TEM","MAN2A1"
"THEMIS3",0,0.737989105060703,0.7,0.303,0,"CD4+ TEM","THEMIS"
"TMSB10",0,0.732688079963227,0.995,0.858,0,"CD4+ TEM","TMSB10"
"S100A2",0,0.727709908454376,0.29,0.019,0,"CD4+ TEM","S100A2"
"PPEF1",0,0.716766879015529,0.277,0.045,0,"CD4+ TEM","PPEF1"
"FNBP1",0,0.712360037156587,0.906,0.699,0,"CD4+ TEM","FNBP1"
"STAT41",0,0.70951978817401,0.858,0.463,0,"CD4+ TEM","STAT4"
"CD3D2",0,0.708151497354069,0.889,0.474,0,"CD4+ TEM","CD3D"
"LY6E2",0,0.699644258772337,0.92,0.546,0,"CD4+ TEM","LY6E"
"FYN1",0,0.699465939676689,0.933,0.522,0,"CD4+ TEM","FYN"
"TNIK2",0,0.698588163938713,0.947,0.509,0,"CD4+ TEM","TNIK"
"NTAN1",0,0.69727521059847,0.62,0.281,0,"CD4+ TEM","NTAN1"
"CD3G2",0,0.690065847440344,0.801,0.368,0,"CD4+ TEM","CD3G"
"PLVAP1",0,0.68182870835334,0.592,0.24,0,"CD4+ TEM","PLVAP"
"NEDD4",0,0.678932818700858,0.499,0.184,0,"CD4+ TEM","NEDD4"
"ESYT31",0,0.676745830166719,0.482,0.181,0,"CD4+ TEM","ESYT3"
"GRAP22",0,0.667860357185253,0.614,0.268,0,"CD4+ TEM","GRAP2"
"OPTN1",0,0.662978279880644,0.802,0.483,0,"CD4+ TEM","OPTN"
"TTC39C1",0,0.659858121636463,0.51,0.231,0,"CD4+ TEM","TTC39C"
"ARHGAP42",0,0.654634661916438,0.565,0.285,0,"CD4+ TEM","ARHGAP42"
"RAPGEF51",0,0.654227148843511,0.604,0.285,0,"CD4+ TEM","RAPGEF5"
"PHTF2",0,0.647988713407112,0.591,0.31,0,"CD4+ TEM","PHTF2"
"MYCBP2",0,0.646057174583171,0.981,0.89,0,"CD4+ TEM","MYCBP2"
"PDCD41",0,0.644422894184618,0.874,0.604,0,"CD4+ TEM","PDCD4"
"LYSMD21",0,0.643602744079733,0.484,0.158,0,"CD4+ TEM","LYSMD2"
"COMMD10",0,0.632364854899929,0.745,0.468,0,"CD4+ TEM","COMMD10"
"CD441",0,0.631302001717239,0.874,0.595,0,"CD4+ TEM","CD44"
"CD51",0,0.622877897979068,0.473,0.175,0,"CD4+ TEM","CD5"
"CD21",0,0.61109767687043,0.759,0.386,0,"CD4+ TEM","CD2"
"FKBP51",0,0.610046074914433,0.71,0.426,0,"CD4+ TEM","FKBP5"
"MAGI31",0,0.608205107356954,0.57,0.293,0,"CD4+ TEM","MAGI3"
"CD61",0,0.602538125954475,0.414,0.141,0,"CD4+ TEM","CD6"
"PRKCQ2",0,0.602430080909446,0.787,0.387,0,"CD4+ TEM","PRKCQ"
"ABLIM11",0,0.601198504412314,0.677,0.325,0,"CD4+ TEM","ABLIM1"
"CORO1B1",0,0.59944778328939,0.987,0.771,0,"CD4+ TEM","CORO1B"
"RCAN2",0,0.594640279233472,0.283,0.064,0,"CD4+ TEM","RCAN2"
"MLLT32",0,0.594156725011058,0.756,0.371,0,"CD4+ TEM","MLLT3"
"GAB31",0,0.59308729625323,0.488,0.226,0,"CD4+ TEM","GAB3"
"HOPX1",0,0.59281564454548,0.841,0.548,0,"CD4+ TEM","HOPX"
"CALM12",0,0.583923755997637,0.992,0.904,0,"CD4+ TEM","CALM1"
"RGS11",0,0.580421731639713,0.402,0.163,0,"CD4+ TEM","RGS1"
"CTLA4",0,0.579324345936403,0.373,0.123,0,"CD4+ TEM","CTLA4"
"CDC42SE2",0,0.570598495111524,0.79,0.547,0,"CD4+ TEM","CDC42SE2"
"S100A11",0,0.56737511959474,0.959,0.802,0,"CD4+ TEM","S100A11"
"RNF19A",0,0.561595090640997,0.66,0.405,0,"CD4+ TEM","RNF19A"
"RGS17",0,0.560444545610802,0.276,0.071,0,"CD4+ TEM","RGS17"
"FLT3LG1",0,0.554631149810658,0.516,0.229,0,"CD4+ TEM","FLT3LG"
"GPX11",0,0.553193241638216,0.952,0.723,0,"CD4+ TEM","GPX1"
"MACF11",0,0.532557909419274,0.97,0.783,0,"CD4+ TEM","MACF1"
"EFHC2",0,0.530951074301191,0.278,0.08,0,"CD4+ TEM","EFHC2"
"GPR183",0,0.528230749113446,0.542,0.241,0,"CD4+ TEM","GPR183"
"CDADC11",0,0.522080696305365,0.768,0.506,0,"CD4+ TEM","CDADC1"
"MMD2",0,0.520124794396689,0.578,0.287,0,"CD4+ TEM","MMD"
"MYO7A1",0,0.515078131382385,0.994,0.924,0,"CD4+ TEM","MYO7A"
"LRRC1",0,0.513241821110177,0.426,0.178,0,"CD4+ TEM","LRRC1"
"MAN1A1",0,0.506155530943165,0.901,0.641,0,"CD4+ TEM","MAN1A1"
"EVA1B",0,0.502337852444384,0.491,0.227,0,"CD4+ TEM","EVA1B"
"RASA32",0,0.50093548838272,0.92,0.697,0,"CD4+ TEM","RASA3"
"TESPA1",0,0.489798087696331,0.364,0.141,0,"CD4+ TEM","TESPA1"
"KRT18",0,0.488099586339777,0.335,0.095,0,"CD4+ TEM","KRT18"
"PHACTR21",0,0.487871579018993,0.888,0.566,0,"CD4+ TEM","PHACTR2"
"KRTCAP3",0,0.475854859895246,0.284,0.069,0,"CD4+ TEM","KRTCAP3"
"HNRNPLL",0,0.47496149253375,0.388,0.157,0,"CD4+ TEM","HNRNPLL"
"CISD31",0,0.458733015439984,0.377,0.141,0,"CD4+ TEM","CISD3"
"PLAC81",0,0.438361378135514,0.921,0.538,0,"CD4+ TEM","PLAC8"
"KCNQ2",0,0.430613263431457,0.298,0.091,0,"CD4+ TEM","KCNQ2"
"B2M1",0,0.406628240100798,0.998,0.992,0,"CD4+ TEM","B2M"
"PRKCH1",0,0.362106636911562,0.735,0.4,0,"CD4+ TEM","PRKCH"
"LEF11",0,0.297199652411123,0.771,0.352,0,"CD4+ TEM","LEF1"
"TSPAN51",1.08516920997327e-295,0.60622382915395,0.459,0.211,1.78857589187794e-291,"CD4+ TEM","TSPAN5"
"SGTB",2.28446275694327e-295,0.443187211186727,0.366,0.146,3.76525151599389e-291,"CD4+ TEM","SGTB"
"PSIP12",1.56477210947388e-293,0.474527069136625,0.913,0.67,2.57905739083485e-289,"CD4+ TEM","PSIP1"
"CAB39L",6.67582581439152e-293,0.451730713722804,0.325,0.121,1.10030961072801e-288,"CD4+ TEM","CAB39L"
"RFTN11",5.34860304922532e-292,0.46890483904651,0.811,0.502,8.81556754573318e-288,"CD4+ TEM","RFTN1"
"HMGN3",5.85925243590858e-290,0.54401104436423,0.611,0.365,9.65721986486452e-286,"CD4+ TEM","HMGN3"
"TRAF51",1.16262358568496e-286,0.449980248448871,0.457,0.208,1.91623619392595e-282,"CD4+ TEM","TRAF5"
"SP1001",2.4096855036439e-284,0.46417680739028,0.938,0.783,3.97164364710588e-280,"CD4+ TEM","SP100"
"GRAMD2B2",1.57702980901678e-279,0.468931098569293,0.635,0.341,2.59926053122146e-275,"CD4+ TEM","GRAMD2B"
"ZBTB38",1.94184917736309e-275,0.509821917163695,0.574,0.325,3.20055581412985e-271,"CD4+ TEM","ZBTB38"
"CD79A2",5.23728027834522e-275,0.421745660042196,0.996,0.882,8.63208535476859e-271,"CD4+ TEM","CD79A"
"SSBP41",1.36699211427277e-274,0.445480645560671,0.619,0.35,2.25307640274438e-270,"CD4+ TEM","SSBP4"
"TCF71",2.73548344339491e-274,0.449173710300683,0.514,0.246,4.50862381140349e-270,"CD4+ TEM","TCF7"
"DGKA1",5.36303673155263e-274,0.454633211057081,0.578,0.307,8.83935714094504e-270,"CD4+ TEM","DGKA"
"CAMK1D1",9.84295619024285e-271,0.544524751571898,0.799,0.554,1.62231603927583e-266,"CD4+ TEM","CAMK1D"
"CYFIP21",1.15593089103564e-267,0.434084070443012,0.82,0.528,1.90520529460494e-263,"CD4+ TEM","CYFIP2"
"GYPC",3.32865369792616e-267,0.407315055117547,0.463,0.216,5.48628702492189e-263,"CD4+ TEM","GYPC"
"SNRK1",2.66616405526205e-265,0.482025777820761,0.868,0.671,4.39437159588292e-261,"CD4+ TEM","SNRK"
"MPP7",2.79808789159726e-265,0.506440730200213,0.371,0.155,4.61180846293061e-261,"CD4+ TEM","MPP7"
"CARD111",3.51638182634498e-265,0.453422558162666,0.606,0.328,5.7957005261818e-261,"CD4+ TEM","CARD11"
"DENND4C1",1.44469262163415e-260,0.520609592258475,0.465,0.234,2.3811423789774e-256,"CD4+ TEM","DENND4C"
"NUCB22",8.37722199956917e-260,0.428443980413653,0.827,0.563,1.38073372996899e-255,"CD4+ TEM","NUCB2"
"NFATC21",4.24094725817515e-258,0.483320527279706,0.629,0.368,6.98992927092428e-254,"CD4+ TEM","NFATC2"
"PATJ1",6.02769168752988e-258,0.430688866812337,0.375,0.159,9.93484143938675e-254,"CD4+ TEM","PATJ"
"GALNT10",6.7055420560622e-257,0.43990387375087,0.552,0.301,1.10520744168017e-252,"CD4+ TEM","GALNT10"
"RABAC1",6.20377280511531e-256,0.444375192010719,0.889,0.701,1.02250583373911e-251,"CD4+ TEM","RABAC1"
"IQGAP21",6.73080687443169e-255,0.500597621182207,0.857,0.637,1.10937158904383e-250,"CD4+ TEM","IQGAP2"
"ANKRD28",1.52858252698709e-253,0.465231423990938,0.684,0.421,2.51940972098011e-249,"CD4+ TEM","ANKRD28"
"DOCK102",6.21902904840276e-253,0.433459979673901,0.938,0.733,1.02502036775774e-248,"CD4+ TEM","DOCK10"
"PLEKHA5",1.65969844335016e-252,0.576652948307847,0.258,0.093,2.73551497432973e-248,"CD4+ TEM","PLEKHA5"
"CRIP12",3.32020823373698e-252,0.421619768079216,0.984,0.863,5.47236721084529e-248,"CD4+ TEM","CRIP1"
"S1PR1",4.02414212013998e-252,0.438066557702021,0.588,0.329,6.63259104241471e-248,"CD4+ TEM","S1PR1"
"STK17A",1.50894077312625e-251,0.469037200753646,0.618,0.382,2.48703618226668e-247,"CD4+ TEM","STK17A"
"ADIRF",1.39473124796183e-249,0.679702112267519,0.304,0.12,2.29879604289069e-245,"CD4+ TEM","ADIRF"
"GRK51",1.56253499547636e-247,0.518816722992457,0.693,0.449,2.57537017954413e-243,"CD4+ TEM","GRK5"
"HSP90AA11",3.82939768851087e-243,0.459974970800204,0.816,0.615,6.31161327020361e-239,"CD4+ TEM","HSP90AA1"
"C9H17orf99",1.61807023999779e-241,0.326330937479786,0.406,0.18,2.66690336956436e-237,"CD4+ TEM","C9H17orf99"
"RNASEH2B",6.06558724386707e-238,0.496975989387988,0.579,0.357,9.9973008953417e-234,"CD4+ TEM","RNASEH2B"
"TNFRSF25",1.57733220550613e-236,0.31519793525224,0.251,0.087,2.59975894111521e-232,"CD4+ TEM","TNFRSF25"
"TCEA31",3.34218244561823e-234,0.502179443585888,0.342,0.158,5.50858510686796e-230,"CD4+ TEM","TCEA3"
"PPP3CC",5.84599032936364e-234,0.421691598230539,0.784,0.509,9.63536126085715e-230,"CD4+ TEM","PPP3CC"
"CMA11",5.7239297974692e-233,0.35798920272266,0.263,0.094,9.43418109218873e-229,"CD4+ TEM","CMA1"
"SPATS2L",1.03051230375572e-228,0.416596195824705,0.439,0.218,1.69849037905017e-224,"CD4+ TEM","SPATS2L"
"ARAP21",2.04861116633301e-228,0.390441369471314,0.714,0.429,3.37652092435007e-224,"CD4+ TEM","ARAP2"
"TRIM37",2.87849396667803e-228,0.490152476145565,0.591,0.357,4.74433375587872e-224,"CD4+ TEM","TRIM37"
"IL27RA2",8.15278644301239e-228,0.376313846879705,0.623,0.349,1.3437422615373e-223,"CD4+ TEM","IL27RA"
"JAK11",1.10410499594904e-226,0.337525605321638,0.984,0.886,1.81978585432322e-222,"CD4+ TEM","JAK1"
"SP1101",1.09859519541739e-225,0.435066929574726,0.807,0.604,1.81070460108694e-221,"CD4+ TEM","SP110"
"UBA522",6.41611607140951e-225,0.338676020526282,0.994,0.909,1.05750425088972e-220,"CD4+ TEM","UBA52"
"GBP1",7.75148204391067e-225,0.509433990891906,0.677,0.465,1.27759927047736e-220,"CD4+ TEM","GBP1"
"BICDL1",2.11879872929613e-224,0.399917690686314,0.259,0.096,3.49220406562588e-220,"CD4+ TEM","BICDL1"
"FBXL2",1.78976387635658e-221,0.483060494824589,0.369,0.171,2.94988882101092e-217,"CD4+ TEM","FBXL2"
"CCND21",2.02955275106069e-221,0.436871655920116,0.441,0.22,3.34510884429824e-217,"CD4+ TEM","CCND2"
"PSME2",2.28587098332463e-221,0.482969923308917,0.686,0.468,3.76757255471566e-217,"CD4+ TEM","PSME2"
"LCP2",4.43701197879181e-221,0.403999295601436,0.676,0.445,7.31308314344466e-217,"CD4+ TEM","LCP2"
"ABHD151",4.55784677140419e-221,0.282222789955944,0.275,0.103,7.51224304862839e-217,"CD4+ TEM","ABHD15"
"REEP31",1.37191219766561e-219,0.513921030734546,0.53,0.309,2.26118568419246e-215,"CD4+ TEM","REEP3"
"PSMB9",1.43626343903628e-218,0.393755425487651,0.935,0.776,2.3672494002196e-214,"CD4+ TEM","PSMB9"
"ANKH1",1.86468268412617e-215,0.421625597335867,0.568,0.322,3.07336999997675e-211,"CD4+ TEM","ANKH"
"SEPTIN61",4.58428357041382e-215,0.361686639925529,0.925,0.701,7.55581618075606e-211,"CD4+ TEM","SEPTIN6"
"GBGT1",7.91721646884722e-215,0.352033323378854,0.268,0.109,1.3049156183954e-210,"CD4+ TEM","GBGT1"
"HSPA81",1.87302577333729e-214,0.389506457404681,0.932,0.774,3.08712107961452e-210,"CD4+ TEM","HSPA8"
"ITGB1",1.33567876853598e-213,0.767371901662588,0.571,0.402,2.201465746301e-209,"CD4+ TEM","ITGB1"
"ATP6V0E1",5.75303911552413e-213,0.277281161815759,0.972,0.889,9.48215907020687e-209,"CD4+ TEM","ATP6V0E1"
"NLRC5",1.36239018229664e-211,0.392394561252942,0.455,0.245,2.24549149846133e-207,"CD4+ TEM","NLRC5"
"ARHGAP10",2.20601359370467e-211,0.314545380672632,0.4,0.197,3.63595160514404e-207,"CD4+ TEM","ARHGAP10"
"INTS6L",1.22853624821685e-210,0.355604590179129,0.281,0.115,2.02487344431101e-206,"CD4+ TEM","INTS6L"
"YEATS21",1.97060904142463e-207,0.415151023690692,0.636,0.404,3.24795782207607e-203,"CD4+ TEM","YEATS2"
"IFGGB21",6.32972812639753e-207,0.433150242031907,0.368,0.172,1.04326578979284e-202,"CD4+ TEM","IFGGB2"
"NDFIP1",3.0735128494452e-205,0.376617125319778,0.795,0.591,5.06576387845557e-201,"CD4+ TEM","NDFIP1"
"ATXN1",1.56512804892185e-204,0.445101865564301,0.716,0.491,2.57964405023299e-200,"CD4+ TEM","ATXN1"
"B4GALT51",2.07411139130521e-204,0.438320620185363,0.679,0.453,3.41855039514924e-200,"CD4+ TEM","B4GALT5"
"YWHAH1",2.41351766156918e-204,0.40526620948654,0.581,0.362,3.97795980979833e-200,"CD4+ TEM","YWHAH"
"TBC1D51",5.45438109076029e-203,0.340199668365419,0.971,0.814,8.98991091379111e-199,"CD4+ TEM","TBC1D5"
"BCL21",6.21568875017684e-203,0.287058393779691,0.854,0.544,1.02446981980415e-198,"CD4+ TEM","BCL2"
"PTPN41",3.1832753671366e-202,0.464491492801307,0.432,0.227,5.24667446011454e-198,"CD4+ TEM","PTPN4"
"UEVLD",3.05423867439948e-201,0.409969442824136,0.411,0.214,5.03399618314522e-197,"CD4+ TEM","UEVLD"
"ELOVL51",7.63698319153836e-201,0.392436433027078,0.657,0.433,1.25872756962935e-196,"CD4+ TEM","ELOVL5"
"STT3B",1.04449572626977e-200,0.441504232759192,0.532,0.327,1.72153785603784e-196,"CD4+ TEM","STT3B"
"MALT11",6.64583320791988e-200,0.448574032156397,0.64,0.42,1.09536622932935e-195,"CD4+ TEM","MALT1"
"TOX2",1.4157121343997e-199,0.616948240091762,0.583,0.352,2.33337673991758e-195,"CD4+ TEM","TOX"
"PLEKHA12",1.89216334315484e-198,0.399050352212158,0.481,0.265,3.1186636221878e-194,"CD4+ TEM","PLEKHA1"
"LGALS11",3.1319750795084e-198,0.295023925297003,0.846,0.584,5.16212132604575e-194,"CD4+ TEM","LGALS1"
"THY11",1.88635745455558e-197,0.378344601696071,0.48,0.267,3.10909435659851e-193,"CD4+ TEM","THY1"
"INTS101",3.3000327011416e-196,0.41680289544993,0.52,0.314,5.43911389802159e-192,"CD4+ TEM","INTS10"
"RALGAPA11",4.93162256419198e-193,0.402874887613514,0.645,0.41,8.12830031030123e-189,"CD4+ TEM","RALGAPA1"
"LCK1",5.41689326486138e-193,0.326358789150237,0.409,0.201,8.92812347914453e-189,"CD4+ TEM","LCK"
"NSD31",1.43370225099231e-192,0.405601633874313,0.79,0.603,2.36302805008553e-188,"CD4+ TEM","NSD3"
"HSP90AB11",2.50366924561141e-192,0.35644411159366,0.948,0.766,4.12654765061673e-188,"CD4+ TEM","HSP90AB1"
"IL18R1",8.17128987047587e-192,0.310478041780198,0.354,0.164,1.34679199645183e-187,"CD4+ TEM","IL18R1"
"EXOC6B",4.20471180613542e-191,0.482097004907003,0.783,0.583,6.9302059988724e-187,"CD4+ TEM","EXOC6B"
"ZAP701",8.14000403213203e-190,0.320871149654436,0.404,0.198,1.341635464576e-185,"CD4+ TEM","ZAP70"
"STK391",1.70563601492476e-189,0.342114061317236,0.509,0.277,2.81122927979899e-185,"CD4+ TEM","STK39"
"MTSS11",3.72990732798525e-189,0.525741394499307,0.53,0.329,6.14763325798528e-185,"CD4+ TEM","MTSS1"
"SUMO2",1.13655964740119e-188,0.357717334997473,0.928,0.762,1.87327761084664e-184,"CD4+ TEM","SUMO2"
"MBNL1",2.96399294272309e-187,0.282843047024182,0.994,0.948,4.8852531681962e-183,"CD4+ TEM","MBNL1"
"HIVEP2",3.33813869485652e-187,0.370416737284192,0.354,0.171,5.50192019686252e-183,"CD4+ TEM","HIVEP2"
"KLF122",5.97931283695523e-186,0.336468486493279,0.924,0.64,9.85510341786961e-182,"CD4+ TEM","KLF12"
"SLC4A7",3.50332623804034e-183,0.399039326740644,0.749,0.543,5.77418230553809e-179,"CD4+ TEM","SLC4A7"
"TMEM651",1.65816530097276e-181,0.555773281254563,0.386,0.214,2.73298804906331e-177,"CD4+ TEM","TMEM65"
"CAB39",1.51206680596213e-180,0.390647481416355,0.684,0.477,2.49218850958678e-176,"CD4+ TEM","CAB39"
"NHP2",7.12706378436598e-180,0.391982360236813,0.512,0.309,1.1746826529392e-175,"CD4+ TEM","NHP2"
"RDX1",2.73537807401559e-179,0.277588816927663,0.696,0.46,4.50845014159249e-175,"CD4+ TEM","RDX"
"ZNF292",3.36203458079124e-179,0.388206343151688,0.763,0.568,5.54130539606012e-175,"CD4+ TEM","ZNF292"
"USP131",9.37056814338996e-179,0.327630494066907,0.254,0.105,1.54445704139353e-174,"CD4+ TEM","USP13"
"EVL2",2.7013537077214e-178,0.354812219982264,0.476,0.264,4.4523711810664e-174,"CD4+ TEM","EVL"
