"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ANXA1",0,2.00603446609593,0.949,0.341,0,"Monocyte","ANXA1"
"ANXA2",0,2.00238983080392,0.947,0.351,0,"Monocyte","ANXA2"
"AHR",0,1.98046300125691,0.863,0.129,0,"Monocyte","AHR"
"DPYD",0,1.9802401680735,0.996,0.345,0,"Monocyte","DPYD"
"VIM",0,1.97179466266334,0.996,0.887,0,"Monocyte","VIM"
"CXCL8",0,1.93289787697545,0.531,0.164,0,"Monocyte","CXCL8"
"NPC2",0,1.92939619485003,0.881,0.154,0,"Monocyte","NPC2"
"NFKBID",0,1.91884104750028,0.987,0.223,0,"Monocyte","NFKBID"
"PLCB1",0,1.91722080017152,0.947,0.222,0,"Monocyte","PLCB1"
"ABCA5",0,1.90278948833813,0.87,0.088,0,"Monocyte","ABCA5"
"SBF2",0,1.90063787817242,0.911,0.203,0,"Monocyte","SBF2"
"RBM47",0,1.87026108942318,0.865,0.079,0,"Monocyte","RBM47"
"SGMS1",0,1.86671287318521,0.94,0.216,0,"Monocyte","SGMS1"
"SLC8A1",0,1.8596259653767,0.609,0.036,0,"Monocyte","SLC8A1"
"PLXDC2",0,1.83195923434899,0.813,0.063,0,"Monocyte","PLXDC2"
"CHN2",0,1.83111617615752,0.88,0.139,0,"Monocyte","CHN2"
"SULF2",0,1.82464253877617,0.868,0.028,0,"Monocyte","SULF2"
"DGKG",0,1.82272417330794,0.835,0.035,0,"Monocyte","DGKG"
"AP1S2",0,1.80790653441655,0.914,0.13,0,"Monocyte","AP1S2"
"SLC16A7",0,1.80121920834666,0.859,0.107,0,"Monocyte","SLC16A7"
"DPYSL2",0,1.76264231691725,0.841,0.09,0,"Monocyte","DPYSL2"
"EXT1",0,1.75057441762243,0.826,0.207,0,"Monocyte","EXT1"
"PSAP",0,1.74238310884508,0.919,0.131,0,"Monocyte","PSAP"
"NEBL",0,1.72947508780833,0.689,0.03,0,"Monocyte","NEBL"
"LY86",0,1.72920577245316,0.878,0.07,0,"Monocyte","LY86"
"APP",0,1.72207035471371,0.768,0.073,0,"Monocyte","APP"
"CD74",0,1.7192457291095,0.955,0.738,0,"Monocyte","CD74"
"MBOAT1",0,1.71415042232591,0.964,0.511,0,"Monocyte","MBOAT1"
"IL1B",0,1.71157944022675,0.253,0.013,0,"Monocyte","IL1B"
"DOCK1",0,1.70635018309224,0.822,0.032,0,"Monocyte","DOCK1"
"EHD4",0,1.70497394127581,0.802,0.056,0,"Monocyte","EHD4"
"SERPINB10",0,1.69816485792127,0.778,0.012,0,"Monocyte","SERPINB10"
"AIF1",0,1.69663178523646,0.925,0.077,0,"Monocyte","AIF1"
"ARHGAP22",0,1.68877593345074,0.764,0.028,0,"Monocyte","ARHGAP22"
"MARCHF1",0,1.68803544497235,0.979,0.281,0,"Monocyte","MARCHF1"
"NLRP1",0,1.67239804407924,0.844,0.02,0,"Monocyte","NLRP1"
"CSF1R",0,1.6711232120705,0.854,0.021,0,"Monocyte","CSF1R"
"SAMHD1",0,1.64888388723365,0.861,0.178,0,"Monocyte","SAMHD1"
"PLXNA4",0,1.62208632040038,0.693,0.076,0,"Monocyte","PLXNA4"
"PRKN",0,1.62121159116501,0.831,0.222,0,"Monocyte","PRKN"
"FOS",0,1.61532543968244,0.785,0.107,0,"Monocyte","FOS"
"CD86",0,1.60181522220863,0.805,0.03,0,"Monocyte","CD86"
"XDH",0,1.59151040489537,0.815,0.011,0,"Monocyte","XDH"
"PTGR1",0,1.58360639293114,0.952,0.346,0,"Monocyte","PTGR1"
"STARD13",0,1.58134343957008,0.633,0.073,0,"Monocyte","STARD13"
"BLOC1S6",0,1.57463384987009,0.771,0.198,0,"Monocyte","BLOC1S6"
"LYST",0,1.56876227083719,0.974,0.682,0,"Monocyte","LYST"
"TNFSF13",0,1.56669850325821,0.793,0.007,0,"Monocyte","TNFSF13"
"CYBA",0,1.56365896660274,0.983,0.649,0,"Monocyte","CYBA"
"TGFBI",0,1.55514571390101,0.893,0.072,0,"Monocyte","TGFBI"
"TBC1D8",0,1.54711460342111,0.784,0.06,0,"Monocyte","TBC1D8"
"RNF150",0,1.54571892875577,0.67,0.049,0,"Monocyte","RNF150"
"LYN",0,1.5360131930159,0.981,0.324,0,"Monocyte","LYN"
"C5AR1",0,1.51965100674386,0.902,0.118,0,"Monocyte","C5AR1"
"GNAQ",0,1.48044780036087,0.954,0.171,0,"Monocyte","GNAQ"
"CFP",0,1.4759574980081,0.808,0.033,0,"Monocyte","CFP"
"QKI",0,1.47358022213802,0.967,0.446,0,"Monocyte","QKI"
"TREM1",0,1.47210856365073,0.871,0.052,0,"Monocyte","TREM1"
"SLC2A9",0,1.46663515149,0.764,0.014,0,"Monocyte","SLC2A9"
"AOAH",0,1.45679142897671,0.955,0.353,0,"Monocyte","AOAH"
"MAP3K20",0,1.45533627457903,0.779,0.065,0,"Monocyte","MAP3K20"
"CASP4",0,1.45440472717129,0.833,0.046,0,"Monocyte","CASP4"
"CD300H",0,1.45137408211721,0.748,0.021,0,"Monocyte","CD300H"
"WDFY3",0,1.45039738953342,0.884,0.082,0,"Monocyte","WDFY3"
"GFI1",0,1.4465205447026,0.918,0.248,0,"Monocyte","GFI1"
"PDE8A",0,1.44188260341831,0.887,0.218,0,"Monocyte","PDE8A"
"EPB41L3",0,1.4364568843258,0.741,0.018,0,"Monocyte","EPB41L3"
"PYCARD",0,1.43119012135912,0.743,0.023,0,"Monocyte","PYCARD"
"HNMT",0,1.42881005415161,0.743,0.014,0,"Monocyte","HNMT"
"ALAS1",0,1.42848085712591,0.641,0.184,0,"Monocyte","ALAS1"
"TKT",0,1.42832845545354,0.956,0.457,0,"Monocyte","TKT"
"ATP8B4",0,1.42713884730442,0.932,0.196,0,"Monocyte","ATP8B4"
"MX2",0,1.42463441661279,0.807,0.188,0,"Monocyte","MX2"
"VRK2",0,1.42380430390507,0.853,0.179,0,"Monocyte","VRK2"
"OGFRL1",0,1.41882145917314,0.849,0.081,0,"Monocyte","OGFRL1"
"ANPEP",0,1.41337915365842,0.772,0.014,0,"Monocyte","ANPEP"
"SNX24",0,1.40405314772543,0.716,0.051,0,"Monocyte","SNX24"
"B3GLCT",0,1.40290566245124,0.831,0.215,0,"Monocyte","B3GLCT"
"NFE2L2",0,1.39256809402931,0.836,0.115,0,"Monocyte","NFE2L2"
"NLRP3",0,1.39245046406878,0.923,0.087,0,"Monocyte","NLRP3"
"ARHGAP26",0,1.38245540838039,0.965,0.429,0,"Monocyte","ARHGAP26"
"GAS7",0,1.37644639671362,0.741,0.038,0,"Monocyte","GAS7"
"ATG3",0,1.35704476372273,0.949,0.392,0,"Monocyte","ATG3"
"IRAK2",0,1.34530113813681,0.583,0.151,0,"Monocyte","IRAK2"
"RHOB",0,1.33503323587617,0.572,0.045,0,"Monocyte","RHOB"
"SCARB2",0,1.33428880412013,0.937,0.165,0,"Monocyte","SCARB2"
"NAV1",0,1.33223805615032,0.782,0.072,0,"Monocyte","NAV1"
"ENO1",0,1.32435915295756,0.94,0.525,0,"Monocyte","ENO1"
"LRP1",0,1.32032406811423,0.755,0.008,0,"Monocyte","LRP1"
"LGALS1",0,1.31754022743323,0.933,0.577,0,"Monocyte","LGALS1"
"FGF10",0,1.30816080878258,0.46,0.007,0,"Monocyte","FGF10"
"CCSER1",0,1.30401102512079,0.774,0.108,0,"Monocyte","CCSER1"
"TFEC",0,1.30219393801718,0.71,0.037,0,"Monocyte","TFEC"
"TNS1",0,1.30140174341584,0.733,0.079,0,"Monocyte","TNS1"
"PRSS57",0,1.30105702929176,0.85,0.064,0,"Monocyte","PRSS57"
"YBX3",0,1.2867247036856,0.821,0.124,0,"Monocyte","YBX3"
"TPST1",0,1.28445888797374,0.729,0.153,0,"Monocyte","TPST1"
"DENND5A",0,1.2810083646863,0.987,0.556,0,"Monocyte","DENND5A"
"BANK1",0,1.27936506331379,0.908,0.192,0,"Monocyte","BANK1"
"ACOXL",0,1.27899042948891,0.771,0.182,0,"Monocyte","ACOXL"
"SNX3",0,1.27692797286464,0.979,0.659,0,"Monocyte","SNX3"
"FTL",0,1.27436191464169,0.99,0.928,0,"Monocyte","FTL"
"CAPG",0,1.26892805418926,0.98,0.629,0,"Monocyte","CAPG"
"ATP2B1",0,1.26857776643689,0.938,0.388,0,"Monocyte","ATP2B1"
"DDX60",0,1.26703369184148,0.547,0.06,0,"Monocyte","DDX60"
"FMNL2",0,1.26600139757669,0.8,0.092,0,"Monocyte","FMNL2"
"MGST1",0,1.25786999982973,0.867,0.066,0,"Monocyte","MGST1"
"RBPJ",0,1.25220839540543,0.961,0.529,0,"Monocyte","RBPJ"
"TMEM170B",0,1.25137365431832,0.87,0.232,0,"Monocyte","TMEM170B"
"RNF144B",0,1.24807513722314,0.825,0.072,0,"Monocyte","RNF144B"
"TBXAS1",0,1.23083194401506,0.92,0.119,0,"Monocyte","TBXAS1"
"HMOX1",0,1.22190704797034,0.709,0.024,0,"Monocyte","HMOX1"
"FGD4",0,1.2167440361176,0.864,0.155,0,"Monocyte","FGD4"
"GLCE",0,1.21403569800996,0.605,0.081,0,"Monocyte","GLCE"
"NFKBIZ",0,1.21373998317124,0.566,0.165,0,"Monocyte","NFKBIZ"
"RIN2",0,1.20968756777039,0.696,0.039,0,"Monocyte","RIN2"
"CTSH",0,1.20498784551219,0.792,0.065,0,"Monocyte","CTSH"
"LMNB1",0,1.19722594350358,0.648,0.276,0,"Monocyte","LMNB1"
"AKT3",0,1.19647588279612,0.955,0.633,0,"Monocyte","AKT3"
"MYOF",0,1.19136476850715,0.739,0.063,0,"Monocyte","MYOF"
"HAVCR1",0,1.19027273470751,0.585,0.058,0,"Monocyte","HAVCR1"
"CAST",0,1.18929778829805,0.966,0.606,0,"Monocyte","CAST"
"GAB2",0,1.18725489936294,0.975,0.485,0,"Monocyte","GAB2"
"VSIR",0,1.182765475492,0.974,0.457,0,"Monocyte","VSIR"
"GBE1",0,1.1764076016475,0.879,0.322,0,"Monocyte","GBE1"
"LCN2",0,1.17510396828624,0.505,0.007,0,"Monocyte","LCN2"
"PARP4",0,1.16605946397642,0.934,0.412,0,"Monocyte","PARP4"
"PPM1L",0,1.16367903653286,0.576,0.116,0,"Monocyte","PPM1L"
"STXBP6",0,1.15440257983697,0.466,0.027,0,"Monocyte","STXBP6"
"FGL2",0,1.15311400758941,0.932,0.218,0,"Monocyte","FGL2"
"ADAM28",0,1.15188283593066,0.657,0.017,0,"Monocyte","ADAM28"
"FTH1.1",0,1.1467248082506,0.993,0.962,0,"Monocyte","FTH1.1"
"REL",0,1.14391924064963,0.849,0.449,0,"Monocyte","REL"
"SCLY",0,1.14213709571161,0.726,0.05,0,"Monocyte","SCLY"
"CYFIP1",0,1.14091505581123,0.631,0.017,0,"Monocyte","CYFIP1"
"ZFP36",0,1.13969649872617,0.845,0.279,0,"Monocyte","ZFP36"
"SPI1",0,1.13762732843019,0.946,0.163,0,"Monocyte","SPI1"
"ST7",0,1.13635160974242,0.654,0.056,0,"Monocyte","ST7"
"CLEC12A",0,1.13121204239736,0.755,0.056,0,"Monocyte","CLEC12A"
"TET2",0,1.13049696944881,0.919,0.422,0,"Monocyte","TET2"
"TRPS1",0,1.12886001756783,0.937,0.586,0,"Monocyte","TRPS1"
"EIF4A1",0,1.12865370536272,0.95,0.689,0,"Monocyte","EIF4A1"
"TIAM1",0,1.12599026272238,0.857,0.252,0,"Monocyte","TIAM1"
"AP2A2",0,1.12321918312021,0.786,0.19,0,"Monocyte","AP2A2"
"DLEC1",0,1.11876822591167,0.652,0.039,0,"Monocyte","DLEC1"
"CREB5",0,1.11571483431414,0.703,0.09,0,"Monocyte","CREB5"
"SHTN1",0,1.11346716230868,0.769,0.134,0,"Monocyte","SHTN1"
"ZNF516",0,1.11249895383077,0.673,0.06,0,"Monocyte","ZNF516"
"MPP1",0,1.11121739355693,0.811,0.094,0,"Monocyte","MPP1"
"ZNF710",0,1.11084928601804,0.825,0.217,0,"Monocyte","ZNF710"
"ANXA5",0,1.10857309624452,0.79,0.187,0,"Monocyte","ANXA5"
"KCNQ1",0,1.10400422341935,0.71,0.035,0,"Monocyte","KCNQ1"
"APBA1",0,1.10192308382213,0.529,0.026,0,"Monocyte","APBA1"
"ACSS1",0,1.09857965243224,0.87,0.177,0,"Monocyte","ACSS1"
"OSBPL11",0,1.0921656189022,0.888,0.315,0,"Monocyte","OSBPL11"
"SLC37A2",0,1.08091360344699,0.701,0.041,0,"Monocyte","SLC37A2"
"CTSZ",0,1.08079966980058,0.799,0.109,0,"Monocyte","CTSZ"
"DLA-DMA",0,1.08029007740215,0.906,0.383,0,"Monocyte","DLA-DMA"
"CTNNA1",0,1.07657335564924,0.76,0.161,0,"Monocyte","CTNNA1"
"AHNAK",0,1.074055447186,0.704,0.182,0,"Monocyte","AHNAK"
"PGK1",0,1.07272633728534,0.901,0.326,0,"Monocyte","PGK1"
"SH3BGRL",0,1.07123291755013,0.567,0.047,0,"Monocyte","SH3BGRL"
"MGST3",0,1.06902633958993,0.867,0.317,0,"Monocyte","MGST3"
"SIPA1L1",0,1.0666254240225,0.751,0.2,0,"Monocyte","SIPA1L1"
"DOCK7",0,1.06529492938428,0.626,0.051,0,"Monocyte","DOCK7"
"ETV6",0,1.0618254257191,0.936,0.429,0,"Monocyte","ETV6"
"CAPZA2",0,1.05796513301043,0.965,0.59,0,"Monocyte","CAPZA2"
"RNPEP",0,1.05014095683612,0.804,0.116,0,"Monocyte","RNPEP"
"NRP2",0,1.04656579652606,0.478,0.019,0,"Monocyte","NRP2"
"NAMPT",0,1.03873932609253,0.76,0.259,0,"Monocyte","NAMPT"
"SLC2A13",0,1.03724840565217,0.71,0.183,0,"Monocyte","SLC2A13"
"GUSB",0,1.03685689604995,0.793,0.153,0,"Monocyte","GUSB"
"LAMP2",0,1.03573801635263,0.834,0.185,0,"Monocyte","LAMP2"
"ANO6",0,1.03330043737381,0.875,0.348,0,"Monocyte","ANO6"
"DLA-DRA",0,1.02497310420785,0.963,0.857,0,"Monocyte","DLA-DRA"
"SLC7A7",0,1.02211248858459,0.606,0.016,0,"Monocyte","SLC7A7"
"LY96",0,1.01256973308704,0.799,0.078,0,"Monocyte","LY96"
"YTHDF3",0,1.0107331252446,0.636,0.232,0,"Monocyte","YTHDF3"
"PSTPIP2",0,1.00740245449224,0.814,0.123,0,"Monocyte","PSTPIP2"
"ZFHX3",0,1.00479719899575,0.612,0.024,0,"Monocyte","ZFHX3"
"WLS",0,1.00451909403265,0.771,0.062,0,"Monocyte","WLS"
"PGLS",0,1.0034086964199,0.932,0.361,0,"Monocyte","PGLS"
"SAT1",0,0.994798477179565,0.904,0.269,0,"Monocyte","SAT1"
"SLC46A2",0,0.993625414105125,0.637,0.022,0,"Monocyte","SLC46A2"
"PLXNC1",0,0.992712810107447,0.974,0.323,0,"Monocyte","PLXNC1"
"GLUL",0,0.990327913494724,0.907,0.203,0,"Monocyte","GLUL"
"BAZ2B",0,0.987756652923923,0.911,0.257,0,"Monocyte","BAZ2B"
"ATP1A1",0,0.985725079239055,0.78,0.202,0,"Monocyte","ATP1A1"
"MAPKAPK5",0,0.971967401278974,0.761,0.152,0,"Monocyte","MAPKAPK5"
"PLA2G4A",0,0.971230735471885,0.625,0.034,0,"Monocyte","PLA2G4A"
"ARHGAP17",0,0.969524190127176,0.866,0.314,0,"Monocyte","ARHGAP17"
"LPCAT2",0,0.969327378993385,0.851,0.101,0,"Monocyte","LPCAT2"
"ANKS1A",0,0.96807843541958,0.868,0.295,0,"Monocyte","ANKS1A"
"ETS2",0,0.963431511169918,0.543,0.069,0,"Monocyte","ETS2"
"EMP3",0,0.959924086021734,0.962,0.765,0,"Monocyte","EMP3"
"MGLL",0,0.959591806522484,0.575,0.097,0,"Monocyte","MGLL"
"FRMD4B",0,0.957630604811804,0.484,0.02,0,"Monocyte","FRMD4B"
"LTF",0,0.957374779678799,0.251,0.043,0,"Monocyte","LTF"
"METRNL",0,0.9544473557038,0.669,0.056,0,"Monocyte","METRNL"
"FCER1G",0,0.954335161820864,0.936,0.218,0,"Monocyte","FCER1G"
"CSTB",0,0.952572761459951,0.95,0.473,0,"Monocyte","CSTB"
"OAS2",0,0.949996143521336,0.458,0.018,0,"Monocyte","OAS2"
"IGF1R",0,0.949134805553621,0.619,0.167,0,"Monocyte","IGF1R"
"FXYD5",0,0.946781452503744,0.97,0.62,0,"Monocyte","FXYD5"
"MAFF",0,0.937646766692894,0.322,0.009,0,"Monocyte","MAFF"
"FUCA1",0,0.93507172301563,0.891,0.337,0,"Monocyte","FUCA1"
"LACTB",0,0.933677579407141,0.827,0.219,0,"Monocyte","LACTB"
"NCF2",0,0.932453897713739,0.793,0.128,0,"Monocyte","NCF2"
"HGF",0,0.930348939190731,0.475,0.007,0,"Monocyte","HGF"
"KYNU",0,0.930342706375568,0.604,0.066,0,"Monocyte","KYNU"
"DLA-DQA1",0,0.926885021455983,0.814,0.386,0,"Monocyte","DLA-DQA1"
"ST3GAL5",0,0.92653938241273,0.744,0.288,0,"Monocyte","ST3GAL5"
"RNASEK",0,0.919357475773161,0.961,0.564,0,"Monocyte","RNASEK"
"SH2B2",0,0.916083309309411,0.686,0.038,0,"Monocyte","SH2B2"
"CD302",0,0.914845483259643,0.668,0.068,0,"Monocyte","CD302"
"RRBP1",0,0.911377192319778,0.698,0.15,0,"Monocyte","RRBP1"
"FGD2",0,0.909198540533227,0.64,0.047,0,"Monocyte","FGD2"
"KLF3",0,0.907299602490433,0.951,0.637,0,"Monocyte","KLF3"
"TPD52",0,0.90716424861255,0.814,0.184,0,"Monocyte","TPD52"
"MSN",0,0.906386264998036,0.935,0.519,0,"Monocyte","MSN"
"CFLAR",0,0.905719049348263,0.874,0.582,0,"Monocyte","CFLAR"
"CUX1",0,0.903988966650623,0.903,0.415,0,"Monocyte","CUX1"
"VMP1",0,0.903563796662518,0.874,0.44,0,"Monocyte","VMP1"
"RAB8B",0,0.901457127534679,0.872,0.412,0,"Monocyte","RAB8B"
"MAML3",0,0.898357921968931,0.897,0.358,0,"Monocyte","MAML3"
"IFI30",0,0.890950805159518,0.808,0.219,0,"Monocyte","IFI30"
"GSE1",0,0.886749941851668,0.858,0.314,0,"Monocyte","GSE1"
"ABCA1",0,0.883768102513838,0.655,0.194,0,"Monocyte","ABCA1"
"SYK",0,0.882292721095334,0.966,0.292,0,"Monocyte","SYK"
"PLEC",0,0.879573167314026,0.774,0.202,0,"Monocyte","PLEC"
"FKBP11",0,0.878084211269322,0.698,0.112,0,"Monocyte","FKBP11"
"MEFV",0,0.877263518096403,0.458,0.014,0,"Monocyte","MEFV"
"S100A5",0,0.874696915618528,0.855,0.409,0,"Monocyte","S100A5"
"DOCK4",0,0.874420393645756,0.485,0.046,0,"Monocyte","DOCK4"
"RAB31",0,0.872578928697742,0.798,0.169,0,"Monocyte","RAB31"
"MS4A2",0,0.872135690502043,0.396,0.008,0,"Monocyte","MS4A2"
"IRF5",0,0.870994315296616,0.681,0.089,0,"Monocyte","IRF5"
"ARHGEF10L",0,0.869322087797507,0.571,0.01,0,"Monocyte","ARHGEF10L"
"PDCD1LG2",0,0.866115677293624,0.397,0.006,0,"Monocyte","PDCD1LG2"
"OPN3",0,0.865378975351553,0.866,0.308,0,"Monocyte","OPN3"
"DIAPH2",0,0.863723015287603,0.978,0.869,0,"Monocyte","DIAPH2"
"PNP",0,0.863718601061991,0.782,0.23,0,"Monocyte","PNP"
"CPEB2",0,0.860693603418242,0.815,0.295,0,"Monocyte","CPEB2"
"TMC4",0,0.859625922524057,0.686,0.109,0,"Monocyte","TMC4"
"LRRK2",0,0.855554949145813,0.944,0.225,0,"Monocyte","LRRK2"
"AP2M1",0,0.852946671940826,0.822,0.271,0,"Monocyte","AP2M1"
"SLC11A1",0,0.849829700098358,0.686,0.057,0,"Monocyte","SLC11A1"
"IQGAP1",0,0.849652186161256,0.985,0.856,0,"Monocyte","IQGAP1"
"GGH",0,0.849477323727385,0.985,0.338,0,"Monocyte","GGH"
"PGD",0,0.846764818601222,0.779,0.12,0,"Monocyte","PGD"
"CTBP2",0,0.844991517346244,0.595,0.08,0,"Monocyte","CTBP2"
"HPCAL1",0,0.843473431094901,0.681,0.143,0,"Monocyte","HPCAL1"
"ARPC1B",0,0.837865465871347,0.988,0.817,0,"Monocyte","ARPC1B"
"LGALS3",0,0.83759513832111,0.939,0.272,0,"Monocyte","LGALS3"
"CLIC4",0,0.836012026718611,0.461,0.072,0,"Monocyte","CLIC4"
"RREB1",0,0.835899636000742,0.876,0.389,0,"Monocyte","RREB1"
"BACH1",0,0.83387009275146,0.819,0.244,0,"Monocyte","BACH1"
"MCTP1",0,0.831329665410444,0.944,0.218,0,"Monocyte","MCTP1"
"HK1",0,0.826487377704215,0.884,0.329,0,"Monocyte","HK1"
"ATOX1",0,0.826165379512612,0.845,0.294,0,"Monocyte","ATOX1"
"SYNJ1",0,0.825921706604236,0.835,0.257,0,"Monocyte","SYNJ1"
"NOTCH2",0,0.825411931923414,0.97,0.511,0,"Monocyte","NOTCH2"
"XYLT1",0,0.823646013950089,0.766,0.359,0,"Monocyte","XYLT1"
"COTL1",0,0.822441618208874,0.948,0.396,0,"Monocyte","COTL1"
"FRY",0,0.818571641639573,0.938,0.182,0,"Monocyte","FRY"
"PDXK",0,0.818518358472625,0.651,0.058,0,"Monocyte","PDXK"
"HK3",0,0.817258367185622,0.612,0.047,0,"Monocyte","HK3"
"CD63",0,0.816347590942416,0.941,0.591,0,"Monocyte","CD63"
"AAK1",0,0.814832163525733,0.849,0.389,0,"Monocyte","AAK1"
"GRB10",0,0.814468800794707,0.555,0.074,0,"Monocyte","GRB10"
"MT1E",0,0.813451281264793,0.323,0.064,0,"Monocyte","MT1E"
"ATP6V1B2",0,0.806350985860466,0.537,0.112,0,"Monocyte","ATP6V1B2"
"KIF1B",0,0.803438130353677,0.719,0.169,0,"Monocyte","KIF1B"
"ACSL1",0,0.803346467101951,0.685,0.278,0,"Monocyte","ACSL1"
"NHSL2",0,0.79936831652113,0.636,0.072,0,"Monocyte","NHSL2"
"FKBP15",0,0.799279813352187,0.844,0.322,0,"Monocyte","FKBP15"
"PPFIBP2",0,0.798943946107635,0.513,0.027,0,"Monocyte","PPFIBP2"
"EXTL3",0,0.797581552949472,0.565,0.119,0,"Monocyte","EXTL3"
"BCL2A1",0,0.794762383013488,0.949,0.519,0,"Monocyte","BCL2A1"
"POC1A",0,0.794138146529838,0.467,0.096,0,"Monocyte","POC1A"
"RGS18",0,0.792218863157943,0.757,0.109,0,"Monocyte","RGS18"
"SSBP2",0,0.789993536310693,0.681,0.29,0,"Monocyte","SSBP2"
"ALPK1",0,0.78879825623145,0.778,0.199,0,"Monocyte","ALPK1"
"GNG2",0,0.788374373215884,0.916,0.538,0,"Monocyte","GNG2"
"KCNJ2",0,0.786625682141552,0.318,0.021,0,"Monocyte","KCNJ2"
"GRN",0,0.785635374037953,0.805,0.148,0,"Monocyte","GRN"
"RASAL2",0,0.785521362816882,0.871,0.397,0,"Monocyte","RASAL2"
"CDC6",0,0.784955166043541,0.763,0.145,0,"Monocyte","CDC6"
"CD48",0,0.784926251864706,0.933,0.529,0,"Monocyte","CD48"
"NBAS",0,0.782369771321878,0.661,0.183,0,"Monocyte","NBAS"
"OSBPL1A",0,0.779752399338277,0.678,0.161,0,"Monocyte","OSBPL1A"
"JDP2",0,0.778632280512986,0.653,0.105,0,"Monocyte","JDP2"
"IVNS1ABP",0,0.778023847941375,0.573,0.208,0,"Monocyte","IVNS1ABP"
"LRPAP1",0,0.775755699252442,0.842,0.166,0,"Monocyte","LRPAP1"
"HIP1",0,0.772877442136086,0.627,0.095,0,"Monocyte","HIP1"
"DENND4A",0,0.770124950025188,0.828,0.277,0,"Monocyte","DENND4A"
"THEMIS2",0,0.764376025263112,0.77,0.107,0,"Monocyte","THEMIS2"
"ZC3H12C",0,0.757242110136915,0.45,0.016,0,"Monocyte","ZC3H12C"
"SOX5",0,0.75685948861655,0.388,0.05,0,"Monocyte","SOX5"
"RGS7BP",0,0.75573068339902,0.378,0.009,0,"Monocyte","RGS7BP"
"IL1RAP",0,0.754897061492949,0.693,0.119,0,"Monocyte","IL1RAP"
"GALK2",0,0.752460534088961,0.714,0.232,0,"Monocyte","GALK2"
"GAPDH",0,0.74879374121839,0.986,0.727,0,"Monocyte","GAPDH"
"EHBP1L1",0,0.748167696308168,0.658,0.127,0,"Monocyte","EHBP1L1"
"TSPO",0,0.746773226125794,0.887,0.423,0,"Monocyte","TSPO"
"RAB20",0,0.743740148740407,0.439,0.028,0,"Monocyte","RAB20"
"TMEM51",0,0.743692994248887,0.397,0.01,0,"Monocyte","TMEM51"
"CYP46A1",0,0.742520251052608,0.533,0.017,0,"Monocyte","CYP46A1"
"FLVCR2",0,0.738371980899358,0.49,0.023,0,"Monocyte","FLVCR2"
"EMB",0,0.736430253991855,0.983,0.538,0,"Monocyte","EMB"
"GNAI2",0,0.736146153224969,0.943,0.58,0,"Monocyte","GNAI2"
"ADCY9",0,0.733962284098916,0.552,0.109,0,"Monocyte","ADCY9"
"OAS1",0,0.733333674800243,0.299,0.064,0,"Monocyte","OAS1"
"TCIRG1",0,0.731458790143072,0.591,0.047,0,"Monocyte","TCIRG1"
"TFPT",0,0.731349548636179,0.988,0.959,0,"Monocyte","TFPT"
"LCORL",0,0.730289863802408,0.835,0.438,0,"Monocyte","LCORL"
"ZMIZ1",0,0.729747052681177,0.705,0.197,0,"Monocyte","ZMIZ1"
"IL1R1",0,0.727826074502826,0.423,0.011,0,"Monocyte","IL1R1"
"ARL5A",0,0.724979661029365,0.715,0.198,0,"Monocyte","ARL5A"
