"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HTR1F",0,1.80784239379912,0.657,0.177,0,"0","HTR1F"
"BACH2",1.95323948798119e-255,0.936840735650271,0.99,0.824,3.2193293240906e-251,"0","BACH2"
"TASP1",1.04728537438892e-194,1.20381630761655,0.723,0.442,1.72613575406782e-190,"0","TASP1"
"FCHSD2",4.12413243215862e-183,0.823596590685586,0.959,0.887,6.79739507468383e-179,"0","FCHSD2"
"NRIP1",2.49778540809451e-172,0.998075226253291,0.757,0.457,4.11684990962138e-168,"0","NRIP1"
"CCDC50",4.51158700931429e-158,0.800764476940092,0.878,0.758,7.43599770875181e-154,"0","CCDC50"
"SATB1",7.13660275932148e-147,0.850913761824065,0.755,0.488,1.17625486679137e-142,"0","SATB1"
"HSPB1",3.39589651527524e-135,0.987026310381629,0.427,0.168,5.59711663647665e-131,"0","HSPB1"
"VAV3",8.77251361715309e-114,0.556644782862914,0.969,0.891,1.44588569437917e-109,"0","VAV3"
"ARID5B",4.04919500352844e-112,0.677699278200148,0.904,0.783,6.67388320481557e-108,"0","ARID5B"
"MAML2",5.9072336140505e-108,0.546661500954597,0.978,0.875,9.73630244267803e-104,"0","MAML2"
"PLAC8",5.23068387242341e-105,0.616525162832571,0.728,0.431,8.62121315852827e-101,"0","PLAC8"
"IL21R",3.40623488828171e-104,0.644665788310403,0.255,0.071,5.61415634286591e-100,"0","IL21R"
"AUTS2",3.07362609867774e-103,0.721344436720254,0.792,0.548,5.06595053584066e-99,"0","AUTS2"
"CXCR4",2.33662111512255e-99,0.650023754609537,0.714,0.476,3.85121892194499e-95,"0","CXCR4"
"MEF2C",2.74730059597777e-99,0.478275581405501,0.988,0.962,4.52810084229056e-95,"0","MEF2C"
"SYT1",1.64907222776044e-96,0.72899695955024,0.468,0.215,2.71800084579475e-92,"0","SYT1"
"DOCK9",5.78137099174704e-92,0.59864229405191,0.842,0.718,9.52885566859747e-88,"0","DOCK9"
"LYZ",1.10620318672175e-91,0.502984507269297,0.908,0.762,1.82324409235479e-87,"0","LYZ"
"BANK1",1.80732323620641e-89,0.501586130476787,0.96,0.837,2.97883015791541e-85,"0","BANK1"
"DLA-DRA",1.69350570747885e-84,0.32864735411872,1,0.987,2.79123610706664e-80,"0","DLA-DRA"
"SP140",9.46396398709866e-81,0.421473159912976,0.988,0.889,1.5598505443536e-76,"0","SP140"
"ELMO1",5.29338910817598e-77,0.419454511603426,0.986,0.958,8.72456392809566e-73,"0","ELMO1"
"HVCN1",7.25396130104073e-77,0.497104602196884,0.893,0.749,1.19559790163753e-72,"0","HVCN1"
"SSH2",1.25327306650437e-73,0.500770713775045,0.891,0.82,2.06564466821251e-69,"0","SSH2"
"HOPX",1.45788183222055e-72,0.54084551811249,0.816,0.72,2.40288083586592e-68,"0","HOPX"
"ZNF318",1.80393845537514e-71,0.637206227244481,0.496,0.304,2.97325136214931e-67,"0","ZNF318"
"SMAP2",8.01072523376418e-69,0.544185138413951,0.759,0.657,1.32032773302901e-64,"0","SMAP2"
"GRK3",2.36351733253315e-68,0.469415495718864,0.868,0.738,3.89554926748114e-64,"0","GRK3"
"PRKCA",3.71974161403798e-68,0.564962188146522,0.734,0.61,6.1308781282574e-64,"0","PRKCA"
"PAX5",1.70732998021025e-65,0.488768537744133,0.83,0.675,2.81402127338253e-61,"0","PAX5"
"CHN1",1.71512481399245e-63,0.650285566060394,0.273,0.115,2.82686871842236e-59,"0","CHN1"
"SLC4A7",4.955545082913e-63,0.488434093008791,0.802,0.709,8.1677294056572e-59,"0","SLC4A7"
"CDO1",7.52288431404413e-59,0.646582940208506,0.279,0.126,1.23992179264075e-54,"0","CDO1"
"TCF12",1.72941195256336e-58,0.519157333535936,0.818,0.763,2.85041678021493e-54,"0","TCF12"
"EIF2AK3",1.96010713626761e-58,0.601468935791518,0.695,0.592,3.23064858199627e-54,"0","EIF2AK3"
"ZCCHC7",1.06077359748459e-57,0.430501832033159,0.917,0.878,1.74836704337409e-53,"0","ZCCHC7"
"FOXO1",2.86533559403232e-57,0.518162129224929,0.735,0.636,4.72264612608407e-53,"0","FOXO1"
"CIITA",7.29948407672394e-57,0.459807535890036,0.721,0.576,1.20310096552564e-52,"0","CIITA"
"SELL",2.3172528443763e-55,0.353460913689347,0.938,0.796,3.81929613810103e-51,"0","SELL"
"NEK7",4.76656922865625e-55,0.512984250348808,0.785,0.742,7.85625940267123e-51,"0","NEK7"
"CTSC",6.10690468372437e-55,0.488323413374084,0.801,0.732,1.00654002997145e-50,"0","CTSC"
"AFF3",1.44375340345949e-53,0.327579277951263,0.985,0.899,2.37959435958193e-49,"0","AFF3"
"VPS45",4.3971530477312e-53,0.645772601640309,0.52,0.384,7.24738765327057e-49,"0","VPS45"
"ZEB1",5.2584155129852e-53,0.466424473925238,0.826,0.78,8.66692044850221e-49,"0","ZEB1"
"PLEKHO1",2.9736640680208e-52,0.405597744037671,0.847,0.766,4.90119311691188e-48,"0","PLEKHO1"
"KLHL14",6.22230539279451e-52,0.560645937249839,0.522,0.34,1.02556037484039e-47,"0","KLHL14"
"BCL11A",6.68920920272125e-52,0.451425844836464,0.854,0.783,1.10251546079252e-47,"0","BCL11A"
"STK39",1.18014427450641e-51,0.650356204394851,0.505,0.359,1.94511379324146e-47,"0","STK39"
"PHLPP1",8.50147980193458e-51,0.599667932216919,0.315,0.166,1.40121390095486e-46,"0","PHLPP1"
"FAM53B",9.89179789934953e-51,0.414186860060194,0.796,0.722,1.63036612977079e-46,"0","FAM53B"
"CD74",1.32757800832674e-50,0.314374637405118,0.996,0.977,2.18811407332414e-46,"0","CD74"
"REL",1.42067616210559e-50,0.461360819487809,0.781,0.681,2.34155845038244e-46,"0","REL"
"HLA-DQB2",1.89304610920971e-50,0.320310727142545,0.992,0.945,3.12011859719944e-46,"0","HLA-DQB2"
"UBE2E2",5.85262804809434e-50,0.545567599660513,0.775,0.697,9.6463015488691e-46,"0","UBE2E2"
"NR3C2",1.9229433919937e-49,0.507317323327667,0.605,0.432,3.16939529868401e-45,"0","NR3C2"
"DLA-DMA",2.7636296691387e-47,0.400098895762444,0.782,0.673,4.55501442067441e-43,"0","DLA-DMA"
"MAP4K4",6.44539184182267e-46,0.39442542493171,0.828,0.765,1.06232948336921e-41,"0","MAP4K4"
"MPP7",6.45148410270669e-46,0.609155060691156,0.47,0.32,1.06333360980812e-41,"0","MPP7"
"BCL2",6.83561963497608e-46,0.388027477907654,0.932,0.798,1.12664682823676e-41,"0","BCL2"
"SEPTIN11",4.48903291600221e-45,0.464219730617549,0.65,0.551,7.39882405215483e-41,"0","SEPTIN11"
"RCAN1",4.67553756723304e-44,0.542315570769508,0.358,0.216,7.7062210183135e-40,"0","RCAN1"
"CRYBG1",5.17892592541894e-42,0.537465737849502,0.375,0.244,8.5359057102755e-38,"0","CRYBG1"
"ATP8A1",6.36710359415781e-42,0.388026478763364,0.695,0.553,1.04942601438909e-37,"0","ATP8A1"
"ZNF280D",2.38455352405903e-41,0.493338721823884,0.606,0.504,3.9302211183541e-37,"0","ZNF280D"
"CD37",3.65236422579056e-41,0.345342141296061,0.821,0.717,6.01982671694799e-37,"0","CD37"
"PCNX2",9.24107431575504e-41,0.497934155205394,0.366,0.217,1.52311386872275e-36,"0","PCNX2"
"FOXP1",9.43927944000366e-41,0.322950042631613,0.916,0.803,1.5557820373014e-36,"0","FOXP1"
"TMEM37",6.57185490497767e-40,0.439240751009195,0.395,0.253,1.08317312543842e-35,"0","TMEM37"
"LRRK2",6.9132959406693e-40,0.482238031802072,0.464,0.327,1.13944943694111e-35,"0","LRRK2"
"SLCO5A1",9.99704190389829e-40,0.533465566049921,0.286,0.16,1.64771244660052e-35,"0","SLCO5A1"
"ITPR1",1.79247560737029e-39,0.386266319000767,0.83,0.761,2.95435829606771e-35,"0","ITPR1"
"GLIPR1",2.33430082908288e-39,0.448400953820637,0.655,0.576,3.8473946264944e-35,"0","GLIPR1"
"ZNF438",5.73480582552289e-39,0.541700461207828,0.567,0.441,9.45210696162683e-35,"0","ZNF438"
"RFTN1",4.66293884615501e-38,0.425231506878174,0.66,0.55,7.68545580623269e-34,"0","RFTN1"
"ARID1B",5.82308030289579e-37,0.330950281580904,0.897,0.863,9.59760095523284e-33,"0","ARID1B"
"PRKCB",5.40216057705728e-36,0.282833713242665,0.969,0.933,8.90384106310581e-32,"0","PRKCB"
"PPP3CA",1.18425271565203e-35,0.302651506296442,0.902,0.884,1.95188532593768e-31,"0","PPP3CA"
"CDK13",2.30357542808739e-35,0.420314334846473,0.728,0.673,3.79675302057364e-31,"0","CDK13"
"ABHD17B",3.24437190658645e-34,0.494732905141488,0.423,0.308,5.34737377643579e-30,"0","ABHD17B"
"NEDD4L",4.68169889413923e-34,0.420032150336878,0.632,0.548,7.71637611732027e-30,"0","NEDD4L"
"IGFBP7",1.29476489022753e-33,0.462261650429366,0.494,0.373,2.13403149207301e-29,"0","IGFBP7"
"FCER2",2.23415562588943e-33,0.420613849684654,0.509,0.397,3.68233530259095e-29,"0","FCER2"
"PLEKHA2",1.49380940993532e-32,0.356897751894049,0.731,0.644,2.4620966694554e-28,"0","PLEKHA2"
"SESTD1",2.06560131283908e-32,0.483484244414132,0.426,0.308,3.40452408382137e-28,"0","SESTD1"
"TNRC6B",6.70420368883106e-31,0.260839431275981,0.936,0.935,1.10498685199313e-26,"0","TNRC6B"
"SP110",2.62522449567148e-30,0.388507344111536,0.691,0.642,4.32689501376573e-26,"0","SP110"
"SERPINB1",6.62032176529136e-30,0.381942110441673,0.711,0.614,1.09116143335532e-25,"0","SERPINB1"
"TNFRSF13C",9.15011281954817e-30,0.28994139283506,0.896,0.837,1.50812159491793e-25,"0","TNFRSF13C"
"C1orf54",1.12104886854208e-29,0.449411623375093,0.342,0.218,1.84771274513106e-25,"0","C1orf54"
"TMEM156",2.90252225738321e-29,0.481179460854861,0.38,0.277,4.78393718461901e-25,"0","TMEM156"
"UVRAG",1.23238293668715e-28,0.267627333813671,0.9,0.884,2.03121355624776e-24,"0","UVRAG"
"DLA-DOA",1.25222457793224e-28,0.360747569316212,0.599,0.502,2.06391654934791e-24,"0","DLA-DOA"
"HPS3",2.01245250041345e-28,0.374932690177935,0.566,0.476,3.31692421118145e-24,"0","HPS3"
"PECAM1",6.59556735273015e-28,0.412870062951102,0.513,0.398,1.08708141107698e-23,"0","PECAM1"
"CDCA7L",1.11910856068106e-27,0.391029074760036,0.572,0.466,1.84451472971453e-23,"0","CDCA7L"
"ZNF326",6.234328625612e-27,0.325618270165001,0.713,0.703,1.02754204407337e-22,"0","ZNF326"
"ARHGAP26",1.44290112766289e-26,0.383218677175184,0.563,0.48,2.37818963861397e-22,"0","ARHGAP26"
"DIXDC1",2.82860027535412e-26,0.416207628963449,0.381,0.276,4.66209897383866e-22,"0","DIXDC1"
"STK3",3.36246352790988e-26,0.434994273248263,0.407,0.299,5.54201238670106e-22,"0","STK3"
"SNX3",5.51011830266537e-26,0.284076009426147,0.81,0.774,9.08177698645306e-22,"0","SNX3"
"CDK6",1.33375334028609e-25,0.401521433339694,0.546,0.459,2.19829225545954e-21,"0","CDK6"
"MTHFD1L",1.50711355020708e-25,0.456848822875971,0.352,0.251,2.48402455345131e-21,"0","MTHFD1L"
"LPP",7.15431632940252e-25,0.385691086023403,0.408,0.294,1.17917441741212e-20,"0","LPP"
"RUNX1",2.38928765302024e-24,0.316287098464934,0.725,0.629,3.93802390970795e-20,"0","RUNX1"
"ATF7IP",1.43291539794693e-23,0.307493262554824,0.801,0.791,2.36173115889613e-19,"0","ATF7IP"
"CEMIP2",3.54199009269123e-23,0.361791191325864,0.363,0.258,5.83790807077369e-19,"0","CEMIP2"
"DLA-DQA1",1.35353100219335e-22,0.281497866494248,0.793,0.733,2.23088979781509e-18,"0","DLA-DQA1"
"ATP5F1E",3.56574591388137e-22,0.266505970786228,0.874,0.865,5.87706241525927e-18,"0","ATP5F1E"
"SNX2",6.39268780905431e-22,0.274171651574909,0.77,0.751,1.05364280468833e-17,"0","SNX2"
"N4BP2",8.17780076186864e-22,0.277833851041128,0.791,0.769,1.34786512157119e-17,"0","N4BP2"
"MND1",1.57859154437145e-21,0.357822728622989,0.283,0.194,2.60183458343303e-17,"0","MND1"
"RASAL2",2.85327685494811e-21,0.272672996050158,0.855,0.853,4.70277091232548e-17,"0","RASAL2"
"CCR7",2.9203506824661e-21,0.311055326664835,0.342,0.24,4.81332199484062e-17,"0","CCR7"
"NCOA2",3.62430090956022e-21,0.326748075254635,0.709,0.69,5.97357275913716e-17,"0","NCOA2"
"BTLA",7.82852040286059e-21,0.264448290958876,0.775,0.747,1.29029673279948e-16,"0","BTLA"
"TRIM22",1.59033292263781e-20,0.371466177391742,0.485,0.42,2.62118672309164e-16,"0","TRIM22"
"RAB21",2.08079951386196e-20,0.288910274326107,0.752,0.752,3.42957375874728e-16,"0","RAB21"
"DIP2B",3.20913384387818e-20,0.279636000633739,0.703,0.659,5.28929440148001e-16,"0","DIP2B"
"DOCK10",2.84582817115208e-19,0.269418977914659,0.768,0.766,4.69049399169285e-15,"0","DOCK10"
"RERE",4.68269325554313e-19,0.315280895976562,0.664,0.644,7.71801502378619e-15,"0","RERE"
"FAM43A",1.03228097424687e-18,0.322145152397185,0.421,0.334,1.70140550175369e-14,"0","FAM43A"
"CD3D",4.19673866794889e-18,0.328644844771524,0.478,0.4,6.91706467251336e-14,"0","CD3D"
"SWAP70",6.68842990489335e-18,0.296759077929059,0.627,0.569,1.10238701692452e-13,"0","SWAP70"
"CLEC2D",8.55283018686423e-18,0.258606305189067,0.797,0.789,1.40967747139896e-13,"0","CLEC2D"
"MCTP2",1.45326793597153e-17,0.299215066215921,0.473,0.391,2.39527621206828e-13,"0","MCTP2"
"B4GALT6",1.59113169484754e-17,0.332058593568875,0.322,0.238,2.62250325944772e-13,"0","B4GALT6"
"SETBP1",4.07571766860124e-17,0.36623984445181,0.479,0.411,6.71759786138857e-13,"0","SETBP1"
"PLPP1",1.0558966632491e-16,0.389880621822494,0.405,0.337,1.74032888036717e-12,"0","PLPP1"
"MANBA",1.61484977450764e-16,0.312812769355277,0.59,0.535,2.66159539834349e-12,"0","MANBA"
"DENND5A",2.07976965245929e-16,0.314582867342636,0.486,0.431,3.42787634118341e-12,"0","DENND5A"
"DENND4A",4.60343056055131e-16,0.342710658195448,0.533,0.485,7.58737424990067e-12,"0","DENND4A"
"TXNIP",7.32214377529331e-16,0.314397343955037,0.469,0.411,1.20683573704384e-11,"0","TXNIP"
"ACSS3",1.54353500084582e-15,0.332775101935751,0.281,0.202,2.54405438839408e-11,"0","ACSS3"
"RESF1",2.12092345756004e-14,0.260014299534539,0.659,0.634,3.49570604275046e-10,"0","RESF1"
"PAPOLG",6.90200544617443e-14,0.383824355767601,0.253,0.191,1.13758853763847e-09,"0","PAPOLG"
"ASH1L",8.15778642095822e-14,0.272226259361571,0.671,0.668,1.34456635790233e-09,"0","ASH1L"
"CACNB2",9.16112771487873e-14,0.307939832425888,0.32,0.236,1.50993706996631e-09,"0","CACNB2"
"TRPS1",1.3404396417452e-13,0.25611280548676,0.663,0.614,2.20931261752444e-09,"0","TRPS1"
"AFG1L",1.62848348890065e-13,0.335591469416506,0.37,0.307,2.68406648640605e-09,"0","AFG1L"
"BTG1",1.63420918491833e-13,0.26644728182148,0.533,0.482,2.69350357858239e-09,"0","BTG1"
"IRF8",4.14695225493125e-13,0.279015248662418,0.396,0.333,6.83500670657769e-09,"0","IRF8"
"SESN1",5.60754438664335e-13,0.353565874190893,0.532,0.504,9.24235465806556e-09,"0","SESN1"
"CD22",1.03726531777107e-12,0.259032298203456,0.418,0.356,1.70962069675028e-08,"0","CD22"
"STK4",1.08359086010563e-12,0.287303048214026,0.651,0.674,1.78597445562611e-08,"0","STK4"
"SCML4",2.94121763875012e-12,0.273849132539137,0.397,0.331,4.84771491218795e-08,"0","SCML4"
"ZNF292",3.28019973592619e-12,0.251921186919349,0.693,0.704,5.40642520475354e-08,"0","ZNF292"
"CDC26",7.47946163842176e-12,0.320068358854968,0.405,0.369,1.23276486724467e-07,"0","CDC26"
"TMEM71",1.10027825355806e-11,0.316501600342093,0.465,0.444,1.81347861751439e-07,"0","TMEM71"
"PER3",1.66444878368662e-10,0.313900676101179,0.326,0.273,2.74334448527229e-06,"0","PER3"
"TP53INP1",4.03279503606573e-10,0.297175368767866,0.258,0.21,6.64685277844353e-06,"0","TP53INP1"
"MTMR12",4.46268306063364e-10,0.274218150667676,0.282,0.227,7.35539422053637e-06,"0","MTMR12"
"ANKH",5.82443885165261e-10,0.273038803749393,0.28,0.226,9.59984011529384e-06,"0","ANKH"
"PHC3",5.96025716598828e-10,0.27259716629324,0.516,0.503,9.82369586098188e-06,"0","PHC3"
"DDX6",1.45672514056057e-09,0.259471901357792,0.498,0.493,2.40097437667193e-05,"0","DDX6"
"RASSF2",1.95311206651591e-09,0.261837253486419,0.415,0.383,3.21911930803153e-05,"0","RASSF2"
"TMCO3",1.30730814698434e-08,0.313066241064323,0.319,0.289,0.000215470528785959,"0","TMCO3"
"RNF157",3.22058291486513e-08,0.262856080016328,0.348,0.303,0.00053081647602807,"0","RNF157"
"PAG1",6.91606690248818e-08,0.281623925606087,0.537,0.53,0.0011399061468681,"0","PAG1"
"PRKD3",2.05798459466354e-07,0.254492708264317,0.446,0.428,0.00339197020892444,"0","PRKD3"
"GPHN",2.27078707894822e-07,0.290547608019096,0.32,0.275,0.00374271126352246,"0","GPHN"
"NAGA",4.20278125318074e-07,0.250100481103742,0.343,0.317,0.0069270240614925,"0","NAGA"
"GABPB1",1.20301648192714e-06,0.267993634854047,0.407,0.39,0.019828117655123,"0","GABPB1"
"RAB10",1.81963720122882e-06,0.28466787396419,0.489,0.517,0.0299912603506534,"0","RAB10"
"CD53",4.31081912572858e-06,0.260828907500964,0.399,0.396,0.0710509208302584,"0","CD53"
"SPATA1",1.97594444089674e-05,0.253309224231383,0.336,0.315,0.3256751627486,"0","SPATA1"
"NSMCE1",4.23915102066779e-05,0.26346471343261,0.251,0.23,0.698696871226465,"0","NSMCE1"
"SLC2A13",5.90982643696122e-05,0.282669843346783,0.356,0.334,0.974057593339948,"0","SLC2A13"
"AHCYL2",0.000139495971291337,0.267461378346517,0.435,0.439,1,"0","AHCYL2"
"POU2F1",0.000382644735776512,0.270317286359904,0.402,0.409,1,"0","POU2F1"
"PKHD1",1.42891063567431e-115,1.10213485767927,0.422,0.152,2.35513050971839e-111,"1","PKHD1"
"FAM189A1",3.19441441032532e-88,0.955880891354119,0.527,0.281,5.26503383109819e-84,"1","FAM189A1"
"BCL21",1.31083441764688e-67,0.513930127558006,0.97,0.802,2.16051728716558e-63,"1","BCL2"
"FOXP11",7.43391265130913e-40,0.351021602525485,0.928,0.811,1.22525748318877e-35,"1","FOXP1"
"DLA-DRA1",1.1161540960974e-39,0.251905860099707,0.998,0.989,1.83964518118774e-35,"1","DLA-DRA"
"DOCK91",2.4054882994362e-39,0.391831306943705,0.847,0.729,3.96472581513074e-35,"1","DOCK9"
"SELL1",2.75291191915202e-38,0.371364102596203,0.923,0.813,4.53734942514637e-34,"1","SELL"
"BANK11",3.1715470575965e-38,0.338009420564936,0.964,0.849,5.22734386033055e-34,"1","BANK1"
"HLA-DQB21",1.35258137825765e-35,0.27510845354498,0.994,0.949,2.22932462764425e-31,"1","HLA-DQB2"
"TBC1D9",8.46849486369383e-34,0.368412241356399,0.705,0.525,1.39577732343402e-29,"1","TBC1D9"
"CTSC1",2.72461716412136e-32,0.388533645204457,0.821,0.734,4.49071400990483e-28,"1","CTSC"
"LYZ1",6.6163746590736e-32,0.323982151100943,0.896,0.779,1.09051087130851e-27,"1","LYZ"
"PDE8A",1.31888196010708e-31,0.392069757827746,0.733,0.607,2.17378124664849e-27,"1","PDE8A"
"BACH21",1.5586690622325e-28,0.256331335738918,0.98,0.842,2.56899834837161e-24,"1","BACH2"
"PRKN",2.1694417623788e-28,0.528617762979027,0.355,0.22,3.57567391275273e-24,"1","PRKN"
"VAV31",2.21806456882612e-27,0.253181769236699,0.963,0.9,3.65581402233922e-23,"1","VAV3"
"TRPS11",1.53330925234115e-26,0.37341889781435,0.735,0.602,2.52720030970868e-22,"1","TRPS1"
"SP1401",9.81264187896133e-26,0.255502212307303,0.99,0.898,1.61731963449041e-21,"1","SP140"
"RIPOR2",1.66388624844101e-25,0.257833816726002,0.985,0.976,2.74241731468047e-21,"1","RIPOR2"
"ARHGAP24",5.01290332086803e-24,0.260539444137966,0.995,0.901,8.26226725345469e-20,"1","ARHGAP24"
"NR3C21",5.61384865597818e-23,0.336063621967321,0.602,0.45,9.25274535478324e-19,"1","NR3C2"
"RRAS2",6.30604363039629e-23,0.324755059560824,0.793,0.722,1.03936211116192e-18,"1","RRAS2"
"TMEM371",3.32011686994798e-22,0.33796697179074,0.4,0.266,5.47221662504827e-18,"1","TMEM37"
"C1orf541",2.83897187545286e-21,0.375553151691521,0.351,0.228,4.67919344512141e-17,"1","C1orf54"
"ZNF2921",8.96131175342812e-21,0.304401567707668,0.754,0.689,1.47700340320002e-16,"1","ZNF292"
"FAM43A1",4.70378168210086e-20,0.312304748529735,0.466,0.332,7.75277296843863e-16,"1","FAM43A"
"NBEA",5.86548520497959e-20,0.378374417207236,0.316,0.206,9.66749271484736e-16,"1","NBEA"
"CBLB",5.10586327561649e-19,0.306754486636365,0.597,0.474,8.4154838508711e-15,"1","CBLB"
"TMEM268",7.86354427850381e-19,0.310655832323493,0.453,0.336,1.296069367983e-14,"1","TMEM268"
"CEMIP21",2.66761739248743e-18,0.310934832711585,0.382,0.264,4.39676698629779e-14,"1","CEMIP2"
"CDCA7L1",2.20678237645421e-17,0.282609274896353,0.58,0.475,3.63721871287183e-13,"1","CDCA7L"
"GPHN1",7.99167586143014e-17,0.357963093097434,0.378,0.266,1.31718801548092e-12,"1","GPHN"
"CAMKMT",1.15190135790285e-16,0.36292627170205,0.568,0.476,1.89856381809548e-12,"1","CAMKMT"
"OSBPL8",1.3493636774677e-16,0.26690428845833,0.776,0.732,2.22402121320227e-12,"1","OSBPL8"
"KLHL141",9.71943237921237e-16,0.266698640042629,0.487,0.366,1.60195684474178e-11,"1","KLHL14"
"LNPEP",1.13369821244671e-15,0.315014582536668,0.449,0.352,1.86856139375466e-11,"1","LNPEP"
"B4GALT61",2.20546243693046e-14,0.269536244980861,0.343,0.242,3.63504318854878e-10,"1","B4GALT6"
"L3MBTL3",9.1597517178973e-14,0.274773517232712,0.437,0.338,1.50971027814383e-09,"1","L3MBTL3"
"ARHGAP261",8.2978962630694e-13,0.258973333484193,0.558,0.489,1.3676592620791e-08,"1","ARHGAP26"
"CACNB21",1.4308581888918e-12,0.305958011507625,0.337,0.24,2.35834046693146e-08,"1","CACNB2"
"LRRFIP2",2.63050138357975e-12,0.274926773396067,0.573,0.511,4.33559238041614e-08,"1","LRRFIP2"
"INPP5F",6.95417402141352e-12,0.256889064246916,0.355,0.268,1.14618696220938e-07,"1","INPP5F"
"HIVEP1",2.74620676836809e-09,0.252153037254363,0.639,0.607,4.52629799562429e-05,"1","HIVEP1"
"MTMR2",5.73945597939447e-167,1.2493975852286,0.539,0.164,9.45977134523796e-163,"2","MTMR2"
"ZBTB20",3.05898522649885e-141,1.26313219567104,0.857,0.575,5.04181945031541e-137,"2","ZBTB20"
"TOX",8.04135797753256e-118,1.13452059728667,0.363,0.096,1.32537662185692e-113,"2","TOX"
"SSBP2",1.44139687408951e-110,1.23331711074679,0.401,0.126,2.37571032787434e-106,"2","SSBP2"
"LMO7",1.13377151991434e-108,0.794568392758493,0.253,0.049,1.86868221912281e-104,"2","LMO7"
"RABGAP1L",3.70679929846087e-108,0.724350466888873,0.989,0.956,6.1095466037232e-104,"2","RABGAP1L"
"NFIA",2.98382590549442e-106,1.16151668487573,0.372,0.113,4.9179418574359e-102,"2","NFIA"
"FHIT",3.72072104101803e-102,1.24366256203592,0.889,0.696,6.13249241980592e-98,"2","FHIT"
"ASAP1",3.91350173957405e-88,0.91297713993562,0.772,0.52,6.45023356716595e-84,"2","ASAP1"
"TRERF1",1.74722033422453e-75,0.81050480319443,0.377,0.147,2.87976855486888e-71,"2","TRERF1"
"GOLM1",2.99635652048068e-74,0.834692546949152,0.694,0.452,4.93859481705625e-70,"2","GOLM1"
"ARHGAP241",9.30935987357831e-73,0.570901259555643,0.988,0.909,1.53436869436318e-68,"2","ARHGAP24"
"ALCAM",8.10956025756915e-72,0.842743664490966,0.811,0.648,1.33661772165255e-67,"2","ALCAM"
"PIK3R5",2.81633355508219e-63,0.811501324217954,0.604,0.377,4.64188096548646e-59,"2","PIK3R5"
"KYNU",1.0975820256102e-60,0.801415045958753,0.376,0.159,1.80903469461073e-56,"2","KYNU"
"MAP3K1",6.00238181113343e-59,0.551485252535854,0.938,0.878,9.89312570111012e-55,"2","MAP3K1"
"ZNF608",8.95393416213456e-59,0.70633055072662,0.364,0.154,1.47578742860302e-54,"2","ZNF608"
"RAPGEF1",5.43524704585085e-58,0.776043490309312,0.556,0.334,8.95837418097138e-54,"2","RAPGEF1"
"RRAS21",8.14456729908847e-54,0.637352272101326,0.855,0.718,1.34238758223576e-49,"2","RRAS2"
"MAML3",4.15856666720752e-51,0.800504319245666,0.533,0.31,6.85414958089144e-47,"2","MAML3"
"RBPJ",5.51376953375458e-51,0.751024259333764,0.729,0.582,9.0877949455343e-47,"2","RBPJ"
"ANP32E",1.05586742945878e-49,0.736042170995501,0.603,0.423,1.74028069723396e-45,"2","ANP32E"
"TMEM131",2.70064925158835e-49,0.533423769889701,0.962,0.908,4.45121009646791e-45,"2","TMEM131"
"GNG2",3.78670530000704e-49,0.793161583796133,0.362,0.168,6.24124767547159e-45,"2","GNG2"
"RIPOR21",5.17512986785816e-45,0.41262650900463,0.993,0.976,8.52964904820382e-41,"2","RIPOR2"
"ZDHHC14",1.39613584047785e-44,0.828927594284206,0.619,0.441,2.30111109227559e-40,"2","ZDHHC14"
"DOCK8",4.31675909724819e-44,0.601945097959717,0.824,0.731,7.11488234408446e-40,"2","DOCK8"
"CABLES1",7.64037000729345e-44,0.757031248738613,0.349,0.164,1.25928578460211e-39,"2","CABLES1"
"BMP2K",1.5782564767637e-42,0.680012544611334,0.729,0.595,2.60128232500194e-38,"2","BMP2K"
"DYNC1I1",2.95735615073031e-41,0.731356720626291,0.598,0.411,4.8743144076337e-37,"2","DYNC1I1"
"AP3M2",4.95746709985104e-38,0.604667434506311,0.49,0.309,8.17089727397449e-34,"2","AP3M2"
"SCIMP",1.20082093186964e-37,0.562828489605546,0.298,0.147,1.97919305990753e-33,"2","SCIMP"
"LAPTM5",1.59815778003415e-37,0.519073507267304,0.749,0.607,2.63408365305228e-33,"2","LAPTM5"
"PARP8",5.71859911885929e-36,0.50011330178475,0.647,0.435,9.42539506770389e-32,"2","PARP8"
"ELMO11",2.03357765243439e-35,0.352972599140285,0.989,0.962,3.35174268674235e-31,"2","ELMO1"
"KLF6",4.87180174284021e-35,0.551766209325708,0.694,0.542,8.02970363254924e-31,"2","KLF6"
"TMEM131L",1.41705130291234e-34,0.455467062398606,0.907,0.828,2.33558395746011e-30,"2","TMEM131L"
"MSRA",3.01790190381765e-34,0.691931430769953,0.509,0.35,4.97410591787225e-30,"2","MSRA"
"TBC1D1",2.13425563286546e-33,0.509076367757457,0.822,0.722,3.51768013408886e-29,"2","TBC1D1"
"HLA-DQB22",6.17379249319708e-33,0.308828708698732,0.996,0.952,1.01756447872874e-28,"2","HLA-DQB2"
"INPP5D",2.29814504644033e-32,0.441974507277913,0.836,0.754,3.78780266554295e-28,"2","INPP5D"
"PDE3B",9.75897358034162e-32,0.543111247530879,0.834,0.725,1.60847402551191e-27,"2","PDE3B"
